ID_Full	Locus	orig_Locus	ID	Haplotype	type	longest_ATG_ORF_aa	start_gene	genes_spanned	start_nt0	end_nt0	start_KCON_nt0	frame0	end_reason	sequence_bases	noncanonical_bases	alignment_path
HG01934_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01934	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01934_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01934	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01940_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01940	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01940_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01940	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01943_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01943	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01943_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01943	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01952_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01952	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01952_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01952	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01960_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01960	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01960_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01960	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01969_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01969	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01969_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01969	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01975_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01975	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01975_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01975	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01978_mat_hprc_r2_v1.1.0_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01978	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01978_pat_hprc_r2_v1.1.0_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01978	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01981_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01981	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01981_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01981	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01993_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01993	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG01993_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG01993	pat	type2	263	pol	pol	4676	5465	4604	2	stop_codon	9508	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02004_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02004	mat	type2	263	pol	pol	4676	5465	4604	2	stop_codon	9508	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02004_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02004	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02011_h1_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02011	h1	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02011_h2_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02011	h2	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02015_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02015	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02015_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02015	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02018_h1_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02018	h1	type2	263	pol	pol	4676	5465	4604	2	stop_codon	9508	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02018_h2_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02018	h2	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02027_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02027	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02027_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02027	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02040_hap1_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02040	h1	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02040_hap2_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02040	h2	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02055_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02055	mat	type2	263	pol	pol	4689	5478	4604	0	stop_codon	9522	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02055_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02055	pat	type2	263	pol	pol	4689	5478	4604	0	stop_codon	9522	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02056_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02056	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02056_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02056	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02059_h1_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02059	h1	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02059_h2_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02059	h2	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02071_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02071	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02071_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02071	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02074_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02074	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02074_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02074	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02080_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02080	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02080_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02080	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02083_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02083	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02083_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02083	pat	type2	263	pol	pol	4676	5465	4604	2	stop_codon	9508	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02106_h1_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02106	h1	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02106_h2_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02106	h2	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02109_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02109	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02109_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02109	pat	type2	206	pol	pol-env	6622	7240	6558	1	stop_codon	9503	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02129_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02129	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02129_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02129	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02132_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02132	mat	type2	263	pol	pol	4676	5465	4604	2	stop_codon	9508	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02132_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02132	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02135_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02135	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02135_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02135	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02145_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02145	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02145_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02145	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9443	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02148_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02148	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02148_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02148	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02155_hap1_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02155	h1	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02155_hap2_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02155	h2	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02165_hap1_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02165	h1	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02165_hap2_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02165	h2	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02178_hap1_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02178	h1	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02178_hap2_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02178	h2	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02257_mat_hprc_r2_v1.1.0_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02257	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02257_pat_hprc_r2_v1.1.0_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02257	pat	type2	263	pol	pol	4675	5464	4604	1	stop_codon	9488	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02258_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02258	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02258_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02258	pat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02273_hap1_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02273	h1	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02273_hap2_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02273	h2	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02280_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02280	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02280_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02280	pat	type2	206	pol	pol-env	6622	7240	6558	1	stop_codon	9503	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02282_h1_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02282	h1	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02282_h2_HML-2_19q13.12b_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_19q13.12b	HML-2_19q13.12b	HG02282	h2	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02293_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02293	mat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02293_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02293	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02300_mat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02300	mat	type2	263	pol	pol	4686	5475	4604	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
HG02300_pat_hprc_r2_v1.0.1_HML-2_19q13.12b	HML-2_19q13.12b	HML-2_19q13.12b	HG02300	pat	type2	248	gag	gag	1515	2259	1528	0	stop_codon	9519	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_19q13.12b/HML-2_19q13.12b_all_haplotypes_aligned_type2_KCON.fasta
