ID_Full	Locus	orig_Locus	ID	Haplotype	type	longest_ATG_ORF_aa	start_gene	genes_spanned	start_nt0	end_nt0	start_KCON_nt0	frame0	end_reason	sequence_bases	noncanonical_bases	alignment_path	regional_reach
HG02514_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02514	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02523_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02523	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02523_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02523	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02554_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02554	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02554_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02554	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02559_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02559	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02559_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02559	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02572_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02572	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02572_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02572	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02583_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02583	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02583_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02583	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02587_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02587	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02587_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02587	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02602_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02602	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02602_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02602	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02615_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02615	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02615_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02615	pat	type2	647	gag	gag	838	2779	1111	1	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02622_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02622	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02622_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02622	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02630_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02630	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02630_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02630	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02647_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02647	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02647_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02647	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02666_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02666	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02666_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02666	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02668_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02668	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02668_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02668	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02698_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02698	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02698_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02698	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02717_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02717	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02717_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02717	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02723_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02723	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02723_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02723	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02735_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02735	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02735_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02735	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02738_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02738	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02738_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02738	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02769_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02769	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02769_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02769	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02809_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02809	mat	type2	519	gag	gag	1217	2774	1489	2	stop_codon	7837	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02809_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02809	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02818_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02818	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02818_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02818	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02841_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02841	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02841_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02841	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02886_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02886	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02886_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02886	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02922_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02922	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02922_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02922	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02953_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02953	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02953_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG02953	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02965_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02965	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02965_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02965	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02976_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02976	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02976_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02976	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02984_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02984	mat	type2	576	gag	gag	838	2566	1111	1	stop_codon	7816	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02984_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG02984	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03009_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG03009	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03009_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG03009	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03017_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03017	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03017_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03017	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03041_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03041	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03041_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03041	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03050_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03050	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03050_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03050	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03065_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG03065	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03065_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10q24.2	HML-2_10q24.2	HG03065	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03098_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03098	mat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03098_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03098	pat	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03130_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03130	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03130_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03130	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03139_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03139	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03139_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03139	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03195_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03195	h1	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7842	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG03195_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HML-2_10q24.2	HML-2_10q24.2	HG03195	h2	type2	521	gag	gag	1217	2780	1489	2	stop_codon	7843	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_10q24.2/HML-2_10q24.2_all_haplotypes_aligned_type2_KCON.fasta	gag only
