alignment	record	candidate_ID_Full	Source_Identifier	physical_locus	source_path	source_fasta_sha256	exact_alignment_projection	source_available	source_alignment_metrics
15p13b_carrier_kcon.aln.fa	HG03195_hap2	HG03195_hap2_hprc_r2_v1.0.1_HML-2_15p13b	HG03195#2#CM087098.1:3478659-3488919	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03195_hap2_hprc_r2_v1.0.1_HML-2_15p13b.fa	b387f8e104ac8900a7fe1c3b4aece10e3670e5b0211fc283a851b40c6c3eca2c	1	1	"[{""query_start"": 0, ""query_end"": 9046, ""query_bases"": 9046, ""source_start"": 100, ""source_end"": 9161, ""strand"": ""+"", ""cigar"": ""161=1D1303=1D726=1D630=3D331=2D394=3D289=1D60=1D1302=1D3175=1D675="", ""matching_bases"": 9046, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 15, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_15p13b	HG03516#2#CM089237.1:3077222-3087543	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03516_mat_hprc_r2_v1.1.0_HML-2_15p13b.fa	571ec1d1db1d7aefb0dbcac1ef1a2cc3a2163b4355c144f5afa6e6794cdb3e6a	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	HG03704_mat#c1	HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG03704#2#CM086199.1:2493998-2504319	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt1.fa	98170ecbc8c6d75cb7ba29bbb1f66fadc19260879d792155146fe6b5836c1c02	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	HG03704_mat#c1	HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt2	HG03704#2#JBHDRM010000048.1:2409968-2420265	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt2.fa	ecb5fdd7ed10fa05026d372fc2376814e5fb401ccb225fe3a8ca5c373eb24372	0	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9198, ""strand"": ""+"", ""cigar"": ""161=1D316=1X1711=1D630=3D331=2D683=1D1363=1D1554=24I111=2D1096=1X389=1D518=1X220="", ""matching_bases"": 9083, ""mismatching_bases"": 3, ""query_inserted_bases"": 24, ""omitted_source_bases"": 12, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	HG03710_pat#c1	HG03710_pat_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG03710#1#CM086874.1:2203221-2210487	HML-2_acro_type1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03710_pat_hprc_r2_v1.0.1_HML-2_15p13b_alt1.fa	1706a2b418ed46d48fda716a992a3d4a4eaf316243db2db3ac4e40558bb98a14	1	1	"[{""query_start"": 0, ""query_end"": 6058, ""query_bases"": 6058, ""source_start"": 100, ""source_end"": 6167, ""strand"": ""+"", ""cigar"": ""98=2D394=3D289=1D60=1D1303=1D3175=1D739="", ""matching_bases"": 6058, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 9, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	HG03710_pat#c1	HG03710_pat_hprc_r2_v1.0.1_HML-2_15p13b_alt2	HG03710#1#JBHDTP010000018.1:2651164-2658383	HML-2_acro_type1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03710_pat_hprc_r2_v1.0.1_HML-2_15p13b_alt2.fa	953354dfb0f9bea77a38245c444e3b908d9cc2a13b45e913a57fca38bcb53dc0	0	1	"[{""query_start"": 14, ""query_end"": 6058, ""query_bases"": 6058, ""source_start"": 67, ""source_end"": 6120, ""strand"": ""+"", ""cigar"": ""84=2D394=3D29=1X259=1D60=1D581=1X413=1X307=1D2841=1X333=1D149=1X12=1X244=1X331="", ""matching_bases"": 6037, ""mismatching_bases"": 7, ""query_inserted_bases"": 0, ""omitted_source_bases"": 9, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	HG03710_pat#c1	HG03710_pat_hprc_r2_v1.0.1_HML-2_15p13b_alt3	HG03710#1#JBHDTP010000057.1:1954116-1961335	HML-2_acro_type1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03710_pat_hprc_r2_v1.0.1_HML-2_15p13b_alt3.fa	bb4f603d498ff67a8d28a30319922bcc71a7ada5003281e41e13a163e231378d	0	1	"[{""query_start"": 14, ""query_end"": 6058, ""query_bases"": 6058, ""source_start"": 67, ""source_end"": 6120, ""strand"": ""+"", ""cigar"": ""84=2D8=1X385=3D29=1X259=1D60=1D581=1X413=1X307=1D2841=1X22=1X310=1D149=1X12=1X244=1X331="", ""matching_bases"": 6035, ""mismatching_bases"": 9, ""query_inserted_bases"": 0, ""omitted_source_bases"": 9, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	HG03874_hap1	HG03874_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG03874#1#CM089443.1:1930996-1941317	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/HG03874_hap1_hprc_r2_v1.0.1_HML-2_15p13b.fa	bb02824498537d1c6398d3250507373eeaeba52d18afc131f55548d17f80ef97	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA18959#2#CM101584.1:7969982-7980303	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1.fa	77e9743213b8ed97b04bcf685957e4753f6c0a1cc2af2f54d33d33bd44ad2011	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA18959#2#JBKACB010000013.1:4851815-4862136	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt2.fa	5f65628b092fc42ab9b471a114950c49eb719e4b7a358de715c2aa2688e3f631	0	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D291=1X391=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9109, ""mismatching_bases"": 1, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	NA18970_hap2	NA18970_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA18970#2#CM101486.1:2627524-2637784	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA18970_hap2_hprc_r2_v1.0.1_HML-2_15p13b.fa	302cf246219f1fe48d47e7d2503b42702b15f2a615f36954ab6bad99adac784c	1	1	"[{""query_start"": 0, ""query_end"": 9046, ""query_bases"": 9046, ""source_start"": 100, ""source_end"": 9161, ""strand"": ""+"", ""cigar"": ""161=1D1303=1D726=1D630=3D331=2D394=3D289=1D60=1D1302=1D3175=1D675="", ""matching_bases"": 9046, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 15, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA18982_hap1	NA18982_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA18982#1#CM101426.1:2379801-2390122	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA18982_hap1_hprc_r2_v1.0.1_HML-2_15p13b.fa	bc0890fc8cef905a918bc2fc30370e3345676605d50cf5ad1010af890e82150a	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA19036_hap1#c2	NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA19036#1#JBHIJM010000051.1:5164728-5175049	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1.fa	85de443a3cbcfe3d2cba83e0784e164060260475c5d64c9ccb11aa727c92cb85	0	1	"[{""query_start"": 0, ""query_end"": 9111, ""query_bases"": 9111, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""53=1X70=1X36=1D84=1X28=1X101=1X17=1X134=1X13=1X26=1X55=1X265=1X67=1X78=1I235=1X130=1X176=1X213=1X128=1X20=1X242=1D182=1X35=1X114=1X53=1X242=3D141=1X38=1X150=2D102=1X1=1X47=1X200=1X40=2X287=1D134=1X20=1X53=1X17=1X101=1X19=1X207=1X51=1X102=1X34=1X214=1X2=1X74=1X108=1X20=1X102=1X56=1X32=1D135=1X67=1X77=1X21=1X111=1X80=1X113=1X58=1X27=1X23=1X36=1X51=1X329=1X13=1X10=1X65=1X56=1X83=1X61=1X69=1X22=1X63=1X55=1X35=1X5=2D16=1X33=1X23=1X129=1X22=1X6=1X116=1X40=1X79=1X189=1X45=1X256=1X82=1X13=1X93=1X7=1X6=1X192=1X91=1X29=1D7=1X106=1X20=1X40=1X1=1X138=1X41=1X23=1X70=2X85=1X20=1X32=2X104=1X10=1X26="", ""matching_bases"": 9004, ""mismatching_bases"": 106, ""query_inserted_bases"": 1, ""omitted_source_bases"": 12, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	NA19036_hap1#c2	NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA19036#1#CM089731.1:2543501-2553825	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2.fa	35b6b1058a0137373687b3e918ab410a2f500e29cfd9d5f2c0977baabeb4faf4	1	1	"[{""query_start"": 0, ""query_end"": 9111, ""query_bases"": 9111, ""source_start"": 100, ""source_end"": 9225, ""strand"": ""+"", ""cigar"": ""161=1D2029=1D630=3D331=2D394=3D289=1D60=1D1303=1D3175=1D739="", ""matching_bases"": 9111, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 14, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA19036_hap1#c2	NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt3	NA19036#1#JBHIJM010000050.1:1712994-1723303	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt3.fa	56747e893d4359139792b3a2ce0990f0c7f4a09142f56c17c1c522ea3e5a486e	0	1	"[{""query_start"": 0, ""query_end"": 9111, ""query_bases"": 9111, ""source_start"": 100, ""source_end"": 9224, ""strand"": ""+"", ""cigar"": ""112=1X2=1X45=1D84=1X28=1X101=1X17=1X148=1X26=1X44=1X10=1X106=1X158=1X67=1X89=1X268=1X214=1X8=1X6=1X32=1X35=1X88=1X38=1X16=1X32=1X139=1X79=1X172=1D154=1X27=1X35=1X5=1X100=1X279=1X24=3D123=1X31=1X175=2D95=1X6=1X1=1X47=1X241=3D57=1X231=1D60=1D31=1X42=1X20=1X130=1X62=1X352=1X44=1X37=1I205=1X48=1X93=1X14=1X70=1X52=1X39=1X49=1D135=1X67=1X99=1X111=1X253=1X88=1X204=1X126=1X63=1X7=1X58=1X9=1X202=1X156=1X91=1X109=1X46=1X52=1X5=1X26=1X113=1X310=1X501=1X199=1X49=1X45=1X25=1D7=1X50=1X55=1X11=1X8=1X44=1X50=1X1=1X104=1X44=1X22=1X48=1X17=1X88=1X16=1X75=1X56=1X16=1X9="", ""matching_bases"": 9013, ""mismatching_bases"": 97, ""query_inserted_bases"": 1, ""omitted_source_bases"": 14, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	NA19043_hap1#c2	NA19043_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA19043#1#JBHDVS010000056.1:3204763-3215072	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19043_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1.fa	c839eccd0b8ea48eb4a645a6dc2ab7fe15e84da6d216bbad0d9871401023e2f3	0	1	"[{""query_start"": 0, ""query_end"": 9049, ""query_bases"": 9049, ""source_start"": 100, ""source_end"": 9164, ""strand"": ""+"", ""cigar"": ""64=1X47=1X48=1D1373=1X139=1X54=1X287=1X106=1X65=1D630=3D104=1X94=1X131=2D95=1X263=1X34=3D57=1X231=1D60=1D226=1X167=1D247=1X609=1X49=1D236=1X13=1X446=1X392=1X71=1X461=1X81=1X192=1X26=1X17=1X1204=1X25=1D126=1X5=1X205=1X67=1X172=1X99="", ""matching_bases"": 9018, ""mismatching_bases"": 31, ""query_inserted_bases"": 0, ""omitted_source_bases"": 15, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	NA19043_hap1#c2	NA19043_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA19043#1#CM087056.1:2330159-2340422	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19043_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2.fa	481918768a4515551c1ee1723493104be10f65025258af612fef81f9aa3078b6	1	1	"[{""query_start"": 0, ""query_end"": 9049, ""query_bases"": 9049, ""source_start"": 100, ""source_end"": 9164, ""strand"": ""+"", ""cigar"": ""161=1D1303=1D726=1D630=3D331=2D394=3D289=1D60=1D1301=1D3175=1D679="", ""matching_bases"": 9049, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 15, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA19087_hap2#c1	NA19087_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA19087#2#CM087714.1:2854230-2861496	HML-2_acro_type1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19087_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1.fa	2d194638a90c725bdb7925ffab3bf5d8a363ef333a6f1deef75cafc5b34e005d	1	1	"[{""query_start"": 0, ""query_end"": 6058, ""query_bases"": 6058, ""source_start"": 100, ""source_end"": 6167, ""strand"": ""+"", ""cigar"": ""98=2D394=3D289=1D60=1D1303=1D3175=1D739="", ""matching_bases"": 6058, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 9, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA19087_hap2#c1	NA19087_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA19087#2#JBHDXQ010000017.1:2034885-2042104	HML-2_acro_type1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19087_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt2.fa	a060f0aceb8e3fee91d2026b2462f8d9b7eaa9db0d994c28ac65aa53f2d7b8cb	0	1	"[{""query_start"": 14, ""query_end"": 6058, ""query_bases"": 6058, ""source_start"": 67, ""source_end"": 6120, ""strand"": ""+"", ""cigar"": ""84=2D394=3D29=1X259=1D60=1D581=1X413=1X307=1D566=1X636=1X1637=1X333=1D149=1X12=1X244=1X331="", ""matching_bases"": 6035, ""mismatching_bases"": 9, ""query_inserted_bases"": 0, ""omitted_source_bases"": 9, ""exact"": 0}]"
15p13b_carrier_kcon.aln.fa	NA19443_hap1	NA19443_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA19443#1#CM089453.1:2962421-2972742	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA19443_hap1_hprc_r2_v1.0.1_HML-2_15p13b.fa	6c609721bfa27d26b18ae8d9cdfea81781ffaadc762527d213c5e9d2c69cee79	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20503#2#CM102483.1:2442456-2452777	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA20503_hap2_hprc_r2_v1.0.1_HML-2_15p13b.fa	627efcaac323064aff15bfff8ca8423b1c12265c23fa94f8c05ec84015b6027c	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA20762_hap2	NA20762_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20762#2#CM102534.1:2728561-2738882	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA20762_hap2_hprc_r2_v1.0.1_HML-2_15p13b.fa	57bf454fe47af06dfaafe379ec49f75ab1f96c2e823f3094dd1fa44b7b7ab5e9	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA20806_hap2	NA20806_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20806#2#CM102508.1:2453401-2463722	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA20806_hap2_hprc_r2_v1.0.1_HML-2_15p13b.fa	76c3fec7e04b799ccb369b2fc7ee27d54aa07b84cd091490236a2558175de48a	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	NA20905_hap2	NA20905_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20905#2#CM087518.1:2635358-2645679	HML-2_15p13b	historical_source/Documents/HML2_project_data/processed_loci/HML-2_15p13b/NA20905_hap2_hprc_r2_v1.0.1_HML-2_15p13b.fa	b3959cd4674f858167dd2c40ab52b7129ad35ddfb0e7a611d39796b568059730	1	1	"[{""query_start"": 0, ""query_end"": 9110, ""query_bases"": 9110, ""source_start"": 100, ""source_end"": 9222, ""strand"": ""+"", ""cigar"": ""161=1D2028=1D630=3D331=2D683=1D1363=1D1689=2D1486=1D739="", ""matching_bases"": 9110, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 12, ""exact"": 1}]"
15p13b_carrier_kcon.aln.fa	HG00096_h1	HG00096_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG00096#1#haplotype1-0000012#0:519005-558213	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG00268_h1	HG00268_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG00268#1#haplotype1-0000023#0:409967-449175	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG00513_h1	HG00513_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG00513#1#haplotype1-0000026#0:402382-441543	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG00731_h1	HG00731_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_6125	HG00731#1#haplotype1-0000026#0:396322-422914	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG00731_h2	HG00731_h2_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG00731#2#haplotype2-0000069#0:429744-468952	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG01352_h1	HG01352_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG01352#1#haplotype1-0000031#0:3077561-3116769	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG01352_h2	HG01352_h2_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG01352#2#haplotype2-0000161#0:440211-479419	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG01457_h1	HG01457_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG01457#1#haplotype1-0000031#0:395564-419847	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG01596_h1	HG01596_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_6076	HG01596#1#haplotype1-0000017#0:399740-425997	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG01890_h1	HG01890_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG01890#1#haplotype1-0000023#0:519583-558791	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG02018_h1	HG02018_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG02018#1#haplotype1-0000014#0:1646567-1672825	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG02018_h2	HG02018_h2_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_6125	HG02018#2#haplotype2-0000082#0:418358-444717	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG02059_h1	HG02059_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_6076	HG02059#1#haplotype1-0000019#0:424915-451172	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG02282_h2	HG02282_h2_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG02282#2#haplotype2-0000118#0:460719-499879	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG02492_h2	HG02492_h2_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG02492#2#haplotype2-0000120#0:3176345-3215553	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG02554_h1	HG02554_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG02554#1#haplotype1-0000012#0:932165-967220	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG02953_h1	HG02953_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG02953#1#haplotype1-0000002#0:397100-428775	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03009_h1	HG03009_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#1#haplotype1-0000028#0:450967-490175	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03248_h1	HG03248_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#1#haplotype1-0000027#0:1540783-1580142	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03248_h2	HG03248_h2_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#2#haplotype2-0000138#0:2339180-2371426	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03456_h1	HG03456_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#1#haplotype1-0000011#0:475957-507632	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03456_h2	HG03456_h2_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#2#haplotype2-0000161#0:411672-450880	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03520_h1	HG03520_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03520#1#haplotype1-0000020#0:1650162-1681837	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03683_h1	HG03683_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03683#1#haplotype1-0000005#0:435390-474602	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	HG03807_h1	HG03807_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	HG03807#1#haplotype1-0000036#0:389056-428264	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	NA18534_h1	NA18534_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	NA18534#1#haplotype1-0000021#0:521508-560716	HML-2_15p13b			0	0	[]
15p13b_carrier_kcon.aln.fa	NA18939_h1	NA18939_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_6076	NA18939#1#haplotype1-0000014#0:422099-448357	HML-2_13p13			0	0	[]
15p13b_carrier_kcon.aln.fa	NA18989_h1	NA18989_h1_HML-2_15p13b_graph_hgsvc3-2024-02-23-mc-chm13	NA18989#1#haplotype1-0000004#0:435888-475096	HML-2_15p13b			0	0	[]
