region	focal_locus	focal_tip	candidate_locus	candidate_tip	patristic_distance	candidate_in_both_regions
Pol	19p12c	19p12c__hap1__n156	4q13.2	4q13.2__hap1__n147	0.11529549882725558	True
Pol	19p12c	19p12c__hap1__n156	4p16.1a	4p16.1a__hap2__n60	0.11551577549235745	True
Pol	19p12c	19p12c__hap1__n156	22p13	22p13__hap2__n6	0.11570493882255654	True
Pol	19p12c	19p12c__hap1__n156	15p13a	15p13a__hap1__n12	0.11592700419457613	True
Pol	19p12c	19p12c__hap1__n156	21p13	21p13__hap1__n28	0.11593022423505929	True
Pol	19p12c	19p12c__hap1__n156	4p16.3a	4p16.3a__hap1__n21	0.11611744222266665	True
Pol	19p12c	19p12c__hap1__n156	22p13	22p13__hap1__n14	0.11628428677342098	True
Pol	19p12c	19p12c__hap1__n156	9q34.11	9q34.11__hap1__n422	0.11631390426229474	True
Pol	19p12c	19p12c__hap1__n156	4p16.3a	4p16.3a__hap2__n13	0.11645939647751473	True
Pol	19p12c	19p12c__hap1__n156	9q34.11	9q34.11__hap2__n5	0.11670709513400733	True
Pol	19p12c	19p12c__hap1__n156	4p16.1b	4p16.1b__hap1__n96	0.11682764189397682	True
Pol	19p12c	19p12c__hap1__n156	9q34.3	9q34.3__hap2__n106	0.11766985462750953	True
Pol	19p12c	19p12c__hap1__n156	3p12.3	3p12.3__hap2__n56	0.11774188116496295	True
Pol	19p12c	19p12c__hap1__n156	4p16.1b	4p16.1b__hap2__n72	0.11783513872568417	True
Pol	19p12c	19p12c__hap1__n156	9q34.3	9q34.3__hap1__n201	0.1190970205018293	True
Pol	19p12c	19p12c__hap1__n156	19q13.12a	19q13.12a__hap2__n121	0.12041227843547357	False
Pol	19p12c	19p12c__hap1__n156	19q13.12a	19q13.12a__hap1__n277	0.12098169239487301	False
Pol	19p12c	19p12c__hap1__n156	11q12.1	11q12.1__hap2__n154	0.12557599620892518	False
Pol	19p12c	19p12c__hap1__n156	11q12.1	11q12.1__hap1__n200	0.12595810552517092	False
Pol	19p12c	19p12c__hap1__n156	8q11.21	8q11.21__hap2__n100	0.1309393707701472	True
Pol	19p12c	19p12c__hap1__n156	8q11.21	8q11.21__hap1__n126	0.13143918641026675	True
Pol	19p12c	19p12c__hap1__n156	6q11.1	6q11.1__hap1__n160	0.14084808514949249	True
Pol	19p12c	19p12c__hap1__n156	6q11.1	6q11.1__hap2__n105	0.1421922512227073	True
Pol	19p12c	19p12c__hap1__n156	20q11.22	20q11.22__hap2__n69	0.16419012532175947	False
Pol	19p12c	19p12c__hap1__n156	20q11.22	20q11.22__hap1__n142	0.16440774888698265	False
LTR	10q24.2	10q24.2__hap1__n189	19p12d	19p12d__hap1__n264	0.026830403805487374	False
LTR	10q24.2	10q24.2__hap1__n189	19p12d	19p12d__hap2__n193	0.027679336455606114	False
LTR	10q24.2	10q24.2__hap1__n189	12q14.1	12q14.1__hap2__n127	0.027817259455631602	True
LTR	10q24.2	10q24.2__hap1__n189	12q14.1	12q14.1__hap1__n260	0.027836991912202354	True
LTR	10q24.2	10q24.2__hap1__n189	3q13.2	3q13.2__hap1__n261	0.027952583084347848	True
LTR	10q24.2	10q24.2__hap1__n189	3q13.2	3q13.2__hap2__n32	0.027971315304123823	True
LTR	10q24.2	10q24.2__hap1__n189	8q11.23_new	8q11.23_new__hap1__n465	0.02866334662343728	True
LTR	10q24.2	10q24.2__hap1__n189	8q11.23_new	8q11.23_new__hap2__n9	0.029719056260013532	True
LTR	10q24.2	10q24.2__hap1__n189	16p11.2	16p11.2__hap2__n30	0.030190949391050867	False
LTR	10q24.2	10q24.2__hap1__n189	16p11.2	16p11.2__hap1__n315	0.030275261177468184	False
LTR	10q24.2	10q24.2__hap1__n189	2q21.1	2q21.1__hap2__n143	0.030423002246754063	False
LTR	10q24.2	10q24.2__hap1__n189	11q22.1	11q22.1__hap2__n88	0.03092020327991167	True
LTR	10q24.2	10q24.2__hap1__n189	10p12.1	10p12.1__hap2__n81	0.03102506474883896	True
LTR	10q24.2	10q24.2__hap1__n189	4q32.1	4q32.1__hap2__n78	0.03103099116271744	False
LTR	10q24.2	10q24.2__hap1__n189	2q21.1	2q21.1__hap1__n236	0.031498172758786386	False
LTR	10q24.2	10q24.2__hap1__n189	7p22.1	7p22.1__hap1__n93	0.03168767445396901	True
LTR	10q24.2	10q24.2__hap1__n189	11q23.3	11q23.3__hap1__n159	0.031702605419314626	True
LTR	10q24.2	10q24.2__hap1__n189	1p31.1b	1p31.1b__hap1__n97	0.03197051344735888	False
LTR	10q24.2	10q24.2__hap1__n189	1p31.1b	1p31.1b__hap2__n72	0.03197096967122422	False
LTR	10q24.2	10q24.2__hap1__n189	10p12.1	10p12.1__hap1__n269	0.03207554606963179	True
LTR	10q24.2	10q24.2__hap1__n189	3q27.2	3q27.2__hap2__n56	0.0320927106938186	True
LTR	10q24.2	10q24.2__hap1__n189	22q11.21	22q11.21__hap1__n99	0.03218487188155733	True
LTR	10q24.2	10q24.2__hap1__n189	22q11.21	22q11.21__hap2__n35	0.032227500905211134	True
LTR	10q24.2	10q24.2__hap1__n189	Xq21.33	Xq21.33__hap1__n3	0.032391504446329204	True
LTR	10q24.2	10q24.2__hap1__n189	7p22.1	7p22.1__hap2__n81	0.03272174362195215	True
LTR	10q24.2	10q24.2__hap1__n189	19q12	19q12__hap1__n314	0.032799908751116304	True
LTR	10q24.2	10q24.2__hap1__n189	3q27.2	3q27.2__hap1__n242	0.03298384026212573	True
LTR	10q24.2	10q24.2__hap1__n189	4q32.1	4q32.1__hap1__n132	0.03312144433155072	False
LTR	10q24.2	10q24.2__hap1__n189	6q14.1	6q14.1__hap2__n106	0.033239561736074515	True
LTR	10q24.2	10q24.2__hap1__n189	11q23.3	11q23.3__hap2__n147	0.034023195787133385	True
LTR	10q24.2	10q24.2__hap1__n189	11q22.1	11q22.1__hap1__n160	0.03409916729466411	True
LTR	10q24.2	10q24.2__hap1__n189	6q14.1	6q14.1__hap1__n152	0.034286581898955545	True
LTR	10q24.2	10q24.2__hap1__n189	12q13.2	12q13.2__hap1__n216	0.034366024134850126	True
LTR	10q24.2	10q24.2__hap1__n189	19p13.3	19p13.3__hap1__n107	0.034405176609943654	False
LTR	10q24.2	10q24.2__hap1__n189	12q13.2	12q13.2__hap2__n61	0.034407594810436634	True
LTR	10q24.2	10q24.2__hap1__n189	8q24.3a	8q24.3a__hap2__n159	0.034889269253098175	False
LTR	10q24.2	10q24.2__hap1__n189	5q33.3	5q33.3__hap1__n307	0.03554074380626197	True
LTR	10q24.2	10q24.2__hap1__n189	8q24.3a	8q24.3a__hap1__n174	0.03567280171391514	False
LTR	10q24.2	10q24.2__hap1__n189	19q12	19q12__hap2__n40	0.03572783186133013	True
LTR	10q24.2	10q24.2__hap1__n189	5q11.2	5q11.2__hap1__n331	0.035916962774393144	False
LTR	10q24.2	10q24.2__hap1__n189	19p12b	19p12b__hap1__n57	0.036167647653082474	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1a_hg38	8p23.1a_hg38__hap1__n25	0.03634100403195398	True
LTR	10q24.2	10q24.2__hap1__n189	5q33.3	5q33.3__hap2__n53	0.03653755585413544	True
LTR	10q24.2	10q24.2__hap1__n189	1q22	1q22__hap1__n256	0.0367053689834917	True
LTR	10q24.2	10q24.2__hap1__n189	1q22	1q22__hap2__n40	0.036712870764955594	True
LTR	10q24.2	10q24.2__hap1__n189	19p12c	19p12c__hap1__n69	0.03673266116398741	True
LTR	10q24.2	10q24.2__hap1__n189	19p12c	19p12c__hap2__n62	0.03678561844312631	True
LTR	10q24.2	10q24.2__hap1__n189	5q11.2	5q11.2__hap2__n108	0.03700599718714755	False
LTR	10q24.2	10q24.2__hap1__n189	8p23.1a_hg38	8p23.1a_hg38__hap2__n4	0.037071623292394516	True
LTR	10q24.2	10q24.2__hap1__n189	19p12b	19p12b__hap2__n3	0.037105871104266386	True
LTR	10q24.2	10q24.2__hap1__n189	19p13.3	19p13.3__hap2__n70	0.03722779265206003	False
LTR	10q24.2	10q24.2__hap1__n189	5p13.3	5p13.3__hap1__n245	0.03766312092107406	True
LTR	10q24.2	10q24.2__hap1__n189	3q12.3	3q12.3__hap2__n105	0.039473400757054106	True
LTR	10q24.2	10q24.2__hap1__n189	5p13.3	5p13.3__hap2__n147	0.03954849984182589	True
LTR	10q24.2	10q24.2__hap1__n189	3q12.3	3q12.3__hap1__n184	0.039812492778457075	True
LTR	10q24.2	10q24.2__hap1__n189	21q21.1	21q21.1__hap1__n82	0.040889223938662955	True
LTR	10q24.2	10q24.2__hap1__n189	21q21.1	21q21.1__hap2__n31	0.041944691635673666	True
LTR	10q24.2	10q24.2__hap1__n189	1q23.3	1q23.3__hap1__n195	0.04241552688022892	True
LTR	10q24.2	10q24.2__hap1__n189	15p13b	15p13b__hap2__n5	0.04316235331071712	True
LTR	10q24.2	10q24.2__hap1__n189	1q23.3	1q23.3__hap2__n71	0.04354107561196767	True
LTR	10q24.2	10q24.2__hap1__n189	15p13b	15p13b__hap1__n9	0.043738060529802225	True
LTR	10q24.2	10q24.2__hap1__n189	3q21.2	3q21.2__hap1__n194	0.04458280292074365	True
LTR	10q24.2	10q24.2__hap1__n189	13p13	13p13__hap1__n7	0.044875207865490624	True
LTR	10q24.2	10q24.2__hap1__n189	3q21.2	3q21.2__hap2__n63	0.045898694835295344	True
LTR	10q24.2	10q24.2__hap1__n189	13p13	13p13__hap2__n4	0.04812919103612039	True
LTR	10q24.2	10q24.2__hap1__n189	1p31.1a	1p31.1a__hap1__n173	0.0501134798333753	True
LTR	10q24.2	10q24.2__hap1__n189	3p25.3	3p25.3__hap1__n279	0.05020015395151012	False
LTR	10q24.2	10q24.2__hap1__n189	3p25.3	3p25.3__hap2__n49	0.05129222804616287	False
LTR	10q24.2	10q24.2__hap1__n189	4q32.3	4q32.3__hap1__n157	0.0542316024431298	False
LTR	10q24.2	10q24.2__hap1__n189	1p31.1a	1p31.1a__hap2__n106	0.05494323547711056	True
LTR	10q24.2	10q24.2__hap1__n189	4q32.3	4q32.3__hap2__n141	0.05503891058018971	False
LTR	10q24.2	10q24.2__hap1__n189	10p14	10p14__hap1__n252	0.05745856815191195	True
LTR	10q24.2	10q24.2__hap1__n189	19p12e	19p12e__hap1__n315	0.06199599095443598	False
LTR	10q24.2	10q24.2__hap1__n189	10p14	10p14__hap2__n42	0.06227987226190892	True
LTR	10q24.2	10q24.2__hap1__n189	19p12e	19p12e__hap2__n93	0.06287832881048741	False
LTR	10q24.2	10q24.2__hap1__n189	1q32.2	1q32.2__hap2__n12	0.08185554159651871	False
LTR	10q24.2	10q24.2__hap1__n189	1q32.2	1q32.2__hap1__n331	0.08234224987935108	False
LTR	10q24.2	10q24.2__hap1__n189	5p12	5p12__hap1__n225	0.10393006004950751	True
LTR	10q24.2	10q24.2__hap1__n189	5p12	5p12__hap2__n175	0.10510854964626445	True
LTR	10q24.2	10q24.2__hap1__n189	1p34.3	1p34.3__hap1__n2	0.13227893636257043	False
LTR	10q24.2	10q24.2__hap1__n189	11q12.3	11q12.3__hap1__n361	0.1497685579132239	True
LTR	10q24.2	10q24.2__hap1__n189	11q12.3	11q12.3__hap2__n65	0.15001343276700926	True
LTR	10q24.2	10q24.2__hap1__n189	19q13.12b	19q13.12b__hap1__n245	0.15386326821315072	True
LTR	10q24.2	10q24.2__hap1__n189	6p22.1	6p22.1__hap2__n116	0.1538915173798028	True
LTR	10q24.2	10q24.2__hap1__n189	6p22.1	6p22.1__hap1__n169	0.1542598233581565	True
LTR	10q24.2	10q24.2__hap1__n189	19q13.12b	19q13.12b__hap2__n81	0.1553135923136649	True
LTR	10q24.2	10q24.2__hap1__n189	19p12a	19p12a__hap1__n256	0.15793671167605394	True
LTR	10q24.2	10q24.2__hap1__n189	19p12a	19p12a__hap2__n111	0.1590677739314271	True
LTR	10q24.2	10q24.2__hap1__n189	9q34.3	9q34.3__hap1__n196	0.20021466235267132	True
LTR	10q24.2	10q24.2__hap1__n189	9q34.3	9q34.3__hap2__n131	0.20110471306165992	True
LTR	10q24.2	10q24.2__hap1__n189	19q13.41	19q13.41__hap1__n201	0.20238181622154985	True
LTR	10q24.2	10q24.2__hap1__n189	19q13.41	19q13.41__hap2__n133	0.20283944375708074	True
LTR	10q24.2	10q24.2__hap1__n189	1p36.21c	1p36.21c__hap1__n249	0.2058543998059213	True
LTR	10q24.2	10q24.2__hap1__n189	6p21.1	6p21.1__hap1__n319	0.20621245038538782	True
LTR	10q24.2	10q24.2__hap1__n189	1p36.21c	1p36.21c__hap2__n48	0.20692556272843382	True
LTR	10q24.2	10q24.2__hap1__n189	1q43	1q43__hap1__n143	0.20744647472851646	False
LTR	10q24.2	10q24.2__hap1__n189	1q43	1q43__hap2__n126	0.20832644128306263	False
LTR	10q24.2	10q24.2__hap1__n189	22q11.23	22q11.23__hap1__n95	0.20902098713107645	True
LTR	10q24.2	10q24.2__hap1__n189	22q11.23	22q11.23__hap2__n67	0.20931596925878698	True
LTR	10q24.2	10q24.2__hap1__n189	6p21.1	6p21.1__hap2__n60	0.20948227764391786	True
LTR	10q24.2	10q24.2__hap1__n189	1q24.1	1q24.1__hap1__n335	0.21102567939511277	True
LTR	10q24.2	10q24.2__hap1__n189	12p11.21	12p11.21__hap2__n103	0.21136204559184954	True
LTR	10q24.2	10q24.2__hap1__n189	1p36.21b	1p36.21b__hap2__n60	0.21172552151657464	True
LTR	10q24.2	10q24.2__hap1__n189	1p36.21b	1p36.21b__hap1__n147	0.2118838045062912	True
LTR	10q24.2	10q24.2__hap1__n189	12p11.21	12p11.21__hap1__n345	0.21232779010932376	True
LTR	10q24.2	10q24.2__hap1__n189	7q11.21	7q11.21__hap2__n66	0.21253421234671893	False
LTR	10q24.2	10q24.2__hap1__n189	7q11.21	7q11.21__hap1__n350	0.21259801557605512	False
LTR	10q24.2	10q24.2__hap1__n189	14q32.33	14q32.33__hap1__n46	0.21351532033522777	True
LTR	10q24.2	10q24.2__hap1__n189	14q32.33	14q32.33__hap2__n1	0.21465727288270153	True
LTR	10q24.2	10q24.2__hap1__n189	11p15.4b	11p15.4b__hap1__n389	0.21545943304733092	False
LTR	10q24.2	10q24.2__hap1__n189	1q24.1	1q24.1__hap2__n4	0.21574258957126716	True
LTR	10q24.2	10q24.2__hap1__n189	11p15.4b	11p15.4b__hap2__n59	0.2171201385454923	False
LTR	10q24.2	10q24.2__hap1__n189	19q13.42	19q13.42__hap2__n80	0.21950917314118013	True
LTR	10q24.2	10q24.2__hap1__n189	19q13.42	19q13.42__hap1__n382	0.2212123122982435	True
LTR	10q24.2	10q24.2__hap1__n189	1p36.21a	1p36.21a__hap1__n306	0.22452705952427304	True
LTR	10q24.2	10q24.2__hap1__n189	1p36.21a	1p36.21a__hap2__n10	0.22574193397057796	True
LTR	10q24.2	10q24.2__hap1__n189	9q34.11	9q34.11__hap1__n413	0.2306335668251973	True
LTR	10q24.2	10q24.2__hap1__n189	9q34.11	9q34.11__hap2__n22	0.23205546292069198	True
LTR	10q24.2	10q24.2__hap1__n189	4q13.2	4q13.2__hap1__n85	0.23321583498766071	True
LTR	10q24.2	10q24.2__hap1__n189	8q24.3c	8q24.3c__hap2__n52	0.23355630431974544	True
LTR	10q24.2	10q24.2__hap1__n189	6q11.1	6q11.1__hap1__n159	0.23376321638547057	True
LTR	10q24.2	10q24.2__hap1__n189	8q24.3c	8q24.3c__hap1__n185	0.2338594555497843	True
LTR	10q24.2	10q24.2__hap1__n189	12q24.33	12q24.33__hap1__n62	0.2340216981462923	False
LTR	10q24.2	10q24.2__hap1__n189	4q13.2	4q13.2__hap2__n65	0.23422133541105933	True
LTR	10q24.2	10q24.2__hap1__n189	4p16.3c	4p16.3c__hap2__n79	0.2349305515407031	True
LTR	10q24.2	10q24.2__hap1__n189	12q24.33	12q24.33__hap2__n14	0.23514055008985915	False
LTR	10q24.2	10q24.2__hap1__n189	6q11.1	6q11.1__hap2__n113	0.2351983518872258	True
LTR	10q24.2	10q24.2__hap1__n189	5q33.2	5q33.2__hap1__n356	0.23559888247324678	True
LTR	10q24.2	10q24.2__hap1__n189	4p16.3c	4p16.3c__hap1__n125	0.2364863353200609	True
LTR	10q24.2	10q24.2__hap1__n189	21p13	21p13__hap1__n28	0.23765192637804136	True
LTR	10q24.2	10q24.2__hap1__n189	5q33.2	5q33.2__hap2__n50	0.23805225586510362	True
LTR	10q24.2	10q24.2__hap1__n189	4p16.3a	4p16.3a__hap2__n9	0.2386606526531381	True
LTR	10q24.2	10q24.2__hap1__n189	15p13a	15p13a__hap1__n12	0.2386664821173096	True
LTR	10q24.2	10q24.2__hap1__n189	22p13	22p13__hap1__n16	0.23934885344750553	True
LTR	10q24.2	10q24.2__hap1__n189	22p13	22p13__hap2__n15	0.23952906202952243	True
LTR	10q24.2	10q24.2__hap1__n189	4q35.2_hg38	4q35.2_hg38__hap2__n16	0.2402241092604066	True
LTR	10q24.2	10q24.2__hap1__n189	4p16.1b	4p16.1b__hap1__n114	0.24039093229850084	True
LTR	10q24.2	10q24.2__hap1__n189	21p13	21p13__hap2__n22	0.24143854902717093	True
LTR	10q24.2	10q24.2__hap1__n189	4p16.1b	4p16.1b__hap2__n96	0.24204537872920776	True
LTR	10q24.2	10q24.2__hap1__n189	15p13a	15p13a__hap2__n11	0.2423795722361914	True
LTR	10q24.2	10q24.2__hap1__n189	14q11.2	14q11.2__hap2__n26	0.24284647823244174	False
LTR	10q24.2	10q24.2__hap1__n189	4q35.2_hg38	4q35.2_hg38__hap1__n61	0.2430130472804764	True
LTR	10q24.2	10q24.2__hap1__n189	14q11.2	14q11.2__hap1__n49	0.24406199889301647	False
LTR	10q24.2	10q24.2__hap1__n189	4p16.1a	4p16.1a__hap2__n84	0.24464695788909036	True
LTR	10q24.2	10q24.2__hap1__n189	4p16.3a	4p16.3a__hap1__n10	0.24482183374188898	True
LTR	10q24.2	10q24.2__hap1__n189	4p16.1a	4p16.1a__hap1__n177	0.24617750753666753	True
LTR	10q24.2	10q24.2__hap1__n189	3p12.3	3p12.3__hap1__n159	0.24857639885373442	True
LTR	10q24.2	10q24.2__hap1__n189	3p12.3	3p12.3__hap2__n53	0.25033831439063536	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1d	8p23.1d__hap1__n106	0.2503997702121778	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1e	8p23.1e__hap1__n153	0.2503997702121778	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1c	8p23.1c__hap1__n114	0.2507314717289982	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1d	8p23.1d__hap2__n34	0.2517595050489361	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1e	8p23.1e__hap2__n34	0.2517595050489361	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1b	8p23.1b__hap1__n59	0.2526063256825803	True
LTR	10q24.2	10q24.2__hap1__n189	11p15.4	11p15.4__hap1__n117	0.2533539371955579	True
LTR	10q24.2	10q24.2__hap1__n189	8q11.21	8q11.21__hap1__n328	0.25343169448896896	True
LTR	10q24.2	10q24.2__hap1__n189	8q11.21	8q11.21__hap2__n142	0.25416820760027714	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1b	8p23.1b__hap2__n40	0.25444005957056126	True
LTR	10q24.2	10q24.2__hap1__n189	11p15.4	11p15.4__hap2__n98	0.2553437802069292	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1c	8p23.1c__hap2__n18	0.2567062941545037	True
Pol	10q24.2	10q24.2__hap1__n127	6q14.1	6q14.1__hap1__n128	0.013075544334914342	True
Pol	10q24.2	10q24.2__hap1__n127	6q14.1	6q14.1__hap2__n49	0.013787591643871864	True
Pol	10q24.2	10q24.2__hap1__n127	5p13.3	5p13.3__hap1__n101	0.014207487258283701	True
Pol	10q24.2	10q24.2__hap1__n127	5p13.3	5p13.3__hap2__n74	0.01454124195411215	True
Pol	10q24.2	10q24.2__hap1__n127	22q11.21	22q11.21__hap2__n37	0.015127992743421493	True
Pol	10q24.2	10q24.2__hap1__n127	11q22.1	11q22.1__hap1__n82	0.015596355260948096	True
Pol	10q24.2	10q24.2__hap1__n127	3q27.2	3q27.2__hap2__n73	0.015648216098934083	True
Pol	10q24.2	10q24.2__hap1__n127	3q27.2	3q27.2__hap1__n191	0.015660370086848733	True
Pol	10q24.2	10q24.2__hap1__n127	11q22.1	11q22.1__hap2__n68	0.015903558136611907	True
Pol	10q24.2	10q24.2__hap1__n127	7p22.1	7p22.1__hap1__n149	0.016034923960229965	True
Pol	10q24.2	10q24.2__hap1__n127	10p12.1	10p12.1__hap2__n72	0.01614219561299682	True
Pol	10q24.2	10q24.2__hap1__n127	10p12.1	10p12.1__hap1__n198	0.016155139721340146	True
Pol	10q24.2	10q24.2__hap1__n127	7p22.1	7p22.1__hap2__n32	0.016309993446693295	True
Pol	10q24.2	10q24.2__hap1__n127	8q11.23_new	8q11.23_new__hap1__n1	0.016358141496371794	True
Pol	10q24.2	10q24.2__hap1__n127	5q33.3	5q33.3__hap2__n47	0.016475320404746682	True
Pol	10q24.2	10q24.2__hap1__n127	19q12	19q12__hap2__n40	0.01652199932546521	True
Pol	10q24.2	10q24.2__hap1__n127	3q13.2	3q13.2__hap1__n179	0.0166751110167504	True
Pol	10q24.2	10q24.2__hap1__n127	12q14.1	12q14.1__hap1__n104	0.016688834045981676	True
Pol	10q24.2	10q24.2__hap1__n127	19q12	19q12__hap1__n328	0.01681219021760311	True
Pol	10q24.2	10q24.2__hap1__n127	19p12c	19p12c__hap2__n22	0.016849623913724035	True
Pol	10q24.2	10q24.2__hap1__n127	22q11.21	22q11.21__hap1__n84	0.016917972203542932	True
Pol	10q24.2	10q24.2__hap1__n127	19p12b	19p12b__hap2__n10	0.01694914535510648	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1a_hg38	8p23.1a_hg38__hap1__n24	0.016955389087015514	True
Pol	10q24.2	10q24.2__hap1__n127	3q13.2	3q13.2__hap2__n67	0.016969358129356897	True
Pol	10q24.2	10q24.2__hap1__n127	19p12c	19p12c__hap1__n156	0.017184297661430398	True
Pol	10q24.2	10q24.2__hap1__n127	12q14.1	12q14.1__hap2__n60	0.01720523139290145	True
Pol	10q24.2	10q24.2__hap1__n127	5q33.3	5q33.3__hap1__n298	0.01723829863970061	True
Pol	10q24.2	10q24.2__hap1__n127	1q22	1q22__hap2__n30	0.017315853342999097	True
Pol	10q24.2	10q24.2__hap1__n127	19p12b	19p12b__hap1__n30	0.017957187357798658	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1a_hg38	8p23.1a_hg38__hap2__n3	0.018016641699758	True
Pol	10q24.2	10q24.2__hap1__n127	Xq21.33	Xq21.33__hap1__n3	0.01803396378068437	True
Pol	10q24.2	10q24.2__hap1__n127	1q22	1q22__hap1__n261	0.018052181273550114	True
Pol	10q24.2	10q24.2__hap1__n127	1q23.3	1q23.3__hap1__n185	0.020411535245569996	True
Pol	10q24.2	10q24.2__hap1__n127	1q23.3	1q23.3__hap2__n75	0.02186262597540665	True
Pol	10q24.2	10q24.2__hap1__n127	11q23.3	11q23.3__hap1__n153	0.02535000702283397	True
Pol	10q24.2	10q24.2__hap1__n127	12q13.2	12q13.2__hap1__n138	0.025508545762537686	True
Pol	10q24.2	10q24.2__hap1__n127	11q23.3	11q23.3__hap2__n139	0.0257315038161674	True
Pol	10q24.2	10q24.2__hap1__n127	12q13.2	12q13.2__hap2__n26	0.027401024842683544	True
Pol	10q24.2	10q24.2__hap1__n127	3q21.2	3q21.2__hap1__n92	0.030566339931868223	True
Pol	10q24.2	10q24.2__hap1__n127	3q21.2	3q21.2__hap2__n84	0.030921952532240015	True
Pol	10q24.2	10q24.2__hap1__n127	1p31.1a	1p31.1a__hap1__n108	0.03147503664268085	True
Pol	10q24.2	10q24.2__hap1__n127	1p31.1a	1p31.1a__hap2__n93	0.03222316862841673	True
Pol	10q24.2	10q24.2__hap1__n127	10p14	10p14__hap1__n232	0.03369799707646857	True
Pol	10q24.2	10q24.2__hap1__n127	10p14	10p14__hap2__n40	0.034868009074773124	True
Pol	10q24.2	10q24.2__hap1__n127	13p13	13p13__hap2__n2	0.035986245630280994	True
Pol	10q24.2	10q24.2__hap1__n127	13p13	13p13__hap1__n7	0.03638789770521549	True
Pol	10q24.2	10q24.2__hap1__n127	15p13b	15p13b__hap2__n2	0.036545124565593466	True
Pol	10q24.2	10q24.2__hap1__n127	15p13b	15p13b__hap1__n13	0.03715523731998156	True
Pol	10q24.2	10q24.2__hap1__n127	21q21.1	21q21.1__hap2__n31	0.03884430781791784	True
Pol	10q24.2	10q24.2__hap1__n127	21q21.1	21q21.1__hap1__n64	0.039135835887337204	True
Pol	10q24.2	10q24.2__hap1__n127	11q12.3	11q12.3__hap1__n212	0.05446268154765464	True
Pol	10q24.2	10q24.2__hap1__n127	11q12.3	11q12.3__hap2__n85	0.05542492768094173	True
Pol	10q24.2	10q24.2__hap1__n127	19q13.12b	19q13.12b__hap1__n226	0.0556539052473278	True
Pol	10q24.2	10q24.2__hap1__n127	19q13.12b	19q13.12b__hap2__n135	0.055655855644876295	True
Pol	10q24.2	10q24.2__hap1__n127	19q13.42	19q13.42__hap2__n84	0.05937132161696235	True
Pol	10q24.2	10q24.2__hap1__n127	19q13.42	19q13.42__hap1__n132	0.05937436740732993	True
Pol	10q24.2	10q24.2__hap1__n127	6p22.1	6p22.1__hap1__n132	0.06215789385786005	True
Pol	10q24.2	10q24.2__hap1__n127	6p22.1	6p22.1__hap2__n81	0.062186658144789575	True
Pol	10q24.2	10q24.2__hap1__n127	3q12.3	3q12.3__hap2__n77	0.06689820176893654	True
Pol	10q24.2	10q24.2__hap1__n127	3q12.3	3q12.3__hap1__n80	0.06727215543729956	True
Pol	10q24.2	10q24.2__hap1__n127	19p12a	19p12a__hap1__n219	0.06912048075937065	True
Pol	10q24.2	10q24.2__hap1__n127	19p12a	19p12a__hap2__n93	0.06970444282413134	True
Pol	10q24.2	10q24.2__hap1__n127	5p12	5p12__hap2__n83	0.07511306070051042	True
Pol	10q24.2	10q24.2__hap1__n127	5p12	5p12__hap1__n215	0.0755031102338546	True
Pol	10q24.2	10q24.2__hap1__n127	12p11.21	12p11.21__hap2__n84	0.08713870524156443	True
Pol	10q24.2	10q24.2__hap1__n127	19q13.41	19q13.41__hap2__n133	0.0874433988990318	True
Pol	10q24.2	10q24.2__hap1__n127	12p11.21	12p11.21__hap1__n243	0.08777300071542386	True
Pol	10q24.2	10q24.2__hap1__n127	19q13.41	19q13.41__hap1__n169	0.08810371002334509	True
Pol	10q24.2	10q24.2__hap1__n127	22q11.23	22q11.23__hap1__n61	0.10159792503927567	True
Pol	10q24.2	10q24.2__hap1__n127	22q11.23	22q11.23__hap2__n40	0.1016358627649598	True
Pol	10q24.2	10q24.2__hap1__n127	1q21.3	1q21.3__hap1__n310	0.10206017633732598	False
Pol	10q24.2	10q24.2__hap1__n127	1q21.3	1q21.3__hap2__n7	0.10253039782517667	False
Pol	10q24.2	10q24.2__hap1__n127	6p21.1	6p21.1__hap2__n65	0.10406245153623642	True
Pol	10q24.2	10q24.2__hap1__n127	6p21.1	6p21.1__hap1__n238	0.10439658129669126	True
Pol	10q24.2	10q24.2__hap1__n127	5q33.2	5q33.2__hap1__n231	0.10457037224213561	True
Pol	10q24.2	10q24.2__hap1__n127	Xq12	Xq12__hap2__n64	0.10461424014792878	False
Pol	10q24.2	10q24.2__hap1__n127	5q33.2	5q33.2__hap2__n71	0.1049269444639573	True
Pol	10q24.2	10q24.2__hap1__n127	Xq12	Xq12__hap1__n140	0.10508874692846251	False
Pol	10q24.2	10q24.2__hap1__n127	1q24.1	1q24.1__hap2__n129	0.10518877059203265	True
