region	focal_tip	candidate_pool	other_tip	tree_distance	nearest
LTR	10q24.2__hap1__n189	all_retained_loci	3q13.2__hap2__n32	0.027971315304123823	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q11.23_new__hap1__n465	0.02866334662343728	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q11.23_new__hap2__n9	0.029719056260013532	0
LTR	10q24.2__hap1__n189	all_retained_loci	16p11.2__hap2__n30	0.03019094939105086	0
LTR	10q24.2__hap1__n189	all_retained_loci	16p11.2__hap1__n315	0.03027526117746818	0
LTR	10q24.2__hap1__n189	all_retained_loci	2q21.1__hap2__n143	0.030423002246754063	0
LTR	10q24.2__hap1__n189	all_retained_loci	11q22.1__hap2__n88	0.03092020327991167	0
LTR	10q24.2__hap1__n189	all_retained_loci	10p12.1__hap2__n81	0.03102506474883896	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q32.1__hap2__n78	0.03103099116271744	0
LTR	10q24.2__hap1__n189	all_retained_loci	2q21.1__hap1__n236	0.031498172758786386	0
LTR	10q24.2__hap1__n189	all_retained_loci	7p22.1__hap1__n93	0.03168767445396901	0
LTR	10q24.2__hap1__n189	all_retained_loci	11q23.3__hap1__n159	0.03170260541931462	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p31.1b__hap1__n97	0.03197051344735887	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p31.1b__hap2__n72	0.03197096967122422	0
LTR	10q24.2__hap1__n189	all_retained_loci	10p12.1__hap1__n269	0.03207554606963179	0
LTR	10q24.2__hap1__n189	all_retained_loci	3q27.2__hap2__n56	0.0320927106938186	0
LTR	10q24.2__hap1__n189	all_retained_loci	22q11.21__hap1__n99	0.03218487188155733	0
LTR	10q24.2__hap1__n189	all_retained_loci	22q11.21__hap2__n35	0.032227500905211134	0
LTR	10q24.2__hap1__n189	all_retained_loci	Xq21.33__hap1__n3	0.032391504446329204	0
LTR	10q24.2__hap1__n189	all_retained_loci	7p22.1__hap2__n81	0.03272174362195215	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q12__hap1__n314	0.032799908751116304	0
LTR	10q24.2__hap1__n189	all_retained_loci	3q27.2__hap1__n242	0.03298384026212573	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q32.1__hap1__n132	0.03312144433155072	0
LTR	10q24.2__hap1__n189	all_retained_loci	6q14.1__hap2__n106	0.033239561736074515	0
LTR	10q24.2__hap1__n189	all_retained_loci	11q23.3__hap2__n147	0.03402319578713338	0
LTR	10q24.2__hap1__n189	all_retained_loci	11q22.1__hap1__n160	0.03409916729466411	0
LTR	10q24.2__hap1__n189	all_retained_loci	6q14.1__hap1__n152	0.034286581898955545	0
LTR	10q24.2__hap1__n189	all_retained_loci	12q13.2__hap1__n216	0.034366024134850126	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p13.3__hap1__n107	0.034405176609943654	0
LTR	10q24.2__hap1__n189	all_retained_loci	12q13.2__hap2__n61	0.034407594810436634	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q24.3a__hap2__n159	0.034889269253098175	0
LTR	10q24.2__hap1__n189	all_retained_loci	5q33.3__hap1__n307	0.03554074380626197	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q24.3a__hap1__n174	0.03567280171391514	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q12__hap2__n40	0.03572783186133013	0
LTR	10q24.2__hap1__n189	all_retained_loci	5q11.2__hap1__n331	0.035916962774393144	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12b__hap1__n57	0.036167647653082474	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1a_hg38__hap1__n25	0.03634100403195398	0
LTR	10q24.2__hap1__n189	all_retained_loci	5q33.3__hap2__n53	0.03653755585413544	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q22__hap1__n256	0.0367053689834917	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q22__hap2__n40	0.0367128707649556	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12c__hap1__n69	0.03673266116398741	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12c__hap2__n62	0.03678561844312631	0
LTR	10q24.2__hap1__n189	all_retained_loci	5q11.2__hap2__n108	0.03700599718714755	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1a_hg38__hap2__n4	0.03707162329239452	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12b__hap2__n3	0.037105871104266386	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p13.3__hap2__n70	0.03722779265206003	0
LTR	10q24.2__hap1__n189	all_retained_loci	5p13.3__hap1__n245	0.03766312092107405	0
LTR	10q24.2__hap1__n189	all_retained_loci	3q12.3__hap2__n105	0.039473400757054106	0
LTR	10q24.2__hap1__n189	all_retained_loci	5p13.3__hap2__n147	0.03954849984182588	0
LTR	10q24.2__hap1__n189	all_retained_loci	3q12.3__hap1__n184	0.039812492778457075	0
LTR	10q24.2__hap1__n189	all_retained_loci	21q21.1__hap1__n82	0.040889223938662955	0
LTR	10q24.2__hap1__n189	all_retained_loci	21q21.1__hap2__n31	0.04194469163567366	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q23.3__hap1__n195	0.04241552688022892	0
LTR	10q24.2__hap1__n189	all_retained_loci	15p13b__hap2__n5	0.04316235331071712	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q23.3__hap2__n71	0.04354107561196767	0
LTR	10q24.2__hap1__n189	all_retained_loci	15p13b__hap1__n9	0.043738060529802225	0
LTR	10q24.2__hap1__n189	all_retained_loci	3q21.2__hap1__n194	0.04458280292074365	0
LTR	10q24.2__hap1__n189	all_retained_loci	13p13__hap1__n7	0.044875207865490624	0
LTR	10q24.2__hap1__n189	all_retained_loci	3q21.2__hap2__n63	0.04589869483529534	0
LTR	10q24.2__hap1__n189	all_retained_loci	13p13__hap2__n4	0.048129191036120386	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p31.1a__hap1__n173	0.0501134798333753	0
LTR	10q24.2__hap1__n189	all_retained_loci	3p25.3__hap1__n279	0.05020015395151012	0
LTR	10q24.2__hap1__n189	all_retained_loci	3p25.3__hap2__n49	0.051292228046162874	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q32.3__hap1__n157	0.0542316024431298	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p31.1a__hap2__n106	0.05494323547711056	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q32.3__hap2__n141	0.05503891058018971	0
LTR	10q24.2__hap1__n189	all_retained_loci	10p14__hap1__n252	0.05745856815191195	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12e__hap1__n315	0.06199599095443598	0
LTR	10q24.2__hap1__n189	all_retained_loci	10p14__hap2__n42	0.06227987226190892	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12e__hap2__n93	0.06287832881048741	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q32.2__hap2__n12	0.08185554159651871	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q32.2__hap1__n331	0.0823422498793511	0
LTR	10q24.2__hap1__n189	all_retained_loci	5p12__hap1__n225	0.10393006004950751	0
LTR	10q24.2__hap1__n189	all_retained_loci	5p12__hap2__n175	0.10510854964626445	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p34.3__hap1__n2	0.13227893636257043	0
LTR	10q24.2__hap1__n189	all_retained_loci	11q12.3__hap1__n361	0.14976855791322394	0
LTR	10q24.2__hap1__n189	all_retained_loci	11q12.3__hap2__n65	0.1500134327670093	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q13.12b__hap1__n245	0.15386326821315074	0
LTR	10q24.2__hap1__n189	all_retained_loci	6p22.1__hap2__n116	0.1538915173798028	0
LTR	10q24.2__hap1__n189	all_retained_loci	6p22.1__hap1__n169	0.1542598233581565	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q13.12b__hap2__n81	0.15531359231366493	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12a__hap1__n256	0.15793671167605394	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12a__hap2__n111	0.1590677739314271	0
LTR	10q24.2__hap1__n189	all_retained_loci	9q34.3__hap1__n196	0.20021466235267132	0
LTR	10q24.2__hap1__n189	all_retained_loci	9q34.3__hap2__n131	0.20110471306165992	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q13.41__hap1__n201	0.20238181622154988	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q13.41__hap2__n133	0.20283944375708077	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p36.21c__hap1__n249	0.20585439980592127	0
LTR	10q24.2__hap1__n189	all_retained_loci	6p21.1__hap1__n319	0.20621245038538782	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p36.21c__hap2__n48	0.20692556272843382	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q43__hap1__n143	0.20744647472851646	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q43__hap2__n126	0.2083264412830626	0
LTR	10q24.2__hap1__n189	all_retained_loci	22q11.23__hap1__n95	0.20902098713107645	0
LTR	10q24.2__hap1__n189	all_retained_loci	22q11.23__hap2__n67	0.20931596925878698	0
LTR	10q24.2__hap1__n189	all_retained_loci	6p21.1__hap2__n60	0.20948227764391786	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q24.1__hap1__n335	0.21102567939511277	0
LTR	10q24.2__hap1__n189	all_retained_loci	12p11.21__hap2__n103	0.21136204559184954	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p36.21b__hap2__n60	0.21172552151657462	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p36.21b__hap1__n147	0.2118838045062912	0
LTR	10q24.2__hap1__n189	all_retained_loci	12p11.21__hap1__n345	0.2123277901093238	0
LTR	10q24.2__hap1__n189	all_retained_loci	7q11.21__hap2__n66	0.21253421234671893	0
LTR	10q24.2__hap1__n189	all_retained_loci	7q11.21__hap1__n350	0.21259801557605512	0
LTR	10q24.2__hap1__n189	all_retained_loci	14q32.33__hap1__n46	0.21351532033522777	0
LTR	10q24.2__hap1__n189	all_retained_loci	14q32.33__hap2__n1	0.21465727288270153	0
LTR	10q24.2__hap1__n189	all_retained_loci	11p15.4b__hap1__n389	0.2154594330473309	0
LTR	10q24.2__hap1__n189	all_retained_loci	1q24.1__hap2__n4	0.21574258957126716	0
LTR	10q24.2__hap1__n189	all_retained_loci	11p15.4b__hap2__n59	0.21712013854549225	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q13.42__hap2__n80	0.21950917314118013	0
LTR	10q24.2__hap1__n189	all_retained_loci	19q13.42__hap1__n382	0.2212123122982435	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p36.21a__hap1__n306	0.22452705952427301	0
LTR	10q24.2__hap1__n189	all_retained_loci	1p36.21a__hap2__n10	0.22574193397057796	0
LTR	10q24.2__hap1__n189	all_retained_loci	9q34.11__hap1__n413	0.2306335668251973	0
LTR	10q24.2__hap1__n189	all_retained_loci	9q34.11__hap2__n22	0.23205546292069198	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q13.2__hap1__n85	0.23321583498766071	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q24.3c__hap2__n52	0.23355630431974542	0
LTR	10q24.2__hap1__n189	all_retained_loci	6q11.1__hap1__n159	0.23376321638547054	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q24.3c__hap1__n185	0.23385945554978427	0
LTR	10q24.2__hap1__n189	all_retained_loci	12q24.33__hap1__n62	0.23402169814629234	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q13.2__hap2__n65	0.23422133541105933	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.3c__hap2__n79	0.23493055154070314	0
LTR	10q24.2__hap1__n189	all_retained_loci	12q24.33__hap2__n14	0.23514055008985918	0
LTR	10q24.2__hap1__n189	all_retained_loci	6q11.1__hap2__n113	0.23519835188722577	0
LTR	10q24.2__hap1__n189	all_retained_loci	5q33.2__hap1__n356	0.23559888247324678	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.3c__hap1__n125	0.2364863353200609	0
LTR	10q24.2__hap1__n189	all_retained_loci	21p13__hap1__n28	0.23765192637804136	0
LTR	10q24.2__hap1__n189	all_retained_loci	5q33.2__hap2__n50	0.23805225586510362	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.3a__hap2__n9	0.23866065265313807	0
LTR	10q24.2__hap1__n189	all_retained_loci	15p13a__hap1__n12	0.23866648211730956	0
LTR	10q24.2__hap1__n189	all_retained_loci	22p13__hap1__n16	0.23934885344750553	0
LTR	10q24.2__hap1__n189	all_retained_loci	22p13__hap2__n15	0.2395290620295224	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q35.2_hg38__hap2__n16	0.24022410926040658	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.1b__hap1__n114	0.24039093229850084	0
LTR	10q24.2__hap1__n189	all_retained_loci	21p13__hap2__n22	0.2414385490271709	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.1b__hap2__n96	0.24204537872920776	0
LTR	10q24.2__hap1__n189	all_retained_loci	15p13a__hap2__n11	0.24237957223619136	0
LTR	10q24.2__hap1__n189	all_retained_loci	14q11.2__hap2__n26	0.24284647823244174	0
LTR	10q24.2__hap1__n189	all_retained_loci	4q35.2_hg38__hap1__n61	0.24301304728047637	0
LTR	10q24.2__hap1__n189	all_retained_loci	14q11.2__hap1__n49	0.24406199889301647	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.1a__hap2__n84	0.24464695788909033	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.3a__hap1__n10	0.24482183374188896	0
LTR	10q24.2__hap1__n189	all_retained_loci	4p16.1a__hap1__n177	0.24617750753666753	0
LTR	10q24.2__hap1__n189	all_retained_loci	3p12.3__hap1__n159	0.24857639885373442	0
LTR	10q24.2__hap1__n189	all_retained_loci	3p12.3__hap2__n53	0.25033831439063536	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1d__hap1__n106	0.2503997702121778	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1e__hap1__n153	0.2503997702121778	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1c__hap1__n114	0.25073147172899823	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1d__hap2__n34	0.2517595050489362	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1e__hap2__n34	0.2517595050489362	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1b__hap1__n59	0.2526063256825803	0
LTR	10q24.2__hap1__n189	all_retained_loci	11p15.4__hap1__n117	0.25335393719555793	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q11.21__hap1__n328	0.25343169448896896	0
LTR	10q24.2__hap1__n189	all_retained_loci	8q11.21__hap2__n142	0.25416820760027714	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1b__hap2__n40	0.25444005957056126	0
LTR	10q24.2__hap1__n189	all_retained_loci	11p15.4__hap2__n98	0.2553437802069292	0
LTR	10q24.2__hap1__n189	all_retained_loci	8p23.1c__hap2__n18	0.2567062941545037	0
LTR	10q24.2__hap1__n189	shared_64_loci	12q14.1__hap2__n127	0.027817259455631602	1
LTR	10q24.2__hap1__n189	shared_64_loci	12q14.1__hap1__n260	0.027836991912202354	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q13.2__hap1__n261	0.027952583084347848	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q13.2__hap2__n32	0.027971315304123823	0
LTR	10q24.2__hap1__n189	shared_64_loci	8q11.23_new__hap1__n465	0.02866334662343728	0
LTR	10q24.2__hap1__n189	shared_64_loci	8q11.23_new__hap2__n9	0.029719056260013532	0
LTR	10q24.2__hap1__n189	shared_64_loci	11q22.1__hap2__n88	0.03092020327991167	0
LTR	10q24.2__hap1__n189	shared_64_loci	10p12.1__hap2__n81	0.03102506474883896	0
LTR	10q24.2__hap1__n189	shared_64_loci	7p22.1__hap1__n93	0.03168767445396901	0
LTR	10q24.2__hap1__n189	shared_64_loci	11q23.3__hap1__n159	0.03170260541931462	0
LTR	10q24.2__hap1__n189	shared_64_loci	10p12.1__hap1__n269	0.03207554606963179	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q27.2__hap2__n56	0.0320927106938186	0
LTR	10q24.2__hap1__n189	shared_64_loci	22q11.21__hap1__n99	0.03218487188155733	0
LTR	10q24.2__hap1__n189	shared_64_loci	22q11.21__hap2__n35	0.032227500905211134	0
LTR	10q24.2__hap1__n189	shared_64_loci	Xq21.33__hap1__n3	0.032391504446329204	0
LTR	10q24.2__hap1__n189	shared_64_loci	7p22.1__hap2__n81	0.03272174362195215	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q12__hap1__n314	0.032799908751116304	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q27.2__hap1__n242	0.03298384026212573	0
LTR	10q24.2__hap1__n189	shared_64_loci	6q14.1__hap2__n106	0.033239561736074515	0
LTR	10q24.2__hap1__n189	shared_64_loci	11q23.3__hap2__n147	0.03402319578713338	0
LTR	10q24.2__hap1__n189	shared_64_loci	11q22.1__hap1__n160	0.03409916729466411	0
LTR	10q24.2__hap1__n189	shared_64_loci	6q14.1__hap1__n152	0.034286581898955545	0
LTR	10q24.2__hap1__n189	shared_64_loci	12q13.2__hap1__n216	0.034366024134850126	0
LTR	10q24.2__hap1__n189	shared_64_loci	12q13.2__hap2__n61	0.034407594810436634	0
LTR	10q24.2__hap1__n189	shared_64_loci	5q33.3__hap1__n307	0.03554074380626197	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q12__hap2__n40	0.03572783186133013	0
LTR	10q24.2__hap1__n189	shared_64_loci	19p12b__hap1__n57	0.036167647653082474	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1a_hg38__hap1__n25	0.03634100403195398	0
LTR	10q24.2__hap1__n189	shared_64_loci	5q33.3__hap2__n53	0.03653755585413544	0
LTR	10q24.2__hap1__n189	shared_64_loci	1q22__hap1__n256	0.0367053689834917	0
LTR	10q24.2__hap1__n189	shared_64_loci	1q22__hap2__n40	0.0367128707649556	0
LTR	10q24.2__hap1__n189	shared_64_loci	19p12c__hap1__n69	0.03673266116398741	0
LTR	10q24.2__hap1__n189	shared_64_loci	19p12c__hap2__n62	0.03678561844312631	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1a_hg38__hap2__n4	0.03707162329239452	0
LTR	10q24.2__hap1__n189	shared_64_loci	19p12b__hap2__n3	0.037105871104266386	0
LTR	10q24.2__hap1__n189	shared_64_loci	5p13.3__hap1__n245	0.03766312092107405	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q12.3__hap2__n105	0.039473400757054106	0
LTR	10q24.2__hap1__n189	shared_64_loci	5p13.3__hap2__n147	0.03954849984182588	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q12.3__hap1__n184	0.039812492778457075	0
LTR	10q24.2__hap1__n189	shared_64_loci	21q21.1__hap1__n82	0.040889223938662955	0
LTR	10q24.2__hap1__n189	shared_64_loci	21q21.1__hap2__n31	0.04194469163567366	0
LTR	10q24.2__hap1__n189	shared_64_loci	1q23.3__hap1__n195	0.04241552688022892	0
LTR	10q24.2__hap1__n189	shared_64_loci	15p13b__hap2__n5	0.04316235331071712	0
LTR	10q24.2__hap1__n189	shared_64_loci	1q23.3__hap2__n71	0.04354107561196767	0
LTR	10q24.2__hap1__n189	shared_64_loci	15p13b__hap1__n9	0.043738060529802225	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q21.2__hap1__n194	0.04458280292074365	0
LTR	10q24.2__hap1__n189	shared_64_loci	13p13__hap1__n7	0.044875207865490624	0
LTR	10q24.2__hap1__n189	shared_64_loci	3q21.2__hap2__n63	0.04589869483529534	0
LTR	10q24.2__hap1__n189	shared_64_loci	13p13__hap2__n4	0.048129191036120386	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p31.1a__hap1__n173	0.0501134798333753	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p31.1a__hap2__n106	0.05494323547711056	0
LTR	10q24.2__hap1__n189	shared_64_loci	10p14__hap1__n252	0.05745856815191195	0
LTR	10q24.2__hap1__n189	shared_64_loci	10p14__hap2__n42	0.06227987226190892	0
LTR	10q24.2__hap1__n189	shared_64_loci	5p12__hap1__n225	0.10393006004950751	0
LTR	10q24.2__hap1__n189	shared_64_loci	5p12__hap2__n175	0.10510854964626445	0
LTR	10q24.2__hap1__n189	shared_64_loci	11q12.3__hap1__n361	0.14976855791322394	0
LTR	10q24.2__hap1__n189	shared_64_loci	11q12.3__hap2__n65	0.1500134327670093	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q13.12b__hap1__n245	0.15386326821315074	0
LTR	10q24.2__hap1__n189	shared_64_loci	6p22.1__hap2__n116	0.1538915173798028	0
LTR	10q24.2__hap1__n189	shared_64_loci	6p22.1__hap1__n169	0.1542598233581565	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q13.12b__hap2__n81	0.15531359231366493	0
LTR	10q24.2__hap1__n189	shared_64_loci	19p12a__hap1__n256	0.15793671167605394	0
LTR	10q24.2__hap1__n189	shared_64_loci	19p12a__hap2__n111	0.1590677739314271	0
LTR	10q24.2__hap1__n189	shared_64_loci	9q34.3__hap1__n196	0.20021466235267132	0
LTR	10q24.2__hap1__n189	shared_64_loci	9q34.3__hap2__n131	0.20110471306165992	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q13.41__hap1__n201	0.20238181622154988	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q13.41__hap2__n133	0.20283944375708077	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p36.21c__hap1__n249	0.20585439980592127	0
LTR	10q24.2__hap1__n189	shared_64_loci	6p21.1__hap1__n319	0.20621245038538782	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p36.21c__hap2__n48	0.20692556272843382	0
LTR	10q24.2__hap1__n189	shared_64_loci	22q11.23__hap1__n95	0.20902098713107645	0
LTR	10q24.2__hap1__n189	shared_64_loci	22q11.23__hap2__n67	0.20931596925878698	0
LTR	10q24.2__hap1__n189	shared_64_loci	6p21.1__hap2__n60	0.20948227764391786	0
LTR	10q24.2__hap1__n189	shared_64_loci	1q24.1__hap1__n335	0.21102567939511277	0
LTR	10q24.2__hap1__n189	shared_64_loci	12p11.21__hap2__n103	0.21136204559184954	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p36.21b__hap2__n60	0.21172552151657462	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p36.21b__hap1__n147	0.2118838045062912	0
LTR	10q24.2__hap1__n189	shared_64_loci	12p11.21__hap1__n345	0.2123277901093238	0
LTR	10q24.2__hap1__n189	shared_64_loci	14q32.33__hap1__n46	0.21351532033522777	0
LTR	10q24.2__hap1__n189	shared_64_loci	14q32.33__hap2__n1	0.21465727288270153	0
LTR	10q24.2__hap1__n189	shared_64_loci	1q24.1__hap2__n4	0.21574258957126716	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q13.42__hap2__n80	0.21950917314118013	0
LTR	10q24.2__hap1__n189	shared_64_loci	19q13.42__hap1__n382	0.2212123122982435	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p36.21a__hap1__n306	0.22452705952427301	0
LTR	10q24.2__hap1__n189	shared_64_loci	1p36.21a__hap2__n10	0.22574193397057796	0
LTR	10q24.2__hap1__n189	shared_64_loci	9q34.11__hap1__n413	0.2306335668251973	0
LTR	10q24.2__hap1__n189	shared_64_loci	9q34.11__hap2__n22	0.23205546292069198	0
LTR	10q24.2__hap1__n189	shared_64_loci	4q13.2__hap1__n85	0.23321583498766071	0
LTR	10q24.2__hap1__n189	shared_64_loci	8q24.3c__hap2__n52	0.23355630431974542	0
LTR	10q24.2__hap1__n189	shared_64_loci	6q11.1__hap1__n159	0.23376321638547054	0
LTR	10q24.2__hap1__n189	shared_64_loci	8q24.3c__hap1__n185	0.23385945554978427	0
LTR	10q24.2__hap1__n189	shared_64_loci	4q13.2__hap2__n65	0.23422133541105933	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.3c__hap2__n79	0.23493055154070314	0
LTR	10q24.2__hap1__n189	shared_64_loci	6q11.1__hap2__n113	0.23519835188722577	0
LTR	10q24.2__hap1__n189	shared_64_loci	5q33.2__hap1__n356	0.23559888247324678	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.3c__hap1__n125	0.2364863353200609	0
LTR	10q24.2__hap1__n189	shared_64_loci	21p13__hap1__n28	0.23765192637804136	0
LTR	10q24.2__hap1__n189	shared_64_loci	5q33.2__hap2__n50	0.23805225586510362	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.3a__hap2__n9	0.23866065265313807	0
LTR	10q24.2__hap1__n189	shared_64_loci	15p13a__hap1__n12	0.23866648211730956	0
LTR	10q24.2__hap1__n189	shared_64_loci	22p13__hap1__n16	0.23934885344750553	0
LTR	10q24.2__hap1__n189	shared_64_loci	22p13__hap2__n15	0.2395290620295224	0
LTR	10q24.2__hap1__n189	shared_64_loci	4q35.2_hg38__hap2__n16	0.24022410926040658	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.1b__hap1__n114	0.24039093229850084	0
LTR	10q24.2__hap1__n189	shared_64_loci	21p13__hap2__n22	0.2414385490271709	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.1b__hap2__n96	0.24204537872920776	0
LTR	10q24.2__hap1__n189	shared_64_loci	15p13a__hap2__n11	0.24237957223619136	0
LTR	10q24.2__hap1__n189	shared_64_loci	4q35.2_hg38__hap1__n61	0.24301304728047637	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.1a__hap2__n84	0.24464695788909033	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.3a__hap1__n10	0.24482183374188896	0
LTR	10q24.2__hap1__n189	shared_64_loci	4p16.1a__hap1__n177	0.24617750753666753	0
LTR	10q24.2__hap1__n189	shared_64_loci	3p12.3__hap1__n159	0.24857639885373442	0
LTR	10q24.2__hap1__n189	shared_64_loci	3p12.3__hap2__n53	0.25033831439063536	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1d__hap1__n106	0.2503997702121778	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1e__hap1__n153	0.2503997702121778	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1c__hap1__n114	0.25073147172899823	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1d__hap2__n34	0.2517595050489362	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1e__hap2__n34	0.2517595050489362	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1b__hap1__n59	0.2526063256825803	0
LTR	10q24.2__hap1__n189	shared_64_loci	11p15.4__hap1__n117	0.25335393719555793	0
LTR	10q24.2__hap1__n189	shared_64_loci	8q11.21__hap1__n328	0.25343169448896896	0
LTR	10q24.2__hap1__n189	shared_64_loci	8q11.21__hap2__n142	0.25416820760027714	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1b__hap2__n40	0.25444005957056126	0
LTR	10q24.2__hap1__n189	shared_64_loci	11p15.4__hap2__n98	0.2553437802069292	0
LTR	10q24.2__hap1__n189	shared_64_loci	8p23.1c__hap2__n18	0.2567062941545037	0
LTR	4q35.2_hg38__hap1__n61	all_retained_loci	15p13a__hap1__n12	0.005526700414993569	1
LTR	4q35.2_hg38__hap1__n61	all_retained_loci	22p13__hap1__n16	0.00732791977386399	0
LTR	4q35.2_hg38__hap1__n61	all_retained_loci	22p13__hap2__n15	0.007508128355880876	0
LTR	4q35.2_hg38__hap1__n61	all_retained_loci	21p13__hap1__n28	0.008341326170217052	0
