region	replicate	focal_tip	nearest_loci	nearest_distance
LTR	360	19p12c__hap1__n69	12q14.1	0.013676687977486092
LTR	360	10q24.2__hap1__n189	12q14.1	0.03426711726616457
LTR	360	4q35.2_hg38__hap1__n61	22p13	0.006501860107213417
LTR	361	19p12c__hap1__n69	8q11.23_new	0.015837235207519212
LTR	361	10q24.2__hap1__n189	8q11.23_new	0.026286297355477904
LTR	361	4q35.2_hg38__hap1__n61	15p13a	0.003809691864411602
LTR	362	19p12c__hap1__n69	12q14.1	0.014685336687310056
LTR	362	10q24.2__hap1__n189	7p22.1	0.019385168726184735
LTR	362	4q35.2_hg38__hap1__n61	21p13	0.01150749090133242
LTR	363	19p12c__hap1__n69	3q13.2	0.017600054066939198
LTR	363	10q24.2__hap1__n189	3q13.2	0.025034144712981432
LTR	363	4q35.2_hg38__hap1__n61	21p13	0.006477599093563782
LTR	364	19p12c__hap1__n69	8q11.23_new	0.018414436789417447
LTR	364	10q24.2__hap1__n189	12q14.1	0.020740037832272788
LTR	364	4q35.2_hg38__hap1__n61	15p13a	0.007718819589247444
LTR	365	19p12c__hap1__n69	12q14.1	0.016053253864201925
LTR	365	10q24.2__hap1__n189	12q14.1	0.016681365730720293
LTR	365	4q35.2_hg38__hap1__n61	21p13	0.006711034609596864
LTR	366	19p12c__hap1__n69	3q13.2	0.017960645185021537
LTR	366	10q24.2__hap1__n189	3q12.3	0.023380111507209984
LTR	366	4q35.2_hg38__hap1__n61	21p13	0.009228602147351758
LTR	367	19p12c__hap1__n69	8q11.23_new	0.011125346962830069
LTR	367	10q24.2__hap1__n189	11q23.3	0.031498051333573016
LTR	367	4q35.2_hg38__hap1__n61	21p13	0.015491238101791552
LTR	368	19p12c__hap1__n69	8q11.23_new	0.012972614590296798
LTR	368	10q24.2__hap1__n189	3q12.3	0.020458923615959357
LTR	368	4q35.2_hg38__hap1__n61	15p13a	0.005680596326504125
LTR	369	19p12c__hap1__n69	8q11.23_new	0.007406923820972628
LTR	369	10q24.2__hap1__n189	3q13.2	0.029134448142709404
LTR	369	4q35.2_hg38__hap1__n61	15p13a	0.0021019450420269037
LTR	370	19p12c__hap1__n69	8p23.1a_hg38	0.009673616452459977
LTR	370	10q24.2__hap1__n189	11q23.3	0.02095888503911076
LTR	370	4q35.2_hg38__hap1__n61	15p13a	0.010014768371173571
LTR	371	19p12c__hap1__n69	8q11.23_new	0.012759210803085612
LTR	371	10q24.2__hap1__n189	8q11.23_new	0.026912802507089318
LTR	371	4q35.2_hg38__hap1__n61	22p13	0.0022787071903695583
LTR	372	19p12c__hap1__n69	12q14.1	0.01102501849420146
LTR	372	10q24.2__hap1__n189	19p12c	0.03038259814749204
LTR	372	4q35.2_hg38__hap1__n61	15p13a	0.003398111904205414
LTR	373	19p12c__hap1__n69	8q11.23_new	0.011683564458775683
LTR	373	10q24.2__hap1__n189	3q13.2	0.018991605618187617
LTR	373	4q35.2_hg38__hap1__n61	15p13a	0.00016509809375425677
LTR	374	19p12c__hap1__n69	12q14.1	0.018820838815894102
LTR	374	10q24.2__hap1__n189	12q14.1	0.030752704154554646
LTR	374	4q35.2_hg38__hap1__n61	22p13	0.008705467876960069
LTR	375	19p12c__hap1__n69	12q14.1	0.014726777098754364
LTR	375	10q24.2__hap1__n189	12q14.1	0.023257937107715326
LTR	375	4q35.2_hg38__hap1__n61	21p13	0.008048623904058805
LTR	376	19p12c__hap1__n69	8q11.23_new	0.01351500816064609
LTR	376	10q24.2__hap1__n189	8q11.23_new	0.028062471597415442
LTR	376	4q35.2_hg38__hap1__n61	22p13	0.002129980311387364
LTR	377	19p12c__hap1__n69	12q14.1	0.009061010206839703
LTR	377	10q24.2__hap1__n189	12q14.1	0.02794355907115935
LTR	377	4q35.2_hg38__hap1__n61	22p13	0.005419970767222476
LTR	378	19p12c__hap1__n69	12q14.1	0.020857724018532347
LTR	378	10q24.2__hap1__n189	11q23.3	0.034652451153213824
LTR	378	4q35.2_hg38__hap1__n61	15p13a	0.008280014973196734
LTR	379	19p12c__hap1__n69	12q14.1	0.014288700330392713
LTR	379	10q24.2__hap1__n189	11q23.3	0.02690400672741266
LTR	379	4q35.2_hg38__hap1__n61	15p13a	0.0064209067620752125
LTR	380	19p12c__hap1__n69	12q14.1	0.018705767426072585
LTR	380	10q24.2__hap1__n189	3q13.2	0.030567246776874953
LTR	380	4q35.2_hg38__hap1__n61	22p13	0.005216522340780461
LTR	381	19p12c__hap1__n69	12q14.1	0.01865603530116536
LTR	381	10q24.2__hap1__n189	11q23.3	0.0223534283983285
LTR	381	4q35.2_hg38__hap1__n61	15p13a	0.01013003281399022
LTR	382	19p12c__hap1__n69	8q11.23_new	0.011016848329724774
LTR	382	10q24.2__hap1__n189	11q23.3	0.013664235831722469
LTR	382	4q35.2_hg38__hap1__n61	21p13	0.011009016720615758
LTR	383	19p12c__hap1__n69	12q14.1	0.007410493538189995
LTR	383	10q24.2__hap1__n189	12q14.1	0.023712263066032458
LTR	383	4q35.2_hg38__hap1__n61	21p13	0.00630854198243469
LTR	384	19p12c__hap1__n69	22q11.21	0.011535964695581914
LTR	384	10q24.2__hap1__n189	11q23.3	0.02046208768197547
LTR	384	4q35.2_hg38__hap1__n61	15p13a	0.0030409173886910418
LTR	385	19p12c__hap1__n69	3q27.2	0.012609347163724083
LTR	385	10q24.2__hap1__n189	19q12	0.02904494452992503
LTR	385	4q35.2_hg38__hap1__n61	22p13	0.0036715819199282518
LTR	386	19p12c__hap1__n69	8q11.23_new	0.0061494638634383356
LTR	386	10q24.2__hap1__n189	10p12.1	0.03860270823606601
LTR	386	4q35.2_hg38__hap1__n61	15p13a	0.0034328066137207375
LTR	387	19p12c__hap1__n69	8q11.23_new	0.013970917098904459
LTR	387	10q24.2__hap1__n189	3q13.2	0.019774179221125537
LTR	387	4q35.2_hg38__hap1__n61	22p13	0.009067271564466267
LTR	388	19p12c__hap1__n69	8q11.23_new	0.01964604301808448
LTR	388	10q24.2__hap1__n189	11q23.3	0.024302846191335277
LTR	388	4q35.2_hg38__hap1__n61	15p13a	0.008564206574356137
LTR	389	19p12c__hap1__n69	3q27.2	0.013266859464805625
LTR	389	10q24.2__hap1__n189	11q23.3	0.028705504460181098
LTR	389	4q35.2_hg38__hap1__n61	22p13	0.005814485843342224
LTR	390	19p12c__hap1__n69	3q13.2	0.01412409483316754
LTR	390	10q24.2__hap1__n189	3q13.2	0.021330873625654192
LTR	390	4q35.2_hg38__hap1__n61	15p13a	0.003269036448364432
LTR	391	19p12c__hap1__n69	8q11.23_new	0.007389456178794602
LTR	391	10q24.2__hap1__n189	5p13.3	0.019429974878179254
LTR	391	4q35.2_hg38__hap1__n61	22p13	0.0016080117783910663
LTR	392	19p12c__hap1__n69	11q22.1	0.016658353638491816
LTR	392	10q24.2__hap1__n189	3q12.3	0.02729213028298319
LTR	392	4q35.2_hg38__hap1__n61	22p13	0.008883097348526853
LTR	393	19p12c__hap1__n69	3q13.2	0.013807191752186029
LTR	393	10q24.2__hap1__n189	11q23.3	0.03225027485007941
LTR	393	4q35.2_hg38__hap1__n61	22p13	0.004103773623156531
LTR	394	19p12c__hap1__n69	3q13.2	0.013819082067794246
LTR	394	10q24.2__hap1__n189	3q13.2	0.021474272484833808
LTR	394	4q35.2_hg38__hap1__n61	15p13a	0.007051932855193274
LTR	395	19p12c__hap1__n69	8q11.23_new	0.010386021033682738
LTR	395	10q24.2__hap1__n189	3q13.2	0.02839538730139813
LTR	395	4q35.2_hg38__hap1__n61	15p13a	0.006577853600028896
LTR	396	19p12c__hap1__n69	8q11.23_new	0.017773522782105
LTR	396	10q24.2__hap1__n189	11q23.3	0.025906300864830135
LTR	396	4q35.2_hg38__hap1__n61	22p13	0.006742069400234668
LTR	397	19p12c__hap1__n69	11q22.1	0.010484351320650771
LTR	397	10q24.2__hap1__n189	19q12	0.026170243087949033
LTR	397	4q35.2_hg38__hap1__n61	15p13a	0.006814309861510992
LTR	398	19p12c__hap1__n69	8q11.23_new	0.010974627753012594
LTR	398	10q24.2__hap1__n189	3q27.2	0.02415072431011133
LTR	398	4q35.2_hg38__hap1__n61	22p13	0.008121790754318528
LTR	399	19p12c__hap1__n69	22q11.21	0.01839318835682079
LTR	399	10q24.2__hap1__n189	Xq21.33	0.02455977208292357
LTR	399	4q35.2_hg38__hap1__n61	21p13	0.015283491712144215
LTR	400	19p12c__hap1__n69	8q11.23_new	0.01077159798597319
LTR	400	10q24.2__hap1__n189	3q13.2	0.03344953653136859
LTR	400	4q35.2_hg38__hap1__n61	15p13a	0.005412851689331852
LTR	401	19p12c__hap1__n69	12q14.1	0.012774742804948905
LTR	401	10q24.2__hap1__n189	12q14.1	0.027301911219446615
LTR	401	4q35.2_hg38__hap1__n61	22p13	0.0054603792913870824
LTR	402	19p12c__hap1__n69	3q13.2	0.013873337972549419
LTR	402	10q24.2__hap1__n189	3q13.2	0.0221403780694079
LTR	402	4q35.2_hg38__hap1__n61	15p13a	0.00855016354225703
LTR	403	19p12c__hap1__n69	3q13.2	0.01692104252646062
LTR	403	10q24.2__hap1__n189	11q23.3	0.022708090454193468
LTR	403	4q35.2_hg38__hap1__n61	15p13a	0.004769475199282169
LTR	404	19p12c__hap1__n69	8q11.23_new	0.010571883784611701
LTR	404	10q24.2__hap1__n189	3q13.2	0.026596812097804443
LTR	404	4q35.2_hg38__hap1__n61	21p13	0.0046832826126774335
LTR	405	19p12c__hap1__n69	3q13.2	0.009057290548594268
LTR	405	10q24.2__hap1__n189	11q23.3	0.02280312078584688
LTR	405	4q35.2_hg38__hap1__n61	15p13a	0.01390551430509901
LTR	406	19p12c__hap1__n69	12q14.1	0.01681289184130843
LTR	406	10q24.2__hap1__n189	11q23.3	0.024429206152854748
LTR	406	4q35.2_hg38__hap1__n61	22p13	0.004845719246077351
LTR	407	19p12c__hap1__n69	3q27.2	0.014434489646769558
LTR	407	10q24.2__hap1__n189	8q11.23_new	0.022812196647480663
LTR	407	4q35.2_hg38__hap1__n61	22p13	0.007029363936998045
LTR	408	19p12c__hap1__n69	8q11.23_new	0.015193887317080716
LTR	408	10q24.2__hap1__n189	8q11.23_new	0.025009627148197936
LTR	408	4q35.2_hg38__hap1__n61	15p13a	0.009517100337984266
LTR	409	19p12c__hap1__n69	22q11.21	0.007362933138839783
LTR	409	10q24.2__hap1__n189	3q13.2	0.029008391484023503
LTR	409	4q35.2_hg38__hap1__n61	22p13	0.006968666550848671
LTR	410	19p12c__hap1__n69	8q11.23_new	0.010505293499371522
LTR	410	10q24.2__hap1__n189	3q13.2	0.02334499640354249
LTR	410	4q35.2_hg38__hap1__n61	21p13	0.005549734174610799
LTR	411	19p12c__hap1__n69	11q22.1	0.010047167803449521
LTR	411	10q24.2__hap1__n189	11q22.1	0.027049796549783168
LTR	411	4q35.2_hg38__hap1__n61	15p13a	0.00327843069585855
LTR	412	19p12c__hap1__n69	8q11.23_new	0.007714022183745254
LTR	412	10q24.2__hap1__n189	12q14.1	0.02006833220707719
LTR	412	4q35.2_hg38__hap1__n61	22p13	0.007036823962151065
LTR	413	19p12c__hap1__n69	3q13.2	0.011651350521917517
LTR	413	10q24.2__hap1__n189	3q13.2	0.02933207695938182
LTR	413	4q35.2_hg38__hap1__n61	15p13a	0.008675687567972865
LTR	414	19p12c__hap1__n69	22q11.21	0.01449397476538228
LTR	414	10q24.2__hap1__n189	3q13.2	0.02464039935203807
LTR	414	4q35.2_hg38__hap1__n61	22p13	0.007056052300332655
LTR	415	19p12c__hap1__n69	11q22.1	0.011477070520861806
LTR	415	10q24.2__hap1__n189	3q13.2	0.024573483864849206
LTR	415	4q35.2_hg38__hap1__n61	15p13a	0.008761207767433124
LTR	416	19p12c__hap1__n69	8q11.23_new	0.009645608889544209
LTR	416	10q24.2__hap1__n189	12q14.1	0.030362024910467213
LTR	416	4q35.2_hg38__hap1__n61	22p13	0.004991105320723138
LTR	417	19p12c__hap1__n69	12q14.1	0.016491185407110434
LTR	417	10q24.2__hap1__n189	12q14.1	0.023769307623049588
LTR	417	4q35.2_hg38__hap1__n61	22p13	0.0048269110865424986
LTR	418	19p12c__hap1__n69	12q14.1	0.014947789871507758
LTR	418	10q24.2__hap1__n189	3q27.2	0.020966636438377283
LTR	418	4q35.2_hg38__hap1__n61	21p13	0.012467178417018734
LTR	419	19p12c__hap1__n69	12q14.1	0.019036760281470437
LTR	419	10q24.2__hap1__n189	12q14.1	0.027887162971744664
LTR	419	4q35.2_hg38__hap1__n61	15p13a	0.0064588658064607535
LTR	420	19p12c__hap1__n69	3q13.2	0.00974112865364844
LTR	420	10q24.2__hap1__n189	3q13.2	0.032929871441684265
LTR	420	4q35.2_hg38__hap1__n61	15p13a	0.004729054083093945
LTR	421	19p12c__hap1__n69	8q11.23_new	0.01414579897677063
LTR	421	10q24.2__hap1__n189	11q23.3	0.020971094285328867
LTR	421	4q35.2_hg38__hap1__n61	15p13a	0.007137081032429909
LTR	422	19p12c__hap1__n69	12q14.1	0.012418653111599516
LTR	422	10q24.2__hap1__n189	12q14.1	0.027348770071413557
LTR	422	4q35.2_hg38__hap1__n61	21p13	0.008642898589834774
LTR	423	19p12c__hap1__n69	8q11.23_new	0.014952510945492041
LTR	423	10q24.2__hap1__n189	11q23.3	0.028894347326325558
LTR	423	4q35.2_hg38__hap1__n61	15p13a	0.012828956035834019
LTR	424	19p12c__hap1__n69	3q13.2	0.010499062517557143
LTR	424	10q24.2__hap1__n189	3q13.2	0.027949924053489332
LTR	424	4q35.2_hg38__hap1__n61	21p13	0.009056846923916048
LTR	425	19p12c__hap1__n69	8p23.1a_hg38	0.012812902602998808
LTR	425	10q24.2__hap1__n189	12q14.1	0.028522497098020946
LTR	425	4q35.2_hg38__hap1__n61	15p13a	0.008908127074052113
LTR	426	19p12c__hap1__n69	12q14.1	0.01816335186075098
LTR	426	10q24.2__hap1__n189	3q27.2	0.024901899732468
LTR	426	4q35.2_hg38__hap1__n61	22p13	0.012503600619110142
LTR	427	19p12c__hap1__n69	3q13.2	0.014463059093336866
LTR	427	10q24.2__hap1__n189	11q23.3	0.02594487405481761
LTR	427	4q35.2_hg38__hap1__n61	15p13a	0.008014957721144716
LTR	428	19p12c__hap1__n69	8q11.23_new	0.009573531741379386
LTR	428	10q24.2__hap1__n189	11q23.3	0.030825835710836524
LTR	428	4q35.2_hg38__hap1__n61	21p13	0.01224360139616154
LTR	429	19p12c__hap1__n69	12q14.1	0.012604518236933999
LTR	429	10q24.2__hap1__n189	12q14.1	0.032007168135717516
LTR	429	4q35.2_hg38__hap1__n61	15p13a	0.009811022011402618
LTR	430	19p12c__hap1__n69	12q14.1	0.016600753534930415
LTR	430	10q24.2__hap1__n189	10p12.1	0.030480247170927274
LTR	430	4q35.2_hg38__hap1__n61	22p13	0.00897230186466394
LTR	431	19p12c__hap1__n69	12q14.1	0.01723318539662113
LTR	431	10q24.2__hap1__n189	11q23.3	0.01828081130645124
LTR	431	4q35.2_hg38__hap1__n61	22p13	0.006718468821097362
LTR	432	19p12c__hap1__n69	8q11.23_new	0.009467955788614217
LTR	432	10q24.2__hap1__n189	19q12	0.026901810211392405
LTR	432	4q35.2_hg38__hap1__n61	15p13a	0.004303642869341068
LTR	433	19p12c__hap1__n69	12q14.1	0.0077773332381434555
LTR	433	10q24.2__hap1__n189	3q13.2	0.022484775617421227
LTR	433	4q35.2_hg38__hap1__n61	22p13	0.003795619440516318
LTR	434	19p12c__hap1__n69	3q27.2	0.008264419435242113
LTR	434	10q24.2__hap1__n189	12q14.1	0.018845257829771728
LTR	434	4q35.2_hg38__hap1__n61	15p13a	0.011777382027869848
LTR	435	19p12c__hap1__n69	8q11.23_new	0.012922139910820724
LTR	435	10q24.2__hap1__n189	8q11.23_new	0.02295322244646461
LTR	435	4q35.2_hg38__hap1__n61	15p13a	0.003822101972258865
LTR	436	19p12c__hap1__n69	8q11.23_new	0.012822802153693906
LTR	436	10q24.2__hap1__n189	3q13.2	0.0227460313578456
LTR	436	4q35.2_hg38__hap1__n61	15p13a	0.0016447656411345962
LTR	437	19p12c__hap1__n69	12q14.1	0.009637856110794981
LTR	437	10q24.2__hap1__n189	12q14.1	0.020286991320651624
LTR	437	4q35.2_hg38__hap1__n61	15p13a	0.005119454115629196
LTR	438	19p12c__hap1__n69	12q14.1	0.01078796737715355
LTR	438	10q24.2__hap1__n189	10p12.1	0.028222168576326583
LTR	438	4q35.2_hg38__hap1__n61	22p13	0.0021839251225775624
LTR	439	19p12c__hap1__n69	12q14.1	0.014733724386325616
LTR	439	10q24.2__hap1__n189	12q14.1	0.021391817091125625
LTR	439	4q35.2_hg38__hap1__n61	22p13	0.008348015516811441
LTR	440	19p12c__hap1__n69	22q11.21	0.008826023008686817
LTR	440	10q24.2__hap1__n189	11q23.3	0.030834574040222367
LTR	440	4q35.2_hg38__hap1__n61	15p13a	0.009188749126383428
LTR	441	19p12c__hap1__n69	3q13.2	0.01701870680172881
LTR	441	10q24.2__hap1__n189	11q23.3	0.031520238869488626
LTR	441	4q35.2_hg38__hap1__n61	15p13a	0.010679840143985944
LTR	442	19p12c__hap1__n69	12q14.1	0.015411609653709971
LTR	442	10q24.2__hap1__n189	3q27.2	0.022472672091030155
LTR	442	4q35.2_hg38__hap1__n61	15p13a	0.006929412257822343
LTR	443	19p12c__hap1__n69	22q11.21	0.01412139163427534
LTR	443	10q24.2__hap1__n189	8q11.23_new	0.02642624032316418
LTR	443	4q35.2_hg38__hap1__n61	15p13a	0.0028695035339166702
LTR	444	19p12c__hap1__n69	8q11.23_new	0.014890293044058884
LTR	444	10q24.2__hap1__n189	3q13.2	0.01687269719719089
LTR	444	4q35.2_hg38__hap1__n61	15p13a	0.01126351931239837
LTR	445	19p12c__hap1__n69	11q22.1	0.008287427518024849
LTR	445	10q24.2__hap1__n189	3q13.2	0.035317008198764564
LTR	445	4q35.2_hg38__hap1__n61	15p13a	0.006042553224447883
LTR	446	19p12c__hap1__n69	12q14.1	0.011563633006492302
LTR	446	10q24.2__hap1__n189	12q14.1	0.028611112037894147
LTR	446	4q35.2_hg38__hap1__n61	21p13	0.010147191221663049
LTR	447	19p12c__hap1__n69	10p12.1	0.011755737090380351
LTR	447	10q24.2__hap1__n189	12q14.1	0.030526075514677408
LTR	447	4q35.2_hg38__hap1__n61	15p13a	0.014723436238550422
LTR	448	19p12c__hap1__n69	8q11.23_new	0.006528428752609828
LTR	448	10q24.2__hap1__n189	8q11.23_new	0.01952949797504715
LTR	448	4q35.2_hg38__hap1__n61	22p13	0.0016016015433706343
LTR	449	19p12c__hap1__n69	Xq21.33	0.01648373274648561
LTR	449	10q24.2__hap1__n189	Xq21.33	0.025812713146262094
LTR	449	4q35.2_hg38__hap1__n61	15p13a	0.001997440141100218
LTR	450	19p12c__hap1__n69	8q11.23_new	0.013319549611794868
LTR	450	10q24.2__hap1__n189	3q13.2	0.03797722211567989
LTR	450	4q35.2_hg38__hap1__n61	15p13a	0.00032522056125727783
LTR	451	19p12c__hap1__n69	8q11.23_new	0.005341329254957681
LTR	451	10q24.2__hap1__n189	8q11.23_new	0.03126185548865841
LTR	451	4q35.2_hg38__hap1__n61	15p13a	0.0016556291375309229
LTR	452	19p12c__hap1__n69	3q27.2	0.013543397806216
LTR	452	10q24.2__hap1__n189	3q13.2	0.02814546571779547
LTR	452	4q35.2_hg38__hap1__n61	22p13	0.008125887360596232
LTR	453	19p12c__hap1__n69	8q11.23_new	0.01816618880888415
LTR	453	10q24.2__hap1__n189	3q13.2	0.02986238736623548
LTR	453	4q35.2_hg38__hap1__n61	15p13a	0.005425641143439186
LTR	454	19p12c__hap1__n69	12q14.1	0.013389279050028022
LTR	454	10q24.2__hap1__n189	12q14.1	0.025201898284527503
LTR	454	4q35.2_hg38__hap1__n61	15p13a	0.010748590993975016
LTR	455	19p12c__hap1__n69	8q11.23_new	0.01460573853597793
LTR	455	10q24.2__hap1__n189	11q23.3	0.019769035400055465
LTR	455	4q35.2_hg38__hap1__n61	15p13a	0.005430894473866715
LTR	456	19p12c__hap1__n69	7p22.1	0.009585084093336981
LTR	456	10q24.2__hap1__n189	7p22.1	0.018697153079034825
LTR	456	4q35.2_hg38__hap1__n61	15p13a	0.011834392948181172
LTR	457	19p12c__hap1__n69	8q11.23_new	0.015083864382072003
LTR	457	10q24.2__hap1__n189	8q11.23_new	0.030578744276695578
LTR	457	4q35.2_hg38__hap1__n61	15p13a	0.009648812520428068
LTR	458	19p12c__hap1__n69	12q14.1	0.012643104521246926
LTR	458	10q24.2__hap1__n189	22q11.21	0.02219373331548312
LTR	458	4q35.2_hg38__hap1__n61	21p13	0.001669453748036176
LTR	459	19p12c__hap1__n69	8q11.23_new	0.012293242231104135
LTR	459	10q24.2__hap1__n189	11q23.3	0.031139349792198158
LTR	459	4q35.2_hg38__hap1__n61	15p13a	0.009381152522461175
LTR	460	19p12c__hap1__n69	3q13.2	0.009902535174409435
LTR	460	10q24.2__hap1__n189	3q13.2	0.029013040676082485
LTR	460	4q35.2_hg38__hap1__n61	21p13	0.003425038512796172
LTR	461	19p12c__hap1__n69	3q27.2	0.012430350587180783
LTR	461	10q24.2__hap1__n189	Xq21.33	0.0204938525330096
LTR	461	4q35.2_hg38__hap1__n61	15p13a	0.004259059085639949
LTR	462	19p12c__hap1__n69	12q14.1	0.009796885792148984
LTR	462	10q24.2__hap1__n189	12q14.1	0.02549483541459512
LTR	462	4q35.2_hg38__hap1__n61	15p13a	0.005292247154632737
LTR	463	19p12c__hap1__n69	11q22.1	0.011432690526450247
LTR	463	10q24.2__hap1__n189	8q11.23_new	0.028582287394310023
LTR	463	4q35.2_hg38__hap1__n61	22p13	0.0057821757982583905
LTR	464	19p12c__hap1__n69	3q27.2	0.01643036642249429
LTR	464	10q24.2__hap1__n189	8q11.23_new	0.027990762416812632
LTR	464	4q35.2_hg38__hap1__n61	15p13a;22p13	0.010478390546001082
LTR	465	19p12c__hap1__n69	11q22.1	0.017499351886156048
LTR	465	10q24.2__hap1__n189	10p12.1	0.025185632449270804
LTR	465	4q35.2_hg38__hap1__n61	15p13a	0.001970200406674366
LTR	466	19p12c__hap1__n69	3q13.2	0.013906442917761816
LTR	466	10q24.2__hap1__n189	3q13.2	0.020911749058591708
LTR	466	4q35.2_hg38__hap1__n61	22p13	0.004779870008897721
LTR	467	19p12c__hap1__n69	22q11.21	0.01083343953907716
LTR	467	10q24.2__hap1__n189	3q13.2	0.023528368078249838
LTR	467	4q35.2_hg38__hap1__n61	15p13a	0.01012246606449868
LTR	468	19p12c__hap1__n69	3q13.2	0.015187788569653535
LTR	468	10q24.2__hap1__n189	3q13.2	0.03330066675725125
LTR	468	4q35.2_hg38__hap1__n61	15p13a	0.01103133884711123
LTR	469	19p12c__hap1__n69	8p23.1a_hg38	0.008321508975529537
LTR	469	10q24.2__hap1__n189	22q11.21	0.025706839330882306
LTR	469	4q35.2_hg38__hap1__n61	15p13a	0.003318576146970134
LTR	470	19p12c__hap1__n69	3q13.2	0.010472599723094207
LTR	470	10q24.2__hap1__n189	3q13.2	0.025230316544543403
LTR	470	4q35.2_hg38__hap1__n61	15p13a	0.0065223604816106034
LTR	471	19p12c__hap1__n69	8q11.23_new	0.010025868612565068
LTR	471	10q24.2__hap1__n189	8q11.23_new	0.02471770296754648
LTR	471	4q35.2_hg38__hap1__n61	21p13	0.009076140522300963
LTR	472	19p12c__hap1__n69	11q22.1	0.008380772052137527
LTR	472	10q24.2__hap1__n189	8q11.23_new	0.02569499394211583
LTR	472	4q35.2_hg38__hap1__n61	15p13a	0.00013161147683998786
LTR	473	19p12c__hap1__n69	8q11.23_new	0.017880262096614398
LTR	473	10q24.2__hap1__n189	3q27.2	0.02109458276214497
LTR	473	4q35.2_hg38__hap1__n61	15p13a	0.005278352002992676
LTR	474	19p12c__hap1__n69	8q11.23_new	0.01272012169929627
LTR	474	10q24.2__hap1__n189	11q23.3	0.034150750721828146
LTR	474	4q35.2_hg38__hap1__n61	15p13a	0.006866795851906027
LTR	475	19p12c__hap1__n69	22q11.21	0.00833331320429227
LTR	475	10q24.2__hap1__n189	10p12.1	0.024380751693417572
LTR	475	4q35.2_hg38__hap1__n61	15p13a	0.012616824893694797
LTR	476	19p12c__hap1__n69	3q13.2	0.00976853106786382
LTR	476	10q24.2__hap1__n189	3q13.2	0.032395915804680264
LTR	476	4q35.2_hg38__hap1__n61	15p13a	0.006814376822260854
LTR	477	19p12c__hap1__n69	11q22.1	0.01332667296987667
LTR	477	10q24.2__hap1__n189	3q13.2	0.022600806391772834
LTR	477	4q35.2_hg38__hap1__n61	15p13a	0.007924878431795693
LTR	478	19p12c__hap1__n69	12q14.1	0.012025352520881185
LTR	478	10q24.2__hap1__n189	3q13.2	0.0180156325884016
LTR	478	4q35.2_hg38__hap1__n61	15p13a	0.007814701021141235
LTR	479	19p12c__hap1__n69	8q11.23_new	0.014732580667395606
LTR	479	10q24.2__hap1__n189	12q14.1	0.03164811306924032
LTR	479	4q35.2_hg38__hap1__n61	15p13a	0.004334823697461396
LTR	480	19p12c__hap1__n69	22q11.21	0.012557144401471355
LTR	480	10q24.2__hap1__n189	11q23.3	0.02264046630473233
LTR	480	4q35.2_hg38__hap1__n61	15p13a	0.0046016290612754945
LTR	481	19p12c__hap1__n69	8q11.23_new	0.016819627796075907
LTR	481	10q24.2__hap1__n189	3q27.2	0.031240449593227786
LTR	481	4q35.2_hg38__hap1__n61	15p13a	0.009738814144710839
LTR	482	19p12c__hap1__n69	8q11.23_new	0.015356844376713884
LTR	482	10q24.2__hap1__n189	12q14.1	0.01665222431948548
LTR	482	4q35.2_hg38__hap1__n61	15p13a	0.0038082194489080234
LTR	483	19p12c__hap1__n69	3q27.2	0.01453656124123193
LTR	483	10q24.2__hap1__n189	11q23.3	0.02043960842379363
LTR	483	4q35.2_hg38__hap1__n61	15p13a	0.00429419427637584
LTR	484	19p12c__hap1__n69	19p12b	0.01625963199870987
LTR	484	10q24.2__hap1__n189	3q13.2	0.024023116961878338
LTR	484	4q35.2_hg38__hap1__n61	22p13	0.007554767906767165
LTR	485	19p12c__hap1__n69	12q14.1	0.012387926950999766
LTR	485	10q24.2__hap1__n189	3q27.2	0.01863757242597673
LTR	485	4q35.2_hg38__hap1__n61	15p13a	0.009980819815369218
LTR	486	19p12c__hap1__n69	22q11.21	0.01341850304025965
LTR	486	10q24.2__hap1__n189	3q13.2	0.019597595261125075
LTR	486	4q35.2_hg38__hap1__n61	15p13a	0.004926006817836712
LTR	487	19p12c__hap1__n69	3q13.2	0.01285607982298566
LTR	487	10q24.2__hap1__n189	11q23.3	0.02495408681565893
LTR	487	4q35.2_hg38__hap1__n61	15p13a	0.01144158217849367
LTR	488	19p12c__hap1__n69	12q14.1	0.014222345080493212
LTR	488	10q24.2__hap1__n189	10p12.1	0.025955698547724684
LTR	488	4q35.2_hg38__hap1__n61	15p13a	0.003467068221725614
LTR	489	19p12c__hap1__n69	22q11.21	0.007854247696581763
LTR	489	10q24.2__hap1__n189	11q23.3	0.02054212326809686
LTR	489	4q35.2_hg38__hap1__n61	15p13a	0.006878564328807055
LTR	490	19p12c__hap1__n69	11q22.1	0.015518731067118664
LTR	490	10q24.2__hap1__n189	7p22.1	0.03380428040174877
LTR	490	4q35.2_hg38__hap1__n61	15p13a	0.0027077447935238558
LTR	491	19p12c__hap1__n69	8q11.23_new	0.015187446181043585
LTR	491	10q24.2__hap1__n189	11q23.3	0.02759242632646849
LTR	491	4q35.2_hg38__hap1__n61	15p13a	0.0035667251741008654
LTR	492	19p12c__hap1__n69	8q11.23_new	0.012146883361615679
LTR	492	10q24.2__hap1__n189	22q11.21	0.030399455998470368
LTR	492	4q35.2_hg38__hap1__n61	22p13	0.004963765861300221
LTR	493	19p12c__hap1__n69	8q11.23_new	0.010596923235959807
