ID_Full	Locus	orig_Locus	ID	Haplotype	Source_Identifier	physical_locus_assignment	Structure	query	path	header	source_sha256
HG01784_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG01784	h2	HG01784#2#JBHDXI010000003.1:82677843-82685505	Xq28a	Fragment	q5971	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG01784_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG01784_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG01784#2#JBHDXI010000003.1:82678343-82685005 genomic_strand:+	5f59bbdf00bac546920ae5a627e775f94acbd1f06e389c4ccd99942a9e7dc792
HG01786_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG01786	h2	HG01786#2#JBHIIX010000011.1:100802552-100810214	Xq28a	Fragment	q5972	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG01786_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG01786_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG01786#2#JBHIIX010000011.1:100803052-100809714 genomic_strand:+	6955dbd1332c2c17b5ca64311a25a295f8cd349ced8fc9c4ecedb7d40aee0ba5
HG01884_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG01884	mat	HG01884#2#CM086433.1:152698080-152705739	Xq28a	Fragment	q5973	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG01884_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG01884_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG01884#2#CM086433.1:152698580-152705239 genomic_strand:+	271b1271004a67e4736691905cfa992b844920639a871da3681524fedf7810be
HG01884_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG01884	pat	HG01884#1#CM086417.1:152868767-152876426	Xq28a	Fragment	q5974	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG01884_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG01884_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG01884#1#CM086417.1:152869267-152875926 genomic_strand:+	fa55e645864c33eb4008f20de3324cb8d5c880d3f83ce369149d060091db9f9f
HG01890_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG01890	h1	HG01890#1#haplotype1-0000005#0:153550363-153590154	Xq28a	Fragment	q5975	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG01890_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG01890_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG01890#1#haplotype1-0000005#0:153550363-153590154 genomic_strand:+	02097e13bb80c0654ff3c97bdec0e12ec5fc0b4d03a98ee960a74edabf43e088
HG01891_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG01891	mat	HG01891#2#CM088214.1:152676757-152684416	Xq28a	Fragment	q5976	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG01891_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG01891_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG01891#2#CM088214.1:152677257-152683916 genomic_strand:+	f8d354437142181c7c227ad0950f0ab413b2a7146ad997cccd8eb7f29300aab2
HG01891_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG01891	pat	HG01891#1#CM088191.1:152939988-152947649	Xq28a	Fragment	q5977	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG01891_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG01891_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG01891#1#CM088191.1:152940488-152947149 genomic_strand:+	c9657a47e1cff9785d74bf04aeedc0c602f4f9eba55b9f1880402f2d2e6092a5
HG01960_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG01960	mat	HG01960#2#CM088682.1:151811995-151819654	Xq28a	Fragment	q5978	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG01960_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG01960_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG01960#2#CM088682.1:151812495-151819154 genomic_strand:+	4a8e07d864c14252cf6c4369d0d3ac5c1ae765d005b0c269e988bb58a72f6c89
HG02011_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02011	h2	HG02011#2#haplotype2-0000088#0:153429666-153469479	Xq28a	Fragment	q5979	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02011_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02011_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02011#2#haplotype2-0000088#0:153429666-153469479 genomic_strand:-	0e2e7f69d1b5d91047faa96597667f06b92f0ab9cc471e018d38e209c623e598
HG02015_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02015	mat	HG02015#2#JBHDVF010000009.1:33489914-33497575	Xq28a	Fragment	q5980	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02015_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02015_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02015#2#JBHDVF010000009.1:33490414-33497075 genomic_strand:+	a310d80acd821517ce1bbd174a0c4fa36b09c8c83a0752bc026c83270f174f63
HG02018_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02018	h1	HG02018#1#haplotype1-0000034#0:1413756-1453570	Xq28a	Fragment	q5981	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02018_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02018_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02018#1#haplotype1-0000034#0:1413756-1453570 genomic_strand:+	4022bcba733ef3b386a5a4e4023cae9922e8e29f2eceae40e8ee74b89fed4d18
HG02018_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02018	h2	HG02018#2#haplotype2-0000109#0:1426612-1466425	Xq28a	Fragment	q5982	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02018_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02018_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02018#2#haplotype2-0000109#0:1426612-1466425 genomic_strand:+	329119c35d4f8a8337e28201c4627e478981379293bf97718e7c5873fcd683eb
HG02055_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02055	mat	HG02055#2#CM092204.1:152267068-152274727	Xq28a	Fragment	q5983	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02055_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02055_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02055#2#CM092204.1:152267568-152274227 genomic_strand:+	7cc6b264f1998b60bac2df52e6c45d0242a7559278dde4f951c42d3a79cd2908
HG02056_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02056	mat	HG02056#2#JBHDVD010000006.1:82692068-82699730	Xq28a	Fragment	q5984	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02056_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02056_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02056#2#JBHDVD010000006.1:82692568-82699230 genomic_strand:+	11ba902466998f380ca065c586d3bc83bdaed0dd23b6df24094c8bb7a47bcf8c
HG02059_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02059	h1	HG02059#1#haplotype1-0000004#0:38953860-38993674	Xq28a	Fragment	q5985	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02059_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02059_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02059#1#haplotype1-0000004#0:38953860-38993674 genomic_strand:+	55293fa725cfd786ca0cd0018f3cb06b8c116633dcd8d9a77d5e28e74e80f20c
HG02059_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02059	h2	HG02059#2#haplotype2-0000134#0:1406870-1446687	Xq28a	Fragment	q5986	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02059_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02059_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02059#2#haplotype2-0000134#0:1406870-1446687 genomic_strand:-	4bdb246eea00d5584d732f3f57d0bce0c8980787b0e992f8a5e96bf40c260b3b
HG02106_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02106	h1	HG02106#1#haplotype1-0000045#0:1421974-1461791	Xq28a	Fragment	q5987	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02106_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02106_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02106#1#haplotype1-0000045#0:1421974-1461791 genomic_strand:-	6a44c9577b5fef48a987f90489166680d4f957578c913f43a44d07cad341e478
HG02106_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02106	h2	HG02106#2#haplotype2-0000110#0:1410018-1449832	Xq28a	Fragment	q5988	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02106_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02106_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02106#2#haplotype2-0000110#0:1410018-1449832 genomic_strand:-	046257ddc1c0ee7ea6edb6d7192af4d109e6bbe02b74301f699451afe29f34be
HG02109_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02109	pat	HG02109#1#CM092171.1:153484160-153491820	Xq28a	Fragment	q5989	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02109_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02109_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02109#1#CM092171.1:153484660-153491320 genomic_strand:+	a9214d719555edce76b7bbd4ff8ea3ac12dd59691f37eab3393eaef837b8c33f
HG02257_mat_hprc_r2_v1.1.0_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02257	mat	HG02257#2#JAGYVI020000011.1:52253271-52260930	Xq28a	Fragment	q5990	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02257_mat_hprc_r2_v1.1.0_HML-2_Xq28a.fa	HG02257_mat_hprc_r2_v1.1.0_HML-2_Xq28a assembly_coords:HG02257#2#JAGYVI020000011.1:52253771-52260430 genomic_strand:+	ddfae13a415bc7bf9ede563af24d9148f320129424d9ce51358994cbd1bc5a67
HG02257_pat_hprc_r2_v1.1.0_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02257	pat	HG02257#1#JAGYVH020000079.1:52262529-52270188	Xq28a	Fragment	q5991	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02257_pat_hprc_r2_v1.1.0_HML-2_Xq28a.fa	HG02257_pat_hprc_r2_v1.1.0_HML-2_Xq28a assembly_coords:HG02257#1#JAGYVH020000079.1:52263029-52269688 genomic_strand:+	dd2f7676f30f9c2f73eaa7f13a940860a5a5a5647eecf675e2079ca4380e6fb9
HG02258_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02258	mat	HG02258#2#JBHDUZ010000037.1:81650904-81658565	Xq28a	Fragment	q5992	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02258_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02258_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02258#2#JBHDUZ010000037.1:81651404-81658065 genomic_strand:+	ce8f98b9187f982d87a585e9446116084165c5adc5b35f33ff7486185a470c54
HG02273_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02273	h1	HG02273#1#CM087032.1:154451888-154459547	Xq28a	Fragment	q5993	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02273_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02273_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02273#1#CM087032.1:154452388-154459047 genomic_strand:+	3b2f575426017273d299b88fffaccd5d35446e10a03704c1ea0f4a62cf66134a
HG02280_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02280	mat	HG02280#2#CM086288.1:153343920-153351581	Xq28a	Fragment	q5994	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02280_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02280_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02280#2#CM086288.1:153344420-153351081 genomic_strand:+	3d7b2d7dd3c5480d3d40902fa544110fb3cf4ca631b5de0a8bfdf7ad38481046
HG02280_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02280	pat	HG02280#1#CM086300.1:152689978-152697637	Xq28a	Fragment	q5995	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02280_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02280_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02280#1#CM086300.1:152690478-152697137 genomic_strand:+	0d71815b97c97d9d0d60138091ae43fc6a58d4dd970dfeed531ec7cac33219d6
HG02282_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02282	h1	HG02282#1#haplotype1-0000023#0:29410392-29450196	Xq28a	Fragment	q5996	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02282_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02282_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02282#1#haplotype1-0000023#0:29410392-29450196 genomic_strand:+	7f7a24ae83aa2980922949bd531273034d1483c76c88fc7546486f90851f0041
HG02282_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02282	h2	HG02282#2#haplotype2-0000108#0:1275596-1315410	Xq28a	Fragment	q5997	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02282_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02282_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02282#2#haplotype2-0000108#0:1275596-1315410 genomic_strand:-	d48c21b70536ad433036e148dc095c622fc31e6256225e32e87f63e57648c583
HG02451_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02451	mat	HG02451#2#CM086233.1:152606228-152613889	Xq28a	Fragment	q5998	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02451_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02451_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02451#2#CM086233.1:152606728-152613389 genomic_strand:+	3931530c59ba3b6aea1f706d87a3521a1d49d3034df46f91b4903b3e29d8a021
HG02492_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02492	h2	HG02492#2#haplotype2-0000106#0:1426556-1466386	Xq28a	Fragment	q5999	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02492_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02492_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02492#2#haplotype2-0000106#0:1426556-1466386 genomic_strand:+	3a2b71c9378408dfa302423a8acf48c6bbf1c3107300c22902ccef18410b25da
HG02554_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02554	h1	HG02554#1#haplotype1-0000024#0:1421635-1461442	Xq28a	Fragment	q6000	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02554_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02554_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02554#1#haplotype1-0000024#0:1421635-1461442 genomic_strand:-	e46ffbd9afb3e79c514c87942edf3a7a12848ba4627aaac96a01251d1c81b6c8
HG02559_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02559	pat	HG02559#1#JAGYVK020000041.1:100825712-100833371	Xq28a	Fragment	q6001	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02559_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02559_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02559#1#JAGYVK020000041.1:100826212-100832871 genomic_strand:+	aa7cd5074d19d2cde53d896102ab43e1b48c3156cba353afa494b939bfa02173
HG02572_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02572	mat	HG02572#2#JAHAOV020000022.1:18875623-18883282	Xq28a	Fragment	q6002	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02572_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02572_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02572#2#JAHAOV020000022.1:18876123-18882782 genomic_strand:+	4f7581b00f7e6d2657f6f4bc32f7f7a7390f899b7a5ba7f6e89a87bd60f5e33b
HG02583_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02583	h1	HG02583#1#CM089501.1:153553664-153561324	Xq28a	Fragment	q6003	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02583_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02583_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02583#1#CM089501.1:153554164-153560824 genomic_strand:+	7e02f635fadc67fda169b18b64d71e22cfb1cc0b045925927685e20ba0e86bdc
HG02583_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02583	h2	HG02583#2#CM089527.1:152943168-152950827	Xq28a	Fragment	q6004	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02583_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02583_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02583#2#CM089527.1:152943668-152950327 genomic_strand:+	e8cd061417e3cfc8c07f4aa00fc949f33f3906c52de004441d9c617ab2d12d10
HG02587_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02587	h1	HG02587#1#haplotype1-0000034#0:152354898-152394704	Xq28a	Fragment	q6005	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02587_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02587_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02587#1#haplotype1-0000034#0:152354898-152394704 genomic_strand:+	313aad0b5e4b9235e67f88c3e23ed2e813ad1d19ed2ff1c20864ce468ad76165
HG02587_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02587	h2	HG02587#2#haplotype2-0000046#0:18762802-18802577	Xq28a	Fragment	q6006	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02587_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02587_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02587#2#haplotype2-0000046#0:18762802-18802577 genomic_strand:+	95a5ae390e1b32006b7b62221568561bfd5f270d2d9a4b04f92105c8cdf87ee7
HG02602_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02602	mat	HG02602#2#CM099712.1:154218601-154226260	Xq28a	Fragment	q6007	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02602_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02602_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02602#2#CM099712.1:154219101-154225760 genomic_strand:+	bf9f4c66499e0b0d4cea871ca3e387b5c9030677248a45cef80fad9632886c50
HG02615_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02615	mat	HG02615#2#JBHDTA010000005.1:81520176-81527837	Xq28a	Fragment	q6008	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02615_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02615_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02615#2#JBHDTA010000005.1:81520676-81527337 genomic_strand:+	3a773e46848b8ae22614d75f6dc5b5a1b209c3470abc54b652ff12d89f59ee45
HG02615_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02615	pat	HG02615#1#JBHDSZ010000019.1:81663072-81670733	Xq28a	Fragment	q6009	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02615_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02615_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02615#1#JBHDSZ010000019.1:81663572-81670233 genomic_strand:+	ff254b65c1f67a53ea53acc8d1dd75e57fb0261933f2afd698cf32e2a1c6e078
HG02666_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02666	h1	HG02666#1#haplotype1-0000029#0:1425134-1464931	Xq28a	Fragment	q6010	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02666_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02666_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02666#1#haplotype1-0000029#0:1425134-1464931 genomic_strand:-	fa16ae8c494eaeaa2c620cd138886bfda70f02348a9636bc99ca510d11f1b5df
HG02698_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02698	mat	HG02698#2#JBHDTM010000050.1:1449165-1456823	Xq28a	Fragment	q6011	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02698_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02698_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02698#2#JBHDTM010000050.1:1449665-1456323 genomic_strand:+	d131f6adf86594063a8ce114add3b7fa9784feae9e5d6b4319bd2fdb478a7c6f
HG02738_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02738	mat	HG02738#2#JBJXQK010000036.1:97795717-97803376	Xq28a	Fragment	q6012	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02738_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02738_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02738#2#JBJXQK010000036.1:97796217-97802876 genomic_strand:+	fceb7d64c4b87219cd129aa7b7f2fe9c2735399f7ba12192026c079a53d250f0
HG02809_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02809	pat	HG02809#1#CM088358.1:152138183-152145844	Xq28a	Fragment	q6013	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02809_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02809_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02809#1#CM088358.1:152138683-152145344 genomic_strand:+	33084452fa7e812285d17bb5cabd2e96316e408b84376516f8ecfe32985ade4e
HG02818_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02818	pat	HG02818#1#CM092008.1:152142457-152150116	Xq28a	Fragment	q6014	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02818_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02818_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02818#1#CM092008.1:152142957-152149616 genomic_strand:+	4fd74207ca9a1fa2fbf78efd32a2080c0c58f569fa141395659032ca6cd83096
HG02841_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02841	mat	HG02841#2#JBJKOH010000005.1:100717219-100724878	Xq28a	Fragment	q6015	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02841_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02841_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02841#2#JBJKOH010000005.1:100717719-100724378 genomic_strand:+	c050e1cf77fb6812840ed03709be086b184df4990e10d325adab1ba5fc1db032
HG02886_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02886	mat	HG02886#2#CM088138.1:151792794-151800453	Xq28a	Fragment	q6016	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02886_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02886_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02886#2#CM088138.1:151793294-151799953 genomic_strand:+	ea838f6d2090e44c0c723bb7ce83cf93f571806dfdd317b7b93c657fdaab4167
