region	tip_1	tip_2	mismatches	comparable_positions	nucleotide_difference	tree_distance
LTR	1p31.1a__hap1__n173	19p12a__hap2__n111	136	870	0.15632183908045977	0.13993906418220659
LTR	1p31.1a__hap1__n173	19p12b__hap1__n57	53	905	0.05856353591160221	0.05735951225491463
LTR	1p31.1a__hap1__n173	19p12b__hap2__n3	53	905	0.05856353591160221	0.058297735706098544
LTR	1p31.1a__hap1__n173	19p12c__hap1__n69	47	905	0.051933701657458566	0.05792452576581956
LTR	1p31.1a__hap1__n173	19p12c__hap2__n62	48	905	0.05303867403314917	0.05797748304495847
LTR	1p31.1a__hap1__n173	19p12d__hap1__n264	47	872	0.05389908256880734	0.05175026767154109
LTR	1p31.1a__hap1__n173	19p12d__hap2__n193	48	872	0.05504587155963303	0.05259920032165983
LTR	1p31.1a__hap1__n173	19p12e__hap1__n315	39	905	0.0430939226519337	0.04286728120521546
LTR	1p31.1a__hap1__n173	19p12e__hap2__n93	41	905	0.045303867403314914	0.043749619061266884
LTR	1p31.1a__hap1__n173	19p13.3__hap1__n107	54	895	0.060335195530726256	0.05559704121177581
LTR	1p31.1a__hap1__n173	19p13.3__hap2__n70	51	896	0.056919642857142856	0.058419657253892185
LTR	1p31.1a__hap1__n173	19q12__hap1__n314	47	905	0.051933701657458566	0.05399177335294846
LTR	1p31.1a__hap1__n173	19q12__hap2__n40	50	905	0.055248618784530384	0.05691969646316228
LTR	1p31.1a__hap1__n173	19q13.12b__hap1__n245	99	636	0.15566037735849056	0.1347345584639302
LTR	1p31.1a__hap1__n173	19q13.12b__hap2__n81	100	636	0.15723270440251572	0.13618488256444436
LTR	1p31.1a__hap1__n173	19q13.41__hap1__n201	121	605	0.2	0.18325310647232934
LTR	1p31.1a__hap1__n173	19q13.41__hap2__n133	119	598	0.19899665551839466	0.18371073400786023
LTR	1p31.1a__hap1__n173	19q13.42__hap1__n382	186	877	0.2120866590649943	0.202083602549023
LTR	1p31.1a__hap1__n173	19q13.42__hap2__n80	184	877	0.20980615735461802	0.2003804633919596
LTR	1p31.1a__hap2__n106	10p12.1__hap1__n269	55	901	0.06104328523862375	0.058097166315199206
LTR	1p31.1a__hap2__n106	10p12.1__hap2__n81	54	901	0.05993340732519423	0.05704668499440637
LTR	1p31.1a__hap2__n106	10p14__hap1__n252	27	811	0.03329223181257707	0.035724102739395705
LTR	1p31.1a__hap2__n106	10p14__hap2__n42	34	890	0.038202247191011236	0.04054540684939268
LTR	1p31.1a__hap2__n106	10q24.2__hap1__n189	55	893	0.06159014557670773	0.05494323547711056
LTR	1p31.1a__hap2__n106	10q24.2__hap2__n114	54	893	0.060470324748040316	0.054037142884145226
LTR	1p31.1a__hap2__n106	11p15.4__hap1__n117	139	541	0.25693160813308685	0.23905498309007264
LTR	1p31.1a__hap2__n106	11p15.4__hap2__n98	140	541	0.2587800369685767	0.24104482610144395
LTR	1p31.1a__hap2__n106	11p15.4b__hap1__n389	123	562	0.2188612099644128	0.20116047894184566
LTR	1p31.1a__hap2__n106	11p15.4b__hap2__n59	124	562	0.2206405693950178	0.20282118444000702
LTR	1p31.1a__hap2__n106	11q12.3__hap1__n361	126	873	0.14432989690721648	0.13546960380773865
LTR	1p31.1a__hap2__n106	11q12.3__hap2__n65	126	873	0.14432989690721648	0.135714478661524
LTR	1p31.1a__hap2__n106	11q22.1__hap1__n160	53	895	0.05921787709497207	0.06012078754023152
LTR	1p31.1a__hap2__n106	11q22.1__hap2__n88	52	901	0.05771365149833518	0.05694182352547908
LTR	1p31.1a__hap2__n106	11q23.3__hap1__n159	46	900	0.051111111111111114	0.0517515403069839
LTR	1p31.1a__hap2__n106	11q23.3__hap2__n147	49	900	0.05444444444444444	0.05407213067480266
LTR	1p31.1a__hap2__n106	12p11.21__hap1__n345	163	811	0.20098643649815043	0.1980288360038385
LTR	1p31.1a__hap2__n106	12p11.21__hap2__n103	162	811	0.1997533908754624	0.19706309148636425
LTR	1p31.1a__hap2__n106	12q13.2__hap1__n216	54	901	0.05993340732519423	0.060387644380417535
LTR	1p31.1a__hap2__n106	12q13.2__hap2__n61	54	895	0.060335195530726256	0.06042921505600404
LTR	1p31.1a__hap2__n106	12q14.1__hap1__n260	49	895	0.054748603351955305	0.05385861215776977
LTR	1p31.1a__hap2__n106	12q14.1__hap2__n127	49	901	0.05438401775804662	0.053838879701199015
LTR	1p31.1a__hap2__n106	12q24.33__hap1__n62	202	873	0.2313860252004582	0.21972274404080708
LTR	1p31.1a__hap2__n106	12q24.33__hap2__n14	203	874	0.2322654462242563	0.22084159598437392
LTR	1p31.1a__hap2__n106	13p13__hap1__n7	55	901	0.06104328523862375	0.0649241427531599
LTR	1p31.1a__hap2__n106	13p13__hap2__n4	58	901	0.06437291897891231	0.06817812592378966
LTR	1p31.1a__hap2__n106	14q11.2__hap1__n49	213	871	0.24454649827784156	0.2297630447875312
LTR	1p31.1a__hap2__n106	14q11.2__hap2__n26	212	871	0.24339839265212398	0.22854752412695648
LTR	1p31.1a__hap2__n106	14q32.33__hap1__n46	185	876	0.21118721461187215	0.1992163662297425
LTR	1p31.1a__hap2__n106	14q32.33__hap2__n1	186	876	0.21232876712328766	0.20035831877721627
LTR	1p31.1a__hap2__n106	15p13a__hap1__n12	126	540	0.23333333333333334	0.2243675280118243
LTR	1p31.1a__hap2__n106	15p13a__hap2__n11	128	540	0.23703703703703705	0.2280806181307061
LTR	1p31.1a__hap2__n106	15p13b__hap1__n9	53	901	0.058823529411764705	0.0637869954174715
LTR	1p31.1a__hap2__n106	15p13b__hap2__n5	54	901	0.05993340732519423	0.0632112881983864
LTR	1p31.1a__hap2__n106	16p11.2__hap1__n315	54	893	0.060470324748040316	0.0562968814230356
LTR	1p31.1a__hap2__n106	16p11.2__hap2__n30	53	891	0.05948372615039282	0.05621256963661828
LTR	1p31.1a__hap2__n106	19p12a__hap1__n256	137	870	0.15747126436781608	0.14363775757056868
LTR	1p31.1a__hap2__n106	19p12a__hap2__n111	137	870	0.15747126436781608	0.14476881982594184
LTR	1p31.1a__hap2__n106	19p12b__hap1__n57	58	901	0.06437291897891231	0.06218926789864988
LTR	1p31.1a__hap2__n106	19p12b__hap2__n3	58	901	0.06437291897891231	0.06312749134983381
LTR	1p31.1a__hap2__n106	19p12c__hap1__n69	50	901	0.05549389567147614	0.06275428140955482
LTR	1p31.1a__hap2__n106	19p12c__hap2__n62	51	901	0.05660377358490566	0.06280723868869373
LTR	1p31.1a__hap2__n106	19p12d__hap1__n264	48	868	0.055299539170506916	0.05658002331527635
LTR	1p31.1a__hap2__n106	19p12d__hap2__n193	49	868	0.056451612903225805	0.05742895596539509
LTR	1p31.1a__hap2__n106	19p12e__hap1__n315	42	901	0.04661487236403995	0.04769703684895073
LTR	1p31.1a__hap2__n106	19p12e__hap2__n93	46	901	0.051054384017758046	0.04857937470500215
LTR	1p31.1a__hap2__n106	19p13.3__hap1__n107	59	891	0.06621773288439955	0.06042679685551107
LTR	1p31.1a__hap2__n106	19p13.3__hap2__n70	56	892	0.06278026905829596	0.06324941289762745
LTR	1p31.1a__hap2__n106	19q12__hap1__n314	52	901	0.05771365149833518	0.05882152899668372
LTR	1p31.1a__hap2__n106	19q12__hap2__n40	55	901	0.06104328523862375	0.06174945210689754
LTR	1p31.1a__hap2__n106	19q13.12b__hap1__n245	100	632	0.15822784810126583	0.13956431410766545
LTR	1p31.1a__hap2__n106	19q13.12b__hap2__n81	101	632	0.15981012658227847	0.14101463820817964
LTR	1p31.1a__hap2__n106	19q13.41__hap1__n201	121	601	0.20133111480865223	0.1880828621160646
LTR	1p31.1a__hap2__n106	19q13.41__hap2__n133	120	594	0.20202020202020202	0.18854048965159548
LTR	1p31.1a__hap2__n106	19q13.42__hap1__n382	191	877	0.217787913340935	0.20691335819275825
LTR	1p31.1a__hap2__n106	19q13.42__hap2__n80	189	877	0.21550741163055873	0.20521021903569486
LTR	1p31.1a__hap2__n106	1p31.1a__hap1__n173	7	901	0.00776914539400666	0.00776914539400666
LTR	1p31.1b__hap1__n97	10p12.1__hap1__n269	13	961	0.013527575442247659	0.01215611291594695
LTR	1p31.1b__hap1__n97	10p12.1__hap2__n81	12	961	0.012486992715920915	0.011105631595154118
LTR	1p31.1b__hap1__n97	10p14__hap1__n252	49	811	0.06041923551171394	0.06050746636772768
LTR	1p31.1b__hap1__n97	10p14__hap2__n42	60	890	0.06741573033707865	0.06532877047772465
LTR	1p31.1b__hap1__n97	10q24.2__hap1__n189	30	938	0.031982942430703626	0.03197051344735887
LTR	1p31.1b__hap1__n97	10q24.2__hap2__n114	29	938	0.03091684434968017	0.03106442085439354
LTR	1p31.1b__hap1__n97	11p15.4__hap1__n117	151	606	0.24917491749174916	0.25640283541137365
LTR	1p31.1b__hap1__n97	11p15.4__hap2__n98	152	606	0.2508250825082508	0.258392678422745
LTR	1p31.1b__hap1__n97	11p15.4b__hap1__n389	137	625	0.2192	0.21850833126314664
LTR	1p31.1b__hap1__n97	11p15.4b__hap2__n59	138	625	0.2208	0.220169036761308
LTR	1p31.1b__hap1__n97	11q12.3__hap1__n361	135	873	0.15463917525773196	0.15281745612903966
LTR	1p31.1b__hap1__n97	11q12.3__hap2__n65	135	873	0.15463917525773196	0.153062330982825
LTR	1p31.1b__hap1__n97	11q22.1__hap1__n160	11	960	0.011458333333333333	0.014179734140979266
LTR	1p31.1b__hap1__n97	11q22.1__hap2__n88	8	961	0.008324661810613945	0.011000770126226828
LTR	1p31.1b__hap1__n97	11q23.3__hap1__n159	33	945	0.03492063492063492	0.03475150363513035
LTR	1p31.1b__hap1__n97	11q23.3__hap2__n147	34	905	0.03756906077348066	0.03707209400294911
LTR	1p31.1b__hap1__n97	12p11.21__hap1__n345	177	812	0.21798029556650247	0.21537668832513948
LTR	1p31.1b__hap1__n97	12p11.21__hap2__n103	176	812	0.21674876847290642	0.21441094380766523
LTR	1p31.1b__hap1__n97	12q13.2__hap1__n216	8	950	0.008421052631578947	0.008867930780787209
LTR	1p31.1b__hap1__n97	12q13.2__hap2__n61	8	944	0.00847457627118644	0.008909501456373717
LTR	1p31.1b__hap1__n97	12q14.1__hap1__n260	7	960	0.007291666666666667	0.0074751319975567936
LTR	1p31.1b__hap1__n97	12q14.1__hap2__n127	7	961	0.007284079084287201	0.007455399540986042
LTR	1p31.1b__hap1__n97	12q24.33__hap1__n62	203	874	0.2322654462242563	0.23707059636210806
LTR	1p31.1b__hap1__n97	12q24.33__hap2__n14	204	875	0.23314285714285715	0.2381894483056749
LTR	1p31.1b__hap1__n97	13p13__hap1__n7	43	906	0.04746136865342163	0.04792410608130636
LTR	1p31.1b__hap1__n97	13p13__hap2__n4	46	906	0.05077262693156733	0.05117808925193612
LTR	1p31.1b__hap1__n97	14q11.2__hap1__n49	213	872	0.24426605504587157	0.2471108971088322
LTR	1p31.1b__hap1__n97	14q11.2__hap2__n26	212	872	0.24311926605504589	0.24589537644825746
LTR	1p31.1b__hap1__n97	14q32.33__hap1__n46	187	877	0.21322690992018245	0.2165642185510435
LTR	1p31.1b__hap1__n97	14q32.33__hap2__n1	188	877	0.21436716077537057	0.21770617109851725
LTR	1p31.1b__hap1__n97	15p13a__hap1__n12	140	604	0.23178807947019867	0.24171538033312528
LTR	1p31.1b__hap1__n97	15p13a__hap2__n11	142	604	0.23509933774834438	0.24542847045200708
LTR	1p31.1b__hap1__n97	15p13b__hap1__n9	42	906	0.046357615894039736	0.04678695874561795
LTR	1p31.1b__hap1__n97	15p13b__hap2__n5	41	906	0.04525386313465784	0.04621125152653285
LTR	1p31.1b__hap1__n97	16p11.2__hap1__n315	15	938	0.015991471215351813	0.018982641537188167
LTR	1p31.1b__hap1__n97	16p11.2__hap2__n30	15	936	0.016025641025641024	0.018898329750770847
LTR	1p31.1b__hap1__n97	19p12a__hap1__n256	137	870	0.15747126436781608	0.16098560989186966
LTR	1p31.1b__hap1__n97	19p12a__hap2__n111	138	870	0.15862068965517243	0.16211667214724282
LTR	1p31.1b__hap1__n97	19p12b__hap1__n57	16	961	0.01664932362122789	0.01624821449939763
LTR	1p31.1b__hap1__n97	19p12b__hap2__n3	17	961	0.01768990634755463	0.017186437950581546
LTR	1p31.1b__hap1__n97	19p12c__hap1__n69	16	961	0.01664932362122789	0.018990801975671448
LTR	1p31.1b__hap1__n97	19p12c__hap2__n62	16	961	0.01664932362122789	0.019043759254810357
LTR	1p31.1b__hap1__n97	19p12d__hap1__n264	32	913	0.03504928806133625	0.03360730128552466
LTR	1p31.1b__hap1__n97	19p12d__hap2__n193	31	913	0.033953997809419496	0.0344562339356434
LTR	1p31.1b__hap1__n97	19p12e__hap1__n315	58	905	0.06408839779005525	0.06504488917025171
LTR	1p31.1b__hap1__n97	19p12e__hap2__n93	57	905	0.06298342541436464	0.06592722702630313
LTR	1p31.1b__hap1__n97	19p13.3__hap1__n107	32	896	0.03571428571428571	0.035373490636508076
LTR	1p31.1b__hap1__n97	19p13.3__hap2__n70	35	897	0.03901895206243032	0.03819610667862445
LTR	1p31.1b__hap1__n97	19q12__hap1__n314	9	961	0.009365244536940686	0.009348474385080227
LTR	1p31.1b__hap1__n97	19q12__hap2__n40	10	961	0.01040582726326743	0.012276397495294047
LTR	1p31.1b__hap1__n97	19q13.12b__hap1__n245	109	696	0.15660919540229884	0.15691216642896647
LTR	1p31.1b__hap1__n97	19q13.12b__hap2__n81	110	696	0.15804597701149425	0.15836249052948065
LTR	1p31.1b__hap1__n97	19q13.41__hap1__n201	139	663	0.2096530920060332	0.20543071443736557
LTR	1p31.1b__hap1__n97	19q13.41__hap2__n133	139	656	0.21189024390243902	0.20588834197289646
LTR	1p31.1b__hap1__n97	19q13.42__hap1__n382	198	878	0.2255125284738041	0.22426121051405923
LTR	1p31.1b__hap1__n97	19q13.42__hap2__n80	196	878	0.22323462414578588	0.22255807135699585
LTR	1p31.1b__hap1__n97	1p31.1a__hap1__n173	47	905	0.051933701657458566	0.05316237804919103
LTR	1p31.1b__hap1__n97	1p31.1a__hap2__n106	52	901	0.05771365149833518	0.05799213369292629
LTR	1p31.1b__hap2__n72	10p12.1__hap1__n269	13	961	0.013527575442247659	0.01215656913981229
LTR	1p31.1b__hap2__n72	10p12.1__hap2__n81	12	961	0.012486992715920915	0.011106087819019459
LTR	1p31.1b__hap2__n72	10p14__hap1__n252	50	811	0.06165228113440197	0.060507922591593016
LTR	1p31.1b__hap2__n72	10p14__hap2__n42	60	890	0.06741573033707865	0.06532922670158998
LTR	1p31.1b__hap2__n72	10q24.2__hap1__n189	30	938	0.031982942430703626	0.03197096967122422
LTR	1p31.1b__hap2__n72	10q24.2__hap2__n114	29	938	0.03091684434968017	0.03106487707825888
LTR	1p31.1b__hap2__n72	11p15.4__hap1__n117	152	606	0.2508250825082508	0.256403291635239
LTR	1p31.1b__hap2__n72	11p15.4__hap2__n98	153	606	0.2524752475247525	0.2583931346466103
LTR	1p31.1b__hap2__n72	11p15.4b__hap1__n389	138	625	0.2208	0.218508787487012
LTR	1p31.1b__hap2__n72	11p15.4b__hap2__n59	139	625	0.2224	0.22016949298517335
LTR	1p31.1b__hap2__n72	11q12.3__hap1__n361	136	873	0.15578465063001146	0.152817912352905
LTR	1p31.1b__hap2__n72	11q12.3__hap2__n65	136	873	0.15578465063001146	0.15306278720669036
LTR	1p31.1b__hap2__n72	11q22.1__hap1__n160	11	960	0.011458333333333333	0.014180190364844606
LTR	1p31.1b__hap2__n72	11q22.1__hap2__n88	8	961	0.008324661810613945	0.011001226350092166
LTR	1p31.1b__hap2__n72	11q23.3__hap1__n159	33	945	0.03492063492063492	0.03475195985899569
LTR	1p31.1b__hap2__n72	11q23.3__hap2__n147	34	905	0.03756906077348066	0.03707255022681445
LTR	1p31.1b__hap2__n72	12p11.21__hap1__n345	178	812	0.21921182266009853	0.21537714454900483
LTR	1p31.1b__hap2__n72	12p11.21__hap2__n103	177	812	0.21798029556650247	0.21441140003153059
LTR	1p31.1b__hap2__n72	12q13.2__hap1__n216	8	950	0.008421052631578947	0.008868387004652548
LTR	1p31.1b__hap2__n72	12q13.2__hap2__n61	8	944	0.00847457627118644	0.008909957680239057
LTR	1p31.1b__hap2__n72	12q14.1__hap1__n260	7	960	0.007291666666666667	0.007475588221422133
LTR	1p31.1b__hap2__n72	12q14.1__hap2__n127	7	961	0.007284079084287201	0.007455855764851382
LTR	1p31.1b__hap2__n72	12q24.33__hap1__n62	204	874	0.2334096109839817	0.2370710525859734
LTR	1p31.1b__hap2__n72	12q24.33__hap2__n14	205	875	0.2342857142857143	0.23818990452954025
LTR	1p31.1b__hap2__n72	13p13__hap1__n7	43	906	0.04746136865342163	0.0479245623051717
LTR	1p31.1b__hap2__n72	13p13__hap2__n4	46	906	0.05077262693156733	0.05117854547580146
LTR	1p31.1b__hap2__n72	14q11.2__hap1__n49	214	872	0.24541284403669725	0.24711135333269754
LTR	1p31.1b__hap2__n72	14q11.2__hap2__n26	213	872	0.24426605504587157	0.2458958326721228
LTR	1p31.1b__hap2__n72	14q32.33__hap1__n46	188	877	0.21436716077537057	0.21656467477490884
LTR	1p31.1b__hap2__n72	14q32.33__hap2__n1	189	877	0.21550741163055873	0.2177066273223826
LTR	1p31.1b__hap2__n72	15p13a__hap1__n12	141	604	0.23344370860927152	0.24171583655699064
LTR	1p31.1b__hap2__n72	15p13a__hap2__n11	143	604	0.2367549668874172	0.24542892667587243
LTR	1p31.1b__hap2__n72	15p13b__hap1__n9	42	906	0.046357615894039736	0.04678741496948329
LTR	1p31.1b__hap2__n72	15p13b__hap2__n5	41	906	0.04525386313465784	0.046211707750398186
LTR	1p31.1b__hap2__n72	16p11.2__hap1__n315	15	938	0.015991471215351813	0.018983097761053506
LTR	1p31.1b__hap2__n72	16p11.2__hap2__n30	15	936	0.016025641025641024	0.018898785974636186
LTR	1p31.1b__hap2__n72	19p12a__hap1__n256	138	870	0.15862068965517243	0.16098606611573502
LTR	1p31.1b__hap2__n72	19p12a__hap2__n111	139	870	0.15977011494252874	0.16211712837110817
LTR	1p31.1b__hap2__n72	19p12b__hap1__n57	16	961	0.01664932362122789	0.01624867072326297
LTR	1p31.1b__hap2__n72	19p12b__hap2__n3	17	961	0.01768990634755463	0.017186894174446885
LTR	1p31.1b__hap2__n72	19p12c__hap1__n69	16	961	0.01664932362122789	0.018991258199536787
LTR	1p31.1b__hap2__n72	19p12c__hap2__n62	16	961	0.01664932362122789	0.0190442154786757
LTR	1p31.1b__hap2__n72	19p12d__hap1__n264	32	913	0.03504928806133625	0.03360775750939
LTR	1p31.1b__hap2__n72	19p12d__hap2__n193	31	913	0.033953997809419496	0.03445669015950874
LTR	1p31.1b__hap2__n72	19p12e__hap1__n315	58	905	0.06408839779005525	0.06504534539411705
LTR	1p31.1b__hap2__n72	19p12e__hap2__n93	57	905	0.06298342541436464	0.06592768325016847
LTR	1p31.1b__hap2__n72	19p13.3__hap1__n107	32	896	0.03571428571428571	0.035373946860373415
LTR	1p31.1b__hap2__n72	19p13.3__hap2__n70	35	897	0.03901895206243032	0.03819656290248979
LTR	1p31.1b__hap2__n72	19q12__hap1__n314	9	961	0.009365244536940686	0.009348930608945568
LTR	1p31.1b__hap2__n72	19q12__hap2__n40	10	961	0.01040582726326743	0.012276853719159387
LTR	1p31.1b__hap2__n72	19q13.12b__hap1__n245	110	696	0.15804597701149425	0.15691262265283182
LTR	1p31.1b__hap2__n72	19q13.12b__hap2__n81	111	696	0.15948275862068967	0.158362946753346
LTR	1p31.1b__hap2__n72	19q13.41__hap1__n201	140	663	0.21116138763197587	0.20543117066123093
LTR	1p31.1b__hap2__n72	19q13.41__hap2__n133	140	656	0.21341463414634146	0.2058887981967618
LTR	1p31.1b__hap2__n72	19q13.42__hap1__n382	197	878	0.224373576309795	0.22426166673792458
LTR	1p31.1b__hap2__n72	19q13.42__hap2__n80	195	878	0.22209567198177677	0.2225585275808612
LTR	1p31.1b__hap2__n72	1p31.1a__hap1__n173	47	905	0.051933701657458566	0.05316283427305637
LTR	1p31.1b__hap2__n72	1p31.1a__hap2__n106	52	901	0.05771365149833518	0.057992589916791626
LTR	1p31.1b__hap2__n72	1p31.1b__hap1__n97	2	966	0.002070393374741201	0.0020703933747412
LTR	1p34.3__hap1__n2	10p12.1__hap1__n269	126	921	0.13680781758957655	0.13543286720065909
LTR	1p34.3__hap1__n2	10p12.1__hap2__n81	125	921	0.13572204125950055	0.13438238587986626
LTR	1p34.3__hap1__n2	10p14__hap1__n252	89	807	0.11028500619578686	0.12049531493188655
LTR	1p34.3__hap1__n2	10p14__hap2__n42	106	878	0.12072892938496584	0.12531661904188351
LTR	1p34.3__hap1__n2	10q24.2__hap1__n189	126	913	0.1380065717415115	0.13227893636257043
LTR	1p34.3__hap1__n2	10q24.2__hap2__n114	127	913	0.13910186199342825	0.13137284376960512
LTR	1p34.3__hap1__n2	11p15.4__hap1__n117	140	566	0.24734982332155478	0.21012829174342132
LTR	1p34.3__hap1__n2	11p15.4__hap2__n98	141	566	0.24911660777385158	0.21211813475479263
LTR	1p34.3__hap1__n2	11p15.4b__hap1__n389	108	586	0.18430034129692832	0.17223378759519434
LTR	1p34.3__hap1__n2	11p15.4b__hap2__n59	109	586	0.18600682593856654	0.1738944930933557
LTR	1p34.3__hap1__n2	11q12.3__hap1__n361	66	866	0.07621247113163972	0.0904540536710523
LTR	1p34.3__hap1__n2	11q12.3__hap2__n65	68	866	0.07852193995381063	0.09069892852483766
LTR	1p34.3__hap1__n2	11q22.1__hap1__n160	126	915	0.1377049180327869	0.1374564884256914
LTR	1p34.3__hap1__n2	11q22.1__hap2__n88	126	921	0.13680781758957655	0.13427752441093896
LTR	1p34.3__hap1__n2	11q23.3__hap1__n159	122	920	0.13260869565217392	0.12908724119244377
LTR	1p34.3__hap1__n2	11q23.3__hap2__n147	120	892	0.13452914798206278	0.13140783156026253
LTR	1p34.3__hap1__n2	12p11.21__hap1__n345	119	804	0.1480099502487562	0.15301328586715213
LTR	1p34.3__hap1__n2	12p11.21__hap2__n103	118	804	0.14676616915422885	0.1520475413496779
LTR	1p34.3__hap1__n2	12q13.2__hap1__n216	129	921	0.14006514657980457	0.13772334526587743
LTR	1p34.3__hap1__n2	12q13.2__hap2__n61	128	915	0.13989071038251366	0.13776491594146392
LTR	1p34.3__hap1__n2	12q14.1__hap1__n260	122	915	0.13333333333333333	0.13119431304322965
LTR	1p34.3__hap1__n2	12q14.1__hap2__n127	123	921	0.13355048859934854	0.1311745805866589
LTR	1p34.3__hap1__n2	12q24.33__hap1__n62	183	866	0.2113163972286374	0.19079605269415573
LTR	1p34.3__hap1__n2	12q24.33__hap2__n14	185	867	0.21337946943483277	0.19191490463772257
LTR	1p34.3__hap1__n2	13p13__hap1__n7	130	893	0.1455767077267637	0.14225984363861977
LTR	1p34.3__hap1__n2	13p13__hap2__n4	133	893	0.14893617021276595	0.14551382680924954
LTR	1p34.3__hap1__n2	14q11.2__hap1__n49	197	864	0.22800925925925927	0.20083635344087988
LTR	1p34.3__hap1__n2	14q11.2__hap2__n26	196	864	0.22685185185185186	0.19962083278030515
LTR	1p34.3__hap1__n2	14q32.33__hap1__n46	163	869	0.18757192174913695	0.17028967488309119
LTR	1p34.3__hap1__n2	14q32.33__hap2__n1	164	869	0.18872266973532797	0.17143162743056495
LTR	1p34.3__hap1__n2	15p13a__hap1__n12	121	563	0.21492007104795738	0.195440836665173
LTR	1p34.3__hap1__n2	15p13a__hap2__n11	122	563	0.216696269982238	0.1991539267840548
LTR	1p34.3__hap1__n2	15p13b__hap1__n9	129	893	0.1444568868980963	0.14112269630293137
LTR	1p34.3__hap1__n2	15p13b__hap2__n5	130	893	0.1455767077267637	0.14054698908384625
LTR	1p34.3__hap1__n2	16p11.2__hap1__n315	127	913	0.13910186199342825	0.13363258230849545
LTR	1p34.3__hap1__n2	16p11.2__hap2__n30	127	911	0.1394072447859495	0.13354827052207816
LTR	1p34.3__hap1__n2	19p12a__hap1__n256	99	864	0.11458333333333333	0.10869842930540849
LTR	1p34.3__hap1__n2	19p12a__hap2__n111	102	864	0.11805555555555555	0.10982949156078166
LTR	1p34.3__hap1__n2	19p12b__hap1__n57	128	921	0.13897937024972856	0.13952496878410975
LTR	1p34.3__hap1__n2	19p12b__hap2__n3	128	921	0.13897937024972856	0.1404631922352937
LTR	1p34.3__hap1__n2	19p12c__hap1__n69	129	921	0.14006514657980457	0.14008998229501468
LTR	1p34.3__hap1__n2	19p12c__hap2__n62	129	921	0.14006514657980457	0.1401429395741536
LTR	1p34.3__hap1__n2	19p12d__hap1__n264	120	888	0.13513513513513514	0.13391572420073622
LTR	1p34.3__hap1__n2	19p12d__hap2__n193	121	888	0.13626126126126126	0.13476465685085498
LTR	1p34.3__hap1__n2	19p12e__hap1__n315	103	893	0.11534154535274356	0.11737594677809807
LTR	1p34.3__hap1__n2	19p12e__hap2__n93	105	893	0.11758118701007839	0.11825828463414949
LTR	1p34.3__hap1__n2	19p13.3__hap1__n107	121	883	0.13703284258210646	0.13776249774097094
LTR	1p34.3__hap1__n2	19p13.3__hap2__n70	127	884	0.1436651583710407	0.1405851137830873
LTR	1p34.3__hap1__n2	19q12__hap1__n314	127	921	0.13789359391965256	0.1361572298821436
LTR	1p34.3__hap1__n2	19q12__hap2__n40	130	921	0.14115092290988057	0.1390851529923574
LTR	1p34.3__hap1__n2	19q13.12b__hap1__n245	63	658	0.09574468085106383	0.09454876397097911
LTR	1p34.3__hap1__n2	19q13.12b__hap2__n81	64	658	0.0972644376899696	0.09599908807149327
LTR	1p34.3__hap1__n2	19q13.41__hap1__n201	94	625	0.1504	0.14306731197937822
LTR	1p34.3__hap1__n2	19q13.41__hap2__n133	93	618	0.15048543689320387	0.14352493951490913
LTR	1p34.3__hap1__n2	19q13.42__hap1__n382	154	870	0.17701149425287357	0.17798666684610692
LTR	1p34.3__hap1__n2	19q13.42__hap2__n80	150	870	0.1724137931034483	0.17628352768904354
LTR	1p34.3__hap1__n2	1p31.1a__hap1__n173	111	893	0.12430011198208286	0.1131502266133499
LTR	1p34.3__hap1__n2	1p31.1a__hap2__n106	110	889	0.12373453318335208	0.11797998225708517
LTR	1p34.3__hap1__n2	1p31.1b__hap1__n97	127	921	0.13789359391965256	0.13532783457838615
LTR	1p34.3__hap1__n2	1p31.1b__hap2__n72	128	921	0.13897937024972856	0.1353282908022515
LTR	1p36.21a__hap1__n306	10p12.1__hap1__n269	143	625	0.2288	0.2276809903623617
LTR	1p36.21a__hap1__n306	10p12.1__hap2__n81	142	625	0.2272	0.22663050904156887
LTR	1p36.21a__hap1__n306	10p14__hap1__n252	103	480	0.21458333333333332	0.21274343809358917
LTR	1p36.21a__hap1__n306	10p14__hap2__n42	116	557	0.20825852782764812	0.21756474220358615
LTR	1p36.21a__hap1__n306	10q24.2__hap1__n189	140	612	0.22875816993464052	0.22452705952427301
LTR	1p36.21a__hap1__n306	10q24.2__hap2__n114	141	612	0.23039215686274508	0.2236209669313077
LTR	1p36.21a__hap1__n306	11p15.4__hap1__n117	113	600	0.18833333333333332	0.1802917747015279
LTR	1p36.21a__hap1__n306	11p15.4__hap2__n98	114	600	0.19	0.18228161771289925
LTR	1p36.21a__hap1__n306	11p15.4b__hap1__n389	64	620	0.1032258064516129	0.10323480989864689
LTR	1p36.21a__hap1__n306	11p15.4b__hap2__n59	65	620	0.10483870967741936	0.10489551539680828
LTR	1p36.21a__hap1__n306	11q12.3__hap1__n361	112	549	0.2040072859744991	0.19879103562278996
LTR	1p36.21a__hap1__n306	11q12.3__hap2__n65	112	549	0.2040072859744991	0.19903591047657532
LTR	1p36.21a__hap1__n306	11q22.1__hap1__n160	144	630	0.22857142857142856	0.229704611587394
LTR	1p36.21a__hap1__n306	11q22.1__hap2__n88	141	625	0.2256	0.22652564757264157
