query	locus	gene	length	sha256	ID_Full	Source_Identifier	oriented_source_start	source_strand
q6035	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03452_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03452#2#haplotype2-0000102#0:10027984-10067817	4055	+
q6036	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03453_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03453#2#CM088046.1:152581995-152589655	4055	+
q6037	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03453_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03453#1#CM088022.1:152558275-152565934	4054	+
q6038	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03456_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#2#haplotype2-0000145#0:152494794-152534597	4054	+
q6039	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03470_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HG03470#1#CM091835.1:153953734-153961393	4054	+
q6040	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03471_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HG03471#2#JBHDXE010000008.1:152400221-152407880	4054	+
q6041	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03516_pat_hprc_r2_v1.1.0_HML-2_Xq28a	HG03516#1#CM089217.1:152621287-152628946	4054	+
q6042	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03520_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03520#1#haplotype1-0000025#0:10031310-10071107	1728	+
q6043	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03520_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03520#2#haplotype2-0000154#0:4651394-4691205	4056	+
q6044	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03540_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03540#2#JAGYVX020000060.1:100927228-100934888	4055	+
q6045	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03540_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03540#1#JAGYVY020000075.1:96226961-96234620	4054	+
q6046	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03583_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HG03583#2#JBHIKB010000001.1:101413300-101420959	4054	+
q6047	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03654_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03654#2#JBHDTO010000059.1:1448451-1456110	4054	+
q6048	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03683_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03683#1#haplotype1-0000031#0:1416127-1455942	1728	+
q6049	Xq28a	env	2110	f6b1462a9d367e5d5c55231483598e433c932449c95bb2fbb88416ba76e1212a	HG03683_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03683#2#haplotype2-0000084#0:1415814-1455627	4054	+
q6050	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03704_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03704#1#JBHDRL010000011.1:100890474-100898133	4054	+
q6051	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03732_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03732#2#haplotype2-0000099#0:1416689-1456506	4057	+
q6052	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03742_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HG03742#2#JBHDXM010000046.1:82558105-82565764	4054	+
q6053	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03784_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HG03784#2#JBIRDM010000013.1:101063231-101070890	4054	+
q6054	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03804_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03804#1#JBHIGQ010000051.1:152580629-152588288	4054	+
q6055	Xq28a	env	2110	8e7e3c7ddeb79fd796cf3aab811e21427a34e42da4e03feebd559b8c8689103d	HG03807_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03807#1#haplotype1-0000026#0:1422360-1462184	4054	+
q6056	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03807_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG03807#2#haplotype2-0000103#0:1415651-1455477	4054	+
q6057	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03816_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03816#1#CM100039.1:153527689-153535348	4054	+
q6058	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03831_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03831#2#JBHDSO010000006.1:101434616-101442276	4055	+
q6059	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03831_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03831#1#JBHDSN010000042.1:101462512-101470171	4054	+
q6060	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03834_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03834#2#CM085821.1:152349646-152357305	4054	+
q6061	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03834_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03834#1#CM085808.1:152742621-152750280	4054	+
q6062	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03874_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HG03874#1#JBHIIS010000006.1:81601825-81609484	4054	+
q6063	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03874_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HG03874#2#JBHIIT010000041.1:81528217-81535879	4057	+
q6064	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03942_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG03942#2#JBHIGT010000070.1:1449464-1457123	4054	+
q6065	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04036_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG04036#1#haplotype1-0000013#0:27682596-27722404	1728	+
q6066	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04036_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG04036#2#haplotype2-0000089#0:24674763-24714594	4055	+
q6067	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04157_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG04157#2#JBHIGV010000006.1:33608732-33616391	4054	+
q6068	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04160_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG04160#2#JBHIGX010000021.1:1251509-1259168	4054	+
q6069	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04184_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HG04184#1#JBHDSH010000047.1:101216853-101224512	4054	+
q6070	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04199_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HG04199#2#CM086799.1:153503993-153511655	4057	+
q6071	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04217_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG04217#1#haplotype1-0000028#0:151356161-151395980	1728	+
q6072	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04217_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HG04217#2#haplotype2-0000058#0:1412133-1451950	1728	+
q6073	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG06807_mat_v1.0.genbank_HML-2_Xq28a	HG06807#2#CM101451.1:152262966-152270626	4055	+
q6074	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG06807_pat_v1.0.genbank_HML-2_Xq28a	HG06807#1#CM101417.1:152653574-152661233	4054	+
q6075	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA12329_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA12329#1#haplotype1-0000017#0:759725-799544	1728	+
q6076	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA12329_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA12329#2#haplotype2-0000074#0:759768-799580	1728	+
q6077	Xq28a	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	NA18505_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA18505#1#JBHIJY010000042.1:100534820-100542481	4056	+
q6078	Xq28a	env	2110	c6ea65a6ab827f52fc67ddf8115eddb25199a1ef47b208d5475167f05df567a9	NA18505_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA18505#2#JBHIJZ010000010.1:99728448-99736109	4056	+
q6079	Xq28a	env	2110	c6ea65a6ab827f52fc67ddf8115eddb25199a1ef47b208d5475167f05df567a9	NA18508_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA18508#1#CM089654.1:153243520-153251181	4056	+
q6080	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18508_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA18508#2#CM089662.1:153039860-153047519	4054	+
q6081	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18522_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA18522#2#JBHDWD010000014.1:4708864-4716523	4054	+
q6082	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18534_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA18534#2#haplotype2-0000074#0:1412297-1452110	4054	+
q6083	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18565_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA18565#1#CM094329.1:153183624-153191283	4054	+
q6084	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18879_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA18879#2#JBJUVN010000017.1:7746954-7754613	4054	+
q6085	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18906_mat_hprc_r2_v1.0.1_HML-2_Xq28a	NA18906#2#JAHEON020000051.1:97378159-97385819	4055	+
q6086	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18906_pat_hprc_r2_v1.0.1_HML-2_Xq28a	NA18906#1#CM091946.1:151735038-151742697	4054	+
q6087	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18939_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA18939#1#haplotype1-0000003#0:38775832-38815648	1728	+
q6088	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18939_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA18939#2#haplotype2-0000135#0:1354799-1394612	1728	+
q6089	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18960_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA18960#2#CM101571.1:153793265-153800924	4054	+
q6090	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18989_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA18989#2#haplotype2-0000134#0:152299200-152339013	4054	+
q6091	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19036_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA19036#1#CM089737.1:152436452-152444111	4054	+
q6092	Xq28a	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	NA19036_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA19036#2#CM089750.1:153137882-153145542	4055	+
q6093	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19129_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19129#1#haplotype1-0000026#0:152300192-152340005	1728	+
q6094	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19129_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19129#2#haplotype2-0000093#0:1416775-1456578	4054	+
q6095	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19159_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA19159#1#JBJXQL010000016.1:82608609-82616270	4056	+
q6096	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19185_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA19185#1#JBHDXR010000009.1:101097143-101104804	4056	+
q6097	Xq28a	env	2110	c6ea65a6ab827f52fc67ddf8115eddb25199a1ef47b208d5475167f05df567a9	NA19185_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA19185#2#JBHDXS010000003.1:100074656-100082316	4055	+
q6098	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19238_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19238#1#haplotype1-0000003#0:1423198-1463031	4054	+
q6099	Xq28a	env	2110	c6ea65a6ab827f52fc67ddf8115eddb25199a1ef47b208d5475167f05df567a9	NA19238_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19238#2#haplotype2-0000099#0:1424772-1464563	4056	+
q6100	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19239_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19239#2#haplotype2-0000096#0:152732702-152772505	4054	+
q6101	Xq28a	env	2110	c6ea65a6ab827f52fc67ddf8115eddb25199a1ef47b208d5475167f05df567a9	NA19240_mat_hprc_r2_v1.0.1_HML-2_Xq28a	NA19240#2#CM099627.1:153009207-153016868	4056	+
q6102	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19240_pat_hprc_r2_v1.0.1_HML-2_Xq28a	NA19240#1#CM099589.1:152716274-152723933	4054	+
q6103	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19317_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19317#2#haplotype2-0000065#0:153361995-153401826	4054	+
q6104	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19331_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19331#2#haplotype2-0000163#0:1412553-1452384	4054	+
q6105	Xq28a	env	2110	c6ea65a6ab827f52fc67ddf8115eddb25199a1ef47b208d5475167f05df567a9	NA19347_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19347#2#haplotype2-0000090#0:153650591-153690359	4056	+
q6106	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19384_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19384#2#haplotype2-0000126#0:151965632-152005448	1728	+
q6107	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19391_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA19391#1#CM087800.1:152730918-152738577	4054	+
q6108	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19391_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA19391#2#CM087815.1:153021273-153028932	4054	+
q6109	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19434_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19434#1#haplotype1-0000022#0:149373047-149412861	1728	+
q6110	Xq28a	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	NA19434_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19434#2#haplotype2-0000105#0:1296971-1336761	1728	+
q6111	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19443_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA19443#2#JBHIIR010000044.1:104276499-104284160	4056	+
q6112	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19468_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA19468#1#JBHDXX010000001.1:100295662-100303321	4054	+
q6113	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19650_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19650#2#haplotype2-0000073#0:153020210-153060023	1728	+
q6114	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19700_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA19700#2#CM089646.1:151768022-151775683	4056	+
q6115	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19705_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19705#2#haplotype2-0000091#0:152664100-152703917	1728	+
q6116	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19776_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA19776#2#JBIRDC010000008.1:81555863-81563525	4057	+
q6117	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19835_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA19835#1#JBIRCZ010000014.1:7718004-7725663	4054	+
q6118	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19835_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA19835#2#JBIRDA010000044.1:7835000-7842660	4055	+
q6119	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19836_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#1#haplotype1-0000017#0:23213399-23253234	4055	+
q6120	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19836_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19836#2#haplotype2-0000126#0:27815156-27854959	4054	+
q6121	Xq28a	env	2110	5d5828d64029248ca776926734c2020e8b1fef200e51ee910481cac9df278399	NA19909_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA19909#1#CM094131.1:153239122-153246781	4054	+
q6122	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19983_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19983#1#haplotype1-0000024#0:1414704-1454523	1728	+
q6123	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19983_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA19983#2#haplotype2-0000087#0:152926272-152966077	1728	+
q6124	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20129_mat_hprc_r2_v1.0.1_HML-2_Xq28a	NA20129#2#JAHEPD020000013.1:81643362-81651021	4054	+
q6125	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20129_pat_hprc_r2_v1.0.1_HML-2_Xq28a	NA20129#1#JAHEPE020000056.1:81818411-81826070	4054	+
q6126	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20282_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA20282#1#CM094279.1:153253761-153261420	4054	+
q6127	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20355_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#1#haplotype1-0000011#0:45655098-45694931	1728	+
q6128	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20355_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA20355#2#haplotype2-0000171#0:1422087-1461890	4054	+
q6129	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20503_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA20503#1#JBKOQS010000008.1:153467219-153474881	4057	+
q6130	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20509_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA20509#2#haplotype2-0000087#0:1413941-1453747	1728	+
q6131	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20752_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA20752#2#JBJUVR010000050.1:81587637-81595296	4054	+
q6132	Xq28a	env	2110	3095930624d0b8f4c4e47261c70f58f1671279b82d4c24510dba3788fdf01624	NA20847_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA20847#1#haplotype1-0000043#0:1422364-1462176	1728	+
q6133	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20847_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA20847#2#haplotype2-0000140#0:132547451-132587266	1728	+
q6134	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20905_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA20905#2#JBHDWZ010000011.1:101824755-101832414	4054	+
q6135	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21102_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	NA21102#1#CM094433.1:153872337-153879996	4054	+
q6136	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21110_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	NA21110#2#CM089694.1:153733353-153741015	4057	+
q6137	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21309_pat_hprc_r2_v1.0.1_HML-2_Xq28a	NA21309#1#JAHEPC020000016.1:92154659-92162320	4056	+
q6138	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21487_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA21487#1#haplotype1-0000008#0:37886202-37926015	4057	+
q6139	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21487_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA21487#2#haplotype2-0000141#0:153285474-153325281	4054	+
q6140	Xq28a	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA24385_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	NA24385#1#haplotype1-0000005#0:152890176-152929989	4056	+
q6141	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00097_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00097#1#CM094074.1:154180309-154183792	4057	+
q6142	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00097_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00097#2#CM094089.1:153615325-153618806	4057	+
