Locus	ID_Full	source_identifier	historical_catalog_source_sha256	alignment_sha256	spliced_alignment_sha256
HML-2_14q32.33	HG02391_hap1_hprc_r2_v1.0.1_HML-2_14q32.33	HG02391#1#JBHDXJ010000013.1:98348656-98352662	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02391_hap2_hprc_r2_v1.0.1_HML-2_14q32.33	HG02391#2#JBHDXK010000041.1:89243790-89247796	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02392_hap1_hprc_r2_v1.0.1_HML-2_14q32.33	HG02392#1#CM099886.1:99294471-99298477	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02392_hap2_hprc_r2_v1.0.1_HML-2_14q32.33	HG02392#2#CM099895.1:98943133-98947139	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02451_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02451#2#JBHDRK010000048.1:93381031-93385037	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02451_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02451#1#JBHDRJ010000014.1:96105671-96109673	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02486_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02486#2#JAGYVL020000011.1:96773995-96778001	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02486_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02486#1#JAGYVM020000037.1:98461854-98465860	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02514_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02514#2#JBJKOJ010000006.1:97177281-97181287	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02514_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02514#1#JBJKOI010000007.1:95945351-95949357	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02523_mat_hprc_r2_v1.0.1_HML-2_14q32.33_alt1	HG02523#2#JBHDTU010000015.1:1852-5858	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02523_mat_hprc_r2_v1.0.1_HML-2_14q32.33_alt2	HG02523#2#JBHDTU010000043.1:98388049-98392055	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02523_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02523#1#JBHDTT010000014.1:95774182-95778188	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02554_h1_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02554#1#haplotype1-0000028#0:169561-202532	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02554_h2_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02554#2#haplotype2-0000189#0:169227-202225	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02559_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02559#2#JAGYVJ020000037.1:88116725-88120731	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02559_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02559#1#JAGYVK020000042.1:3042919-3046921	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02572_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02572#2#JAHAOV020000050.1:98624381-98628387	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02572_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02572#1#JAHAOW020000036.1:103246930-103250932	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02583_hap2_hprc_r2_v1.0.1_HML-2_14q32.33	HG02583#2#JBHIIV010000048.1:54604-58610	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02587_h1_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02587#1#haplotype1-0000018#0:806560-839566	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02587_h2_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02587#2#haplotype2-0000070#0:96292346-96325350	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02602_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02602#2#JBJUVL010000003.1:98074943-98078949	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02602_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02602#1#JBJUVK010000010.1:95906174-95910180	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02615_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02615#2#JBHDTA010000003.1:97376032-97380038	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02615_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02615#1#JBHDSZ010000015.1:97002174-97006176	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02622_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02622#2#JAHAON020000017.1:97168915-97172921	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02622_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02622#1#JAHAOO020000016.1:99373176-99377177	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02630_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02630#2#JAHAOP020000011.1:95136635-95140636	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02630_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02630#1#JAHAOQ020000073.1:95912390-95916392	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02647_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02647#2#JBHDSQ010000004.1:96958476-96962478	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02647_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02647#1#JBHDSP010000018.1:452918-456924	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02666_h1_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02666#1#haplotype1-0000004#0:98406690-98439623	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02666_h2_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02666#2#haplotype2-0000087#0:96196933-96229904	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02698_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02698#2#JBHDTM010000029.1:98324890-98328896	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02698_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02698#1#JBHDTL010000003.1:97522414-97526420	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02717_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02717#2#JAHAOR020000054.1:3446812-3450818	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02717_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02717#1#JAHAOS020000002.1:95381448-95385450	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02723_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02723#2#JAHEOT020000007.1:97862970-97866972	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02723_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02723#1#JAHEOU020000003.1:98399539-98403541	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02735_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02735#2#JBHIIJ010000054.1:95246867-95250873	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02735_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02735#1#JBHIII010000074.1:449677-453683	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02738_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02738#2#JBJXQK010000035.1:98036727-98040733	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02769_h1_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02769#1#haplotype1-0000041#0:94797633-94830633	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02809_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02809#2#JBHIGP010000018.1:445991-449997	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02809_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02809#1#JBHIGO010000008.1:98095111-98099117	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02818_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02818#2#JAHEOR020000018.1:96256559-96260565	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02818_pat_hprc_r2_v1.0.1_HML-2_14q32.33_alt1	HG02818#1#JAHEOS020000018.1:91768904-91771711	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02818_pat_hprc_r2_v1.0.1_HML-2_14q32.33_alt2	HG02818#1#JAHEOS020000018.1:91785429-91787039	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	47f28fb90958a76ee39f474b842d7cbcb92582dec15d86e0113759beb67cf46c
HML-2_14q32.33	HG02841_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02841#2#JBJKOH010000002.1:96017304-96021306	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02841_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02841#1#JBJKOG010000043.1:98433578-98437584	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02886_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02886#2#JAHAOT020000005.1:96638471-96642473	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02886_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02886#1#JAHAOU020000059.1:96587188-96591194	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02922_hap1_hprc_r2_v1.0.1_HML-2_14q32.33	HG02922#1#JBHDVO010000057.1:95860522-95864523	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02922_hap2_hprc_r2_v1.0.1_HML-2_14q32.33	HG02922#2#JBHDVP010000052.1:97132267-97136269	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02953_h1_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG02953#1#haplotype1-0000118#0:55890-88770	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02965_hap1_hprc_r2_v1.0.1_HML-2_14q32.33	HG02965#1#CM087353.1:101535052-101539058	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02965_hap2_hprc_r2_v1.0.1_HML-2_14q32.33_alt1	HG02965#2#JBHDWR010000023.1:11377-15383	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02965_hap2_hprc_r2_v1.0.1_HML-2_14q32.33_alt2	HG02965#2#JBHDWR010000011.1:96978788-96982790	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02976_hap1_hprc_r2_v1.0.1_HML-2_14q32.33	HG02976#1#JBHDVW010000006.1:95350395-95354397	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG02976_hap2_hprc_r2_v1.0.1_HML-2_14q32.33	HG02976#2#JBHDVX010000052.1:96499732-96503738	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02984_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02984#2#JBJKON010000050.1:94727951-94731957	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG02984_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG02984#1#CM098797.1:99363750-99367752	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
HML-2_14q32.33	HG03009_h1_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#1#haplotype1-0000005#0:96981379-97014341	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG03009_h2_HML-2_14q32.33_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#2#haplotype2-0000058#0:96763453-96796410	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG03017_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG03017#2#JBHIIF010000003.1:96833099-96837105	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG03041_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG03041#2#JBHIHR010000015.1:97940761-97944767	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG03041_pat_hprc_r2_v1.0.1_HML-2_14q32.33	HG03041#1#JBHIHQ010000034.1:99039457-99043463	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	781fc1a286253775dc62a4f28f43503af882bb41a5e423dec71e0773f4ef688e
HML-2_14q32.33	HG03050_mat_hprc_r2_v1.0.1_HML-2_14q32.33	HG03050#2#JBJKOL010000015.1:103296475-103300477	3511b8f5caee380623d9b652b085d72f9ec3a62784676486e5ecc58f96287611	fa90ad71f379de6e0e429e6564049b975b215f4c5bb7e3030e1e7a324d8c0e5e	8f488f0a0ca506e3977f3f9351ae5d6f5956c72f944b0fa6b5fc3f663efcdea8
