alignment	record	original_locus	locus	sample	haplotype	newly_admitted	candidate_source_count	ID_Full	Source_Identifier	source_binding_basis	copy_suffixed_record	physical_locus_changed_from_extraction	aligned_canonical_bases	aligned_sequence_sha256
10p14_carrier_kcon.aln.fa	NA21106_hap2	10p14	10p14	NA21106	h2	0	1	NA21106_hap2_hprc_r2_v1.0.1_HML-2_10p14	NA21106#2#CM089591.1:6825321-6835814	unique_original_catalog_slot	0	0	9278	dbe79521413c4b7e6e6f593746bf8626f22238f6f0c1343e1cff8df3423b6d05
10p14_carrier_kcon.aln.fa	NA21110_hap1	10p14	10p14	NA21110	h1	0	1	NA21110_hap1_hprc_r2_v1.0.1_HML-2_10p14	NA21110#1#CM089669.1:6809236-6819729	unique_original_catalog_slot	0	0	9278	994c758f80b452332cfb6719224154d3d4164c421bce716db67c9dc6a384ee39
10p14_carrier_kcon.aln.fa	NA21110_hap2	10p14	10p14	NA21110	h2	0	1	NA21110_hap2_hprc_r2_v1.0.1_HML-2_10p14	NA21110#2#CM089685.1:6819348-6829922	unique_original_catalog_slot	0	0	9357	1d1f773b2e49038041b86c6321ae53ae24674c0739cdae9484655614b7b6a184
10p14_carrier_kcon.aln.fa	NA21144_hap1	10p14	10p14	NA21144	h1	0	1	NA21144_hap1_hprc_r2_v1.0.1_HML-2_10p14	NA21144#1#CM094098.1:6819854-6830347	unique_original_catalog_slot	0	0	9278	994c758f80b452332cfb6719224154d3d4164c421bce716db67c9dc6a384ee39
10p14_carrier_kcon.aln.fa	NA21144_hap2	10p14	10p14	NA21144	h2	0	1	NA21144_hap2_hprc_r2_v1.0.1_HML-2_10p14	NA21144#2#CM094114.1:6816334-6826905	unique_original_catalog_slot	0	0	9356	3df2b8d4b407fccdc81cced256127484bf5a7139a5afb3d10ba2243edd997f0e
10p14_carrier_kcon.aln.fa	NA21309_pat	10p14	10p14	NA21309	pat	0	1	NA21309_pat_hprc_r2_v1.0.1_HML-2_10p14	NA21309#1#CM092113.1:6813303-6824061	unique_original_catalog_slot	0	0	9356	fe39ac076f6d30c03e584237ffd9f638563f143928c5ed1f41c6763c2308e459
10p14_carrier_kcon.aln.fa	NA21487_h1	10p14	10p14	NA21487	h1	0	1	NA21487_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	NA21487#1#haplotype1-0000002#0:6808410-6847931	unique_original_catalog_slot	0	0	9278	994c758f80b452332cfb6719224154d3d4164c421bce716db67c9dc6a384ee39
10p14_carrier_kcon.aln.fa	NA21487_h2	10p14	10p14	NA21487	h2	0	1	NA21487_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	NA21487#2#haplotype2-0000135#0:6805405-6845002	unique_original_catalog_slot	0	0	9278	994c758f80b452332cfb6719224154d3d4164c421bce716db67c9dc6a384ee39
10p14_carrier_kcon.aln.fa	NA24385_h1	10p14	10p14	NA24385	h1	0	1	NA24385_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	NA24385#1#haplotype1-0000009#0:128884964-128924498	unique_original_catalog_slot	0	0	9278	994c758f80b452332cfb6719224154d3d4164c421bce716db67c9dc6a384ee39
10p14_carrier_kcon.aln.fa	NA24385_h2	10p14	10p14	NA24385	h2	0	1	NA24385_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	NA24385#2#haplotype2-0000090#0:6805673-6845301	unique_original_catalog_slot	0	0	9356	fe39ac076f6d30c03e584237ffd9f638563f143928c5ed1f41c6763c2308e459
10q24.2_carrier_kcon.aln.fa	HG00096_h1	10q24.2	10q24.2	HG00096	h1	0	1	HG00096_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00096#1#haplotype1-0000025#0:102356998-102395451	unique_original_catalog_slot	0	0	7193	3f4b8e02daff6d81b3ad898b46362e1d683498ffd9e2dbcf22d049c13985adfe
10q24.2_carrier_kcon.aln.fa	HG00096_h2	10q24.2	10q24.2	HG00096	h2	0	1	HG00096_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00096#2#haplotype2-0000118#0:101405554-101443417	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00097_hap1	10q24.2	10q24.2	HG00097	h1	0	1	HG00097_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00097#1#CM094066.1:100520364-100528784	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00097_hap2	10q24.2	10q24.2	HG00097	h2	0	1	HG00097_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00097#2#CM094081.1:100608191-100616611	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00099_hap1	10q24.2	10q24.2	HG00099	h1	0	1	HG00099_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00099#1#CM087321.1:100562921-100571341	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00099_hap2	10q24.2	10q24.2	HG00099	h2	0	1	HG00099_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00099#2#CM087365.1:101175416-101183836	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00126_hap2	10q24.2	10q24.2	HG00126	h2	0	1	HG00126_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00126#2#CM090128.1:101247593-101256013	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00128_hap1	10q24.2	10q24.2	HG00128	h1	0	1	HG00128_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00128#1#CM090084.1:101832526-101840946	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00128_hap2	10q24.2	10q24.2	HG00128	h2	0	1	HG00128_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00128#2#CM090099.1:102084989-102093409	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00133_hap2	10q24.2	10q24.2	HG00133	h2	0	1	HG00133_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00133#2#CM090068.1:101241301-101249721	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00140_hap1	10q24.2	10q24.2	HG00140	h1	0	1	HG00140_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00140#1#CM087115.1:101365554-101373968	unique_original_catalog_slot	0	0	7187	7961c81e1afcb0f8cdb8c180e4ac716a931886b0a325daac83f6a4978f3a4352
10q24.2_carrier_kcon.aln.fa	HG00140_hap2	10q24.2	10q24.2	HG00140	h2	0	1	HG00140_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00140#2#CM087140.1:101879222-101887642	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00146_hap2	10q24.2	10q24.2	HG00146	h2	0	1	HG00146_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00146#2#CM090038.1:102406679-102415099	unique_original_catalog_slot	0	0	7193	8fbb73cb9a482ea5b4eab10ad30ff5036559a08033c5a9637f6f3e1f2e467349
10q24.2_carrier_kcon.aln.fa	HG00171_h1	10q24.2	10q24.2	HG00171	h1	0	1	HG00171_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00171#1#haplotype1-0000034#0:100505451-100543553	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00171_h2	10q24.2	10q24.2	HG00171	h2	0	1	HG00171_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00171#2#haplotype2-0000170#0:101851450-101888566	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00235_hap2	10q24.2	10q24.2	HG00235	h2	0	1	HG00235_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00235#2#CM094400.1:100739229-100747644	unique_original_catalog_slot	0	0	7187	46e2f98edb5eecd493c8d3614ef90757aceb2c7d7308ec29ccc2e985043c87ad
10q24.2_carrier_kcon.aln.fa	HG00253_hap1	10q24.2	10q24.2	HG00253	h1	0	1	HG00253_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00253#1#CM094463.1:100512811-100521230	unique_original_catalog_slot	0	0	7192	029675badcdbdb851725234798c38454ebfc27ac89da49c92b8c210642b49e12
10q24.2_carrier_kcon.aln.fa	HG00253_hap2	10q24.2	10q24.2	HG00253	h2	0	1	HG00253_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00253#2#CM094485.1:101891620-101900040	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00268_h1	10q24.2	10q24.2	HG00268	h1	0	1	HG00268_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00268#1#haplotype1-0000011#0:100867286-100905389	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00268_h2	10q24.2	10q24.2	HG00268	h2	0	1	HG00268_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00268#2#haplotype2-0000058#0:101573334-101610551	unique_original_catalog_slot	0	0	7192	4d4537cbb6e16fc825cff293a16942647b28049aa685672fd06d0e83b0532e7d
10q24.2_carrier_kcon.aln.fa	HG00272_hap1	10q24.2	10q24.2	HG00272	h1	0	1	HG00272_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00272#1#CM094193.1:100121886-100130306	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00272_hap2	10q24.2	10q24.2	HG00272	h2	0	1	HG00272_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00272#2#CM094220.1:101488623-101497042	unique_original_catalog_slot	0	0	7192	4d4537cbb6e16fc825cff293a16942647b28049aa685672fd06d0e83b0532e7d
10q24.2_carrier_kcon.aln.fa	HG00280_hap1	10q24.2	10q24.2	HG00280	h1	0	1	HG00280_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00280#1#CM087153.1:101787484-101795904	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00280_hap2	10q24.2	10q24.2	HG00280	h2	0	1	HG00280_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00280#2#CM087164.1:101385228-101393648	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00320_hap2	10q24.2	10q24.2	HG00320	h2	0	1	HG00320_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00320#2#CM089969.1:100530267-100538687	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00321_hap1	10q24.2	10q24.2	HG00321	h1	0	1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00321#1#CM089545.1:101181538-101189958	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00321_hap2	10q24.2	10q24.2	HG00321	h2	0	1	HG00321_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00321#2#CM089576.1:100810910-100819330	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00329_hap1	10q24.2	10q24.2	HG00329	h1	0	1	HG00329_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00329#1#CM094230.1:101136132-101144552	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00344_hap2	10q24.2	10q24.2	HG00344	h2	0	1	HG00344_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00344#2#CM094516.1:101151420-101159840	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00350_hap1	10q24.2	10q24.2	HG00350	h1	0	1	HG00350_hap1_hprc_r2_v1.0.1_HML-2_10q24.2	HG00350#1#CM094475.1:101956306-101964726	unique_original_catalog_slot	0	0	7193	85c96ad6e8b7d989dc21a4cf889a3cbde16d8dab843419546a15e3b907582fd0
10q24.2_carrier_kcon.aln.fa	HG00350_hap2	10q24.2	10q24.2	HG00350	h2	0	1	HG00350_hap2_hprc_r2_v1.0.1_HML-2_10q24.2	HG00350#2#CM094494.1:101268084-101276503	unique_original_catalog_slot	0	0	7192	029675badcdbdb851725234798c38454ebfc27ac89da49c92b8c210642b49e12
10q24.2_carrier_kcon.aln.fa	HG00358_h1	10q24.2	10q24.2	HG00358	h1	0	1	HG00358_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00358#1#haplotype1-0000023#0:33891638-33929725	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00358_h2	10q24.2	10q24.2	HG00358	h2	0	1	HG00358_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00358#2#haplotype2-0000103#0:33906540-33944667	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00423_mat	10q24.2	10q24.2	HG00423	mat	0	1	HG00423_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00423#2#CM089419.1:101833572-101841992	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00423_pat	10q24.2	10q24.2	HG00423	pat	0	1	HG00423_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00423#1#CM089404.1:101418262-101426682	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00438_mat	10q24.2	10q24.2	HG00438	mat	0	1	HG00438_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00438#2#CM089194.1:102361246-102369666	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00438_pat	10q24.2	10q24.2	HG00438	pat	0	1	HG00438_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00438#1#CM089176.1:102821752-102830172	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00512_h1	10q24.2	10q24.2	HG00512	h1	0	1	HG00512_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00512#1#haplotype1-0000010#0:33572272-33610319	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00512_h2	10q24.2	10q24.2	HG00512	h2	0	1	HG00512_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00512#2#haplotype2-0000277#0:33612424-33650311	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00513_h1	10q24.2	10q24.2	HG00513	h1	0	1	HG00513_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00513#1#haplotype1-0000015#0:101383093-101421251	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00513_h2	10q24.2	10q24.2	HG00513	h2	0	1	HG00513_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00513#2#haplotype2-0000119#0:33840216-33878286	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00558_mat	10q24.2	10q24.2	HG00558	mat	0	1	HG00558_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00558#2#CM088528.1:100542875-100551295	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00597_mat	10q24.2	10q24.2	HG00597	mat	0	1	HG00597_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00597#2#CM085787.1:101856895-101865315	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00597_pat	10q24.2	10q24.2	HG00597	pat	0	1	HG00597_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00597#1#CM085773.1:102138763-102147183	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG005_mat	10q24.2	10q24.2	HG005	mat	0	1	HG005_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG005#2#CM099979.1:100871018-100879438	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG005_pat	10q24.2	10q24.2	HG005	pat	0	1	HG005_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG005#1#CM099990.1:101292119-101300539	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00609_mat	10q24.2	10q24.2	HG00609	mat	0	1	HG00609_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00609#2#CM086365.1:104517029-104525449	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00609_pat	10q24.2	10q24.2	HG00609	pat	0	1	HG00609_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00609#1#CM086353.1:101991976-102000396	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00621_mat	10q24.2	10q24.2	HG00621	mat	0	1	HG00621_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00621#2#CM087868.1:100941628-100950048	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00621_pat	10q24.2	10q24.2	HG00621	pat	0	1	HG00621_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00621#1#CM087855.1:101320762-101329182	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00639_mat	10q24.2	10q24.2	HG00639	mat	0	1	HG00639_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00639#2#CM088558.1:100519578-100527994	unique_original_catalog_slot	0	0	7190	56dd474445f8c6f30c500433450ef715e2b137a088fb8c3d7f7e87ebe448311c
10q24.2_carrier_kcon.aln.fa	HG00639_pat	10q24.2	10q24.2	HG00639	pat	0	1	HG00639_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00639#1#CM088544.1:100676453-100684873	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00642_mat	10q24.2	10q24.2	HG00642	mat	0	1	HG00642_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00642#2#CM086624.1:100177406-100185826	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00658_mat	10q24.2	10q24.2	HG00658	mat	0	1	HG00658_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00658#2#CM088802.1:101043392-101051812	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00658_pat	10q24.2	10q24.2	HG00658	pat	0	1	HG00658_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00658#1#CM088780.1:102230631-102239051	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00673_mat	10q24.2	10q24.2	HG00673	mat	0	1	HG00673_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00673#2#CM089161.1:101829831-101838251	unique_original_catalog_slot	0	0	7193	37a86d9db463b4487c69b4db213a5a1b60a24f332f34094ffc9b408eae1b306b
10q24.2_carrier_kcon.aln.fa	HG00673_pat	10q24.2	10q24.2	HG00673	pat	0	1	HG00673_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00673#1#CM089148.1:100865287-100873707	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00706_mat	10q24.2	10q24.2	HG00706	mat	0	1	HG00706_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00706#2#CM100064.1:101144338-101152758	unique_original_catalog_slot	0	0	7193	1470da6f4aca214e5334785f16c790ad0b89e3eb83809e74b7513c5be8258bc2
10q24.2_carrier_kcon.aln.fa	HG00731_h1	10q24.2	10q24.2	HG00731	h1	0	1	HG00731_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00731#1#haplotype1-0000021#0:100474533-100512657	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00731_h2	10q24.2	10q24.2	HG00731	h2	0	1	HG00731_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00731#2#haplotype2-0000056#0:102614602-102652689	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00732_h1	10q24.2	10q24.2	HG00732	h1	0	1	HG00732_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00732#1#haplotype1-0000011#0:33895793-33933669	unique_original_catalog_slot	0	0	7193	8bf3d7c01d6074de74b8f0c0bef30478c8e735757f6f59503edd9de1732b1e20
10q24.2_carrier_kcon.aln.fa	HG00732_h2	10q24.2	10q24.2	HG00732	h2	0	1	HG00732_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00732#2#haplotype2-0000090#0:33925248-33962185	unique_original_catalog_slot	0	0	7187	34a9edc6880a2ec932d23597022433babaece2fdc238aec4492a448f418f3995
10q24.2_carrier_kcon.aln.fa	HG00735_mat	10q24.2	10q24.2	HG00735	mat	0	1	HG00735_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00735#2#CM087891.1:100745354-100753773	unique_original_catalog_slot	0	0	7192	4d4537cbb6e16fc825cff293a16942647b28049aa685672fd06d0e83b0532e7d
10q24.2_carrier_kcon.aln.fa	HG00735_pat	10q24.2	10q24.2	HG00735	pat	0	1	HG00735_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00735#1#CM087882.1:101984450-101992870	unique_original_catalog_slot	0	0	7193	de2181d2b978300df90321a3e2ac6bebaa3027459ec297960276ee51270a6491
10q24.2_carrier_kcon.aln.fa	HG00738_pat	10q24.2	10q24.2	HG00738	pat	0	1	HG00738_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00738#1#CM086649.1:101496112-101504532	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00741_mat	10q24.2	10q24.2	HG00741	mat	0	1	HG00741_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00741#2#CM087915.1:100564763-100573183	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00741_pat	10q24.2	10q24.2	HG00741	pat	0	1	HG00741_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG00741#1#CM087902.1:101278205-101286625	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG00864_h1	10q24.2	10q24.2	HG00864	h1	0	1	HG00864_h1_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00864#1#haplotype1-0000014#0:100322171-100360007	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG00864_h2	10q24.2	10q24.2	HG00864	h2	0	1	HG00864_h2_HML-2_10q24.2_graph_hgsvc3-2024-02-23-mc-chm13	HG00864#2#haplotype2-0000056#0:61217849-61255785	unique_original_catalog_slot	0	0	7193	7346337489e29a29dd486c176a9ab7fa2a2fa3dc83612895c0399448e30f49c5
10q24.2_carrier_kcon.aln.fa	HG01071_mat	10q24.2	10q24.2	HG01071	mat	0	1	HG01071_mat_hprc_r2_v1.0.1_HML-2_10q24.2	HG01071#2#CM089134.1:100744310-100752730	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
10q24.2_carrier_kcon.aln.fa	HG01071_pat	10q24.2	10q24.2	HG01071	pat	0	1	HG01071_pat_hprc_r2_v1.0.1_HML-2_10q24.2	HG01071#1#CM089119.1:100475588-100484008	unique_original_catalog_slot	0	0	7193	e1a6a3afd5993893c881263354ee2348dca96fa2f8e5e1ae41df40ef8812275d
