region	focal_locus	focal_tip	other_locus	other_tip	patristic_distance	included_in_shared_locus_comparison
LTR	19p12d	19p12d__hap1__n264	1p36.21a	1p36.21a__hap2__n10	0.227378721808744	False
LTR	19p12d	19p12d__hap1__n264	9q34.11	9q34.11__hap1__n413	0.232270354663363	False
LTR	19p12d	19p12d__hap1__n264	9q34.11	9q34.11__hap2__n22	0.233692250758858	False
LTR	19p12d	19p12d__hap1__n264	4q13.2	4q13.2__hap1__n85	0.234852622825827	False
LTR	19p12d	19p12d__hap1__n264	8q24.3c	8q24.3c__hap2__n52	0.235193092157911	False
LTR	19p12d	19p12d__hap1__n264	6q11.1	6q11.1__hap1__n159	0.235400004223636	False
LTR	19p12d	19p12d__hap1__n264	8q24.3c	8q24.3c__hap1__n185	0.23549624338795	False
LTR	19p12d	19p12d__hap1__n264	12q24.33	12q24.33__hap1__n62	0.235658485984458	False
LTR	19p12d	19p12d__hap1__n264	4q13.2	4q13.2__hap2__n65	0.235858123249225	False
LTR	19p12d	19p12d__hap1__n264	4p16.3c	4p16.3c__hap2__n79	0.236567339378869	False
LTR	19p12d	19p12d__hap1__n264	12q24.33	12q24.33__hap2__n14	0.236777337928025	False
LTR	19p12d	19p12d__hap1__n264	6q11.1	6q11.1__hap2__n113	0.236835139725392	False
LTR	19p12d	19p12d__hap1__n264	5q33.2	5q33.2__hap1__n356	0.237235670311413	False
LTR	19p12d	19p12d__hap1__n264	4p16.3c	4p16.3c__hap1__n125	0.238123123158227	False
LTR	19p12d	19p12d__hap1__n264	21p13	21p13__hap1__n28	0.239288714216207	False
LTR	19p12d	19p12d__hap1__n264	5q33.2	5q33.2__hap2__n50	0.239689043703269	False
LTR	19p12d	19p12d__hap1__n264	4p16.3a	4p16.3a__hap2__n9	0.240297440491304	False
LTR	19p12d	19p12d__hap1__n264	15p13a	15p13a__hap1__n12	0.240303269955475	False
LTR	19p12d	19p12d__hap1__n264	22p13	22p13__hap1__n16	0.240985641285671	False
LTR	19p12d	19p12d__hap1__n264	22p13	22p13__hap2__n15	0.241165849867688	False
LTR	19p12d	19p12d__hap1__n264	4q35.2_hg38	4q35.2_hg38__hap2__n16	0.241860897098572	False
LTR	19p12d	19p12d__hap1__n264	4p16.1b	4p16.1b__hap1__n114	0.242027720136667	False
LTR	19p12d	19p12d__hap1__n264	21p13	21p13__hap2__n22	0.243075336865337	False
LTR	19p12d	19p12d__hap1__n264	4p16.1b	4p16.1b__hap2__n96	0.243682166567374	False
LTR	19p12d	19p12d__hap1__n264	15p13a	15p13a__hap2__n11	0.244016360074357	False
LTR	19p12d	19p12d__hap1__n264	14q11.2	14q11.2__hap2__n26	0.244483266070608	False
LTR	19p12d	19p12d__hap1__n264	4q35.2_hg38	4q35.2_hg38__hap1__n61	0.244649835118642	False
LTR	19p12d	19p12d__hap1__n264	14q11.2	14q11.2__hap1__n49	0.245698786731182	False
LTR	19p12d	19p12d__hap1__n264	4p16.1a	4p16.1a__hap2__n84	0.246283745727256	False
LTR	19p12d	19p12d__hap1__n264	4p16.3a	4p16.3a__hap1__n10	0.246458621580055	False
LTR	19p12d	19p12d__hap1__n264	4p16.1a	4p16.1a__hap1__n177	0.247814295374833	False
LTR	19p12d	19p12d__hap1__n264	3p12.3	3p12.3__hap1__n159	0.2502131866919	False
LTR	19p12d	19p12d__hap1__n264	3p12.3	3p12.3__hap2__n53	0.251975102228801	False
LTR	19p12d	19p12d__hap1__n264	8p23.1d	8p23.1d__hap1__n106	0.252036558050344	False
LTR	19p12d	19p12d__hap1__n264	8p23.1e	8p23.1e__hap1__n153	0.252036558050344	False
LTR	19p12d	19p12d__hap1__n264	8p23.1c	8p23.1c__hap1__n114	0.252368259567164	False
LTR	19p12d	19p12d__hap1__n264	8p23.1d	8p23.1d__hap2__n34	0.253396292887102	False
LTR	19p12d	19p12d__hap1__n264	8p23.1e	8p23.1e__hap2__n34	0.253396292887102	False
LTR	19p12d	19p12d__hap1__n264	8p23.1b	8p23.1b__hap1__n59	0.254243113520746	False
LTR	19p12d	19p12d__hap1__n264	11p15.4	11p15.4__hap1__n117	0.254990725033724	False
LTR	19p12d	19p12d__hap1__n264	8q11.21	8q11.21__hap1__n328	0.255068482327135	False
LTR	19p12d	19p12d__hap1__n264	8q11.21	8q11.21__hap2__n142	0.255804995438443	False
LTR	19p12d	19p12d__hap1__n264	8p23.1b	8p23.1b__hap2__n40	0.256076847408727	False
LTR	19p12d	19p12d__hap1__n264	11p15.4	11p15.4__hap2__n98	0.256980568045095	False
LTR	19p12d	19p12d__hap1__n264	8p23.1c	8p23.1c__hap2__n18	0.258343081992669	False
LTR	12q14.1	12q14.1__hap1__n260	3q13.2	3q13.2__hap1__n261	0.00345720163454577	True
LTR	12q14.1	12q14.1__hap1__n260	3q13.2	3q13.2__hap2__n32	0.00347593385432174	True
LTR	12q14.1	12q14.1__hap1__n260	8q11.23_new	8q11.23_new__hap1__n465	0.00461039193459592	True
LTR	12q14.1	12q14.1__hap1__n260	8q11.23_new	8q11.23_new__hap2__n9	0.00566610157117217	True
LTR	12q14.1	12q14.1__hap1__n260	11q22.1	11q22.1__hap2__n88	0.00686724859107031	True
LTR	12q14.1	12q14.1__hap1__n260	10p12.1	10p12.1__hap2__n81	0.0069721100599976	True
LTR	12q14.1	12q14.1__hap1__n260	4q32.1	4q32.1__hap2__n78	0.00697803647387608	False
LTR	12q14.1	12q14.1__hap1__n260	Xq21.33	Xq21.33__hap1__n3	0.00718674241182853	True
LTR	12q14.1	12q14.1__hap1__n260	1p31.1b	1p31.1b__hap1__n97	0.00747513199755679	False
LTR	12q14.1	12q14.1__hap1__n260	1p31.1b	1p31.1b__hap2__n72	0.00747558822142213	False
LTR	12q14.1	12q14.1__hap1__n260	7p22.1	7p22.1__hap1__n93	0.00763471976512765	True
LTR	12q14.1	12q14.1__hap1__n260	22q11.21	22q11.21__hap1__n99	0.00768949043175525	True
LTR	12q14.1	12q14.1__hap1__n260	22q11.21	22q11.21__hap2__n35	0.00773211945540905	True
LTR	12q14.1	12q14.1__hap1__n260	10p12.1	10p12.1__hap1__n269	0.00802259138079043	True
LTR	12q14.1	12q14.1__hap1__n260	19q12	19q12__hap1__n314	0.00830452730131423	True
LTR	12q14.1	12q14.1__hap1__n260	7p22.1	7p22.1__hap2__n81	0.00866878893311079	True
LTR	12q14.1	12q14.1__hap1__n260	4q32.1	4q32.1__hap1__n132	0.00906848964270936	False
LTR	12q14.1	12q14.1__hap1__n260	6q14.1	6q14.1__hap2__n106	0.00918660704723315	True
LTR	12q14.1	12q14.1__hap1__n260	3q27.2	3q27.2__hap2__n56	0.00930203772685707	True
LTR	12q14.1	12q14.1__hap1__n260	8q24.3a	8q24.3a__hap2__n159	0.0096845072185975	False
LTR	12q14.1	12q14.1__hap1__n260	12q13.2	12q13.2__hap1__n216	0.00987064268504804	True
LTR	12q14.1	12q14.1__hap1__n260	12q13.2	12q13.2__hap2__n61	0.00991221336063455	True
LTR	12q14.1	12q14.1__hap1__n260	11q22.1	11q22.1__hap1__n160	0.0100462126058227	True
LTR	12q14.1	12q14.1__hap1__n260	3q27.2	3q27.2__hap1__n242	0.0101931672951642	True
LTR	12q14.1	12q14.1__hap1__n260	6q14.1	6q14.1__hap1__n152	0.0102336272101142	True
LTR	12q14.1	12q14.1__hap1__n260	8q24.3a	8q24.3a__hap1__n174	0.0104680396794145	False
LTR	12q14.1	12q14.1__hap1__n260	19q12	19q12__hap2__n40	0.011232450411528	True
LTR	12q14.1	12q14.1__hap1__n260	5q33.3	5q33.3__hap1__n307	0.0114877891174206	True
LTR	12q14.1	12q14.1__hap1__n260	19p12b	19p12b__hap1__n57	0.0121146929642411	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1a_hg38	8p23.1a_hg38__hap1__n25	0.0122880493431126	True
LTR	12q14.1	12q14.1__hap1__n260	5q33.3	5q33.3__hap2__n53	0.0124846011652941	True
LTR	12q14.1	12q14.1__hap1__n260	1q22	1q22__hap1__n256	0.0126524142946503	True
LTR	12q14.1	12q14.1__hap1__n260	1q22	1q22__hap2__n40	0.0126599160761142	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1a_hg38	8p23.1a_hg38__hap2__n4	0.0130186686035532	True
LTR	12q14.1	12q14.1__hap1__n260	19p12b	19p12b__hap2__n3	0.013052916415425	True
LTR	12q14.1	12q14.1__hap1__n260	16p11.2	16p11.2__hap2__n30	0.0147648082156143	False
LTR	12q14.1	12q14.1__hap1__n260	16p11.2	16p11.2__hap1__n315	0.0148491200020316	False
LTR	12q14.1	12q14.1__hap1__n260	19p12c	19p12c__hap1__n69	0.0148572804405149	True
LTR	12q14.1	12q14.1__hap1__n260	19p12c	19p12c__hap2__n62	0.0149102377196538	True
LTR	12q14.1	12q14.1__hap1__n260	5p13.3	5p13.3__hap1__n245	0.017990382585613	True
LTR	12q14.1	12q14.1__hap1__n260	5p13.3	5p13.3__hap2__n147	0.0198757615063648	True
LTR	12q14.1	12q14.1__hap1__n260	21q21.1	21q21.1__hap1__n82	0.0212164856032019	True
LTR	12q14.1	12q14.1__hap1__n260	21q21.1	21q21.1__hap2__n31	0.0222719533002126	True
LTR	12q14.1	12q14.1__hap1__n260	3q21.2	3q21.2__hap1__n194	0.0249100645852826	True
LTR	12q14.1	12q14.1__hap1__n260	3q21.2	3q21.2__hap2__n63	0.0262259564998343	True
LTR	12q14.1	12q14.1__hap1__n260	10q24.2	10q24.2__hap2__n114	0.026930899319237	True
LTR	12q14.1	12q14.1__hap1__n260	10q24.2	10q24.2__hap1__n189	0.0278369919122024	True
LTR	12q14.1	12q14.1__hap1__n260	19p12d	19p12d__hap1__n264	0.0294737797503681	False
LTR	12q14.1	12q14.1__hap1__n260	19p12d	19p12d__hap2__n193	0.0303227124004869	False
LTR	12q14.1	12q14.1__hap1__n260	11q23.3	11q23.3__hap1__n159	0.0306179820999738	True
LTR	12q14.1	12q14.1__hap1__n260	19p13.3	19p13.3__hap1__n107	0.0312399691013516	False
LTR	12q14.1	12q14.1__hap1__n260	11q23.3	11q23.3__hap2__n147	0.0329385724677926	True
LTR	12q14.1	12q14.1__hap1__n260	2q21.1	2q21.1__hap2__n143	0.0330663781916348	False
LTR	12q14.1	12q14.1__hap1__n260	19p13.3	19p13.3__hap2__n70	0.0340625851434679	False
LTR	12q14.1	12q14.1__hap1__n260	2q21.1	2q21.1__hap1__n236	0.0341415487036672	False
LTR	12q14.1	12q14.1__hap1__n260	5q11.2	5q11.2__hap1__n331	0.0348323394550524	False
LTR	12q14.1	12q14.1__hap1__n260	5q11.2	5q11.2__hap2__n108	0.0359213738678068	False
LTR	12q14.1	12q14.1__hap1__n260	3q12.3	3q12.3__hap2__n105	0.0383887774377133	True
LTR	12q14.1	12q14.1__hap1__n260	3q12.3	3q12.3__hap1__n184	0.0387278694591163	True
LTR	12q14.1	12q14.1__hap1__n260	1q23.3	1q23.3__hap1__n195	0.0413309035608881	True
LTR	12q14.1	12q14.1__hap1__n260	15p13b	15p13b__hap2__n5	0.0420777299913763	True
LTR	12q14.1	12q14.1__hap1__n260	1q23.3	1q23.3__hap2__n71	0.0424564522926269	True
LTR	12q14.1	12q14.1__hap1__n260	15p13b	15p13b__hap1__n9	0.0426534372104614	True
LTR	12q14.1	12q14.1__hap1__n260	13p13	13p13__hap1__n7	0.0437905845461498	True
LTR	12q14.1	12q14.1__hap1__n260	13p13	13p13__hap2__n4	0.0470445677167796	True
LTR	12q14.1	12q14.1__hap1__n260	1p31.1a	1p31.1a__hap1__n173	0.0490288565140345	True
LTR	12q14.1	12q14.1__hap1__n260	3p25.3	3p25.3__hap1__n279	0.0491155306321693	False
LTR	12q14.1	12q14.1__hap1__n260	3p25.3	3p25.3__hap2__n49	0.0502076047268221	False
LTR	12q14.1	12q14.1__hap1__n260	4q32.3	4q32.3__hap1__n157	0.053146979123789	False
LTR	12q14.1	12q14.1__hap1__n260	1p31.1a	1p31.1a__hap2__n106	0.0538586121577698	True
LTR	12q14.1	12q14.1__hap1__n260	4q32.3	4q32.3__hap2__n141	0.0539542872608489	False
LTR	12q14.1	12q14.1__hap1__n260	10p14	10p14__hap1__n252	0.0563739448325712	True
LTR	12q14.1	12q14.1__hap1__n260	19p12e	19p12e__hap1__n315	0.0609113676350952	False
LTR	12q14.1	12q14.1__hap1__n260	10p14	10p14__hap2__n42	0.0611952489425681	True
LTR	12q14.1	12q14.1__hap1__n260	19p12e	19p12e__hap2__n93	0.0617937054911466	False
LTR	12q14.1	12q14.1__hap1__n260	1q32.2	1q32.2__hap2__n12	0.0807709182771779	False
LTR	12q14.1	12q14.1__hap1__n260	1q32.2	1q32.2__hap1__n331	0.0812576265600103	False
LTR	12q14.1	12q14.1__hap1__n260	5p12	5p12__hap1__n225	0.102845436730167	True
LTR	12q14.1	12q14.1__hap1__n260	5p12	5p12__hap2__n175	0.104023926326924	True
LTR	12q14.1	12q14.1__hap1__n260	1p34.3	1p34.3__hap1__n2	0.13119431304323	False
LTR	12q14.1	12q14.1__hap1__n260	11q12.3	11q12.3__hap1__n361	0.148683934593883	True
LTR	12q14.1	12q14.1__hap1__n260	11q12.3	11q12.3__hap2__n65	0.148928809447668	True
LTR	12q14.1	12q14.1__hap1__n260	19q13.12b	19q13.12b__hap1__n245	0.15277864489381	True
LTR	12q14.1	12q14.1__hap1__n260	6p22.1	6p22.1__hap2__n116	0.152806894060462	True
LTR	12q14.1	12q14.1__hap1__n260	6p22.1	6p22.1__hap1__n169	0.153175200038816	True
LTR	12q14.1	12q14.1__hap1__n260	19q13.12b	19q13.12b__hap2__n81	0.154228968994324	True
LTR	12q14.1	12q14.1__hap1__n260	19p12a	19p12a__hap1__n256	0.156852088356713	True
LTR	12q14.1	12q14.1__hap1__n260	19p12a	19p12a__hap2__n111	0.157983150612086	True
LTR	12q14.1	12q14.1__hap1__n260	9q34.3	9q34.3__hap1__n196	0.199130039033331	True
LTR	12q14.1	12q14.1__hap1__n260	9q34.3	9q34.3__hap2__n131	0.200020089742319	True
LTR	12q14.1	12q14.1__hap1__n260	19q13.41	19q13.41__hap1__n201	0.201297192902209	True
LTR	12q14.1	12q14.1__hap1__n260	19q13.41	19q13.41__hap2__n133	0.20175482043774	True
LTR	12q14.1	12q14.1__hap1__n260	1p36.21c	1p36.21c__hap1__n249	0.204769776486581	True
LTR	12q14.1	12q14.1__hap1__n260	6p21.1	6p21.1__hap1__n319	0.205127827066047	True
LTR	12q14.1	12q14.1__hap1__n260	1p36.21c	1p36.21c__hap2__n48	0.205840939409093	True
LTR	12q14.1	12q14.1__hap1__n260	1q43	1q43__hap1__n143	0.206361851409176	False
LTR	12q14.1	12q14.1__hap1__n260	1q43	1q43__hap2__n126	0.207241817963722	False
LTR	12q14.1	12q14.1__hap1__n260	22q11.23	22q11.23__hap1__n95	0.207936363811736	True
LTR	12q14.1	12q14.1__hap1__n260	22q11.23	22q11.23__hap2__n67	0.208231345939446	True
LTR	12q14.1	12q14.1__hap1__n260	6p21.1	6p21.1__hap2__n60	0.208397654324577	True
LTR	12q14.1	12q14.1__hap1__n260	1q24.1	1q24.1__hap1__n335	0.209941056075772	True
LTR	12q14.1	12q14.1__hap1__n260	12p11.21	12p11.21__hap2__n103	0.210277422272509	True
LTR	12q14.1	12q14.1__hap1__n260	1p36.21b	1p36.21b__hap2__n60	0.210640898197234	True
LTR	12q14.1	12q14.1__hap1__n260	1p36.21b	1p36.21b__hap1__n147	0.21079918118695	True
LTR	12q14.1	12q14.1__hap1__n260	12p11.21	12p11.21__hap1__n345	0.211243166789983	True
LTR	12q14.1	12q14.1__hap1__n260	7q11.21	7q11.21__hap2__n66	0.211449589027378	False
LTR	12q14.1	12q14.1__hap1__n260	7q11.21	7q11.21__hap1__n350	0.211513392256714	False
LTR	12q14.1	12q14.1__hap1__n260	14q32.33	14q32.33__hap1__n46	0.212430697015887	True
LTR	12q14.1	12q14.1__hap1__n260	14q32.33	14q32.33__hap2__n1	0.213572649563361	True
LTR	12q14.1	12q14.1__hap1__n260	11p15.4b	11p15.4b__hap1__n389	0.21437480972799	False
LTR	12q14.1	12q14.1__hap1__n260	1q24.1	1q24.1__hap2__n4	0.214657966251926	True
LTR	12q14.1	12q14.1__hap1__n260	11p15.4b	11p15.4b__hap2__n59	0.216035515226152	False
LTR	12q14.1	12q14.1__hap1__n260	19q13.42	19q13.42__hap2__n80	0.218424549821839	True
LTR	12q14.1	12q14.1__hap1__n260	19q13.42	19q13.42__hap1__n382	0.220127688978903	True
LTR	12q14.1	12q14.1__hap1__n260	1p36.21a	1p36.21a__hap1__n306	0.223442436204932	True
LTR	12q14.1	12q14.1__hap1__n260	1p36.21a	1p36.21a__hap2__n10	0.224657310651237	True
LTR	12q14.1	12q14.1__hap1__n260	9q34.11	9q34.11__hap1__n413	0.229548943505857	True
LTR	12q14.1	12q14.1__hap1__n260	9q34.11	9q34.11__hap2__n22	0.230970839601351	True
LTR	12q14.1	12q14.1__hap1__n260	4q13.2	4q13.2__hap1__n85	0.23213121166832	True
LTR	12q14.1	12q14.1__hap1__n260	8q24.3c	8q24.3c__hap2__n52	0.232471681000405	True
LTR	12q14.1	12q14.1__hap1__n260	6q11.1	6q11.1__hap1__n159	0.23267859306613	True
LTR	12q14.1	12q14.1__hap1__n260	8q24.3c	8q24.3c__hap1__n185	0.232774832230444	True
LTR	12q14.1	12q14.1__hap1__n260	12q24.33	12q24.33__hap1__n62	0.232937074826952	False
LTR	12q14.1	12q14.1__hap1__n260	4q13.2	4q13.2__hap2__n65	0.233136712091719	True
LTR	12q14.1	12q14.1__hap1__n260	4p16.3c	4p16.3c__hap2__n79	0.233845928221362	True
LTR	12q14.1	12q14.1__hap1__n260	12q24.33	12q24.33__hap2__n14	0.234055926770518	False
LTR	12q14.1	12q14.1__hap1__n260	6q11.1	6q11.1__hap2__n113	0.234113728567885	True
LTR	12q14.1	12q14.1__hap1__n260	5q33.2	5q33.2__hap1__n356	0.234514259153906	True
LTR	12q14.1	12q14.1__hap1__n260	4p16.3c	4p16.3c__hap1__n125	0.23540171200072	True
LTR	12q14.1	12q14.1__hap1__n260	21p13	21p13__hap1__n28	0.236567303058701	True
LTR	12q14.1	12q14.1__hap1__n260	5q33.2	5q33.2__hap2__n50	0.236967632545763	True
LTR	12q14.1	12q14.1__hap1__n260	4p16.3a	4p16.3a__hap2__n9	0.237576029333797	True
LTR	12q14.1	12q14.1__hap1__n260	15p13a	15p13a__hap1__n12	0.237581858797969	True
LTR	12q14.1	12q14.1__hap1__n260	22p13	22p13__hap1__n16	0.238264230128165	True
LTR	12q14.1	12q14.1__hap1__n260	22p13	22p13__hap2__n15	0.238444438710182	True
LTR	12q14.1	12q14.1__hap1__n260	4q35.2_hg38	4q35.2_hg38__hap2__n16	0.239139485941066	True
LTR	12q14.1	12q14.1__hap1__n260	4p16.1b	4p16.1b__hap1__n114	0.23930630897916	True
LTR	12q14.1	12q14.1__hap1__n260	21p13	21p13__hap2__n22	0.24035392570783	True
LTR	12q14.1	12q14.1__hap1__n260	4p16.1b	4p16.1b__hap2__n96	0.240960755409867	True
LTR	12q14.1	12q14.1__hap1__n260	15p13a	15p13a__hap2__n11	0.241294948916851	True
LTR	12q14.1	12q14.1__hap1__n260	14q11.2	14q11.2__hap2__n26	0.241761854913101	False
LTR	12q14.1	12q14.1__hap1__n260	4q35.2_hg38	4q35.2_hg38__hap1__n61	0.241928423961136	True
LTR	12q14.1	12q14.1__hap1__n260	14q11.2	14q11.2__hap1__n49	0.242977375573676	False
LTR	12q14.1	12q14.1__hap1__n260	4p16.1a	4p16.1a__hap2__n84	0.24356233456975	True
LTR	12q14.1	12q14.1__hap1__n260	4p16.3a	4p16.3a__hap1__n10	0.243737210422548	True
LTR	12q14.1	12q14.1__hap1__n260	4p16.1a	4p16.1a__hap1__n177	0.245092884217327	True
LTR	12q14.1	12q14.1__hap1__n260	3p12.3	3p12.3__hap1__n159	0.247491775534394	True
LTR	12q14.1	12q14.1__hap1__n260	3p12.3	3p12.3__hap2__n53	0.249253691071295	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1d	8p23.1d__hap1__n106	0.249315146892837	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1e	8p23.1e__hap1__n153	0.249315146892837	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1c	8p23.1c__hap1__n114	0.249646848409657	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1d	8p23.1d__hap2__n34	0.250674881729595	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1e	8p23.1e__hap2__n34	0.250674881729595	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1b	8p23.1b__hap1__n59	0.251521702363239	True
LTR	12q14.1	12q14.1__hap1__n260	11p15.4	11p15.4__hap1__n117	0.252269313876217	True
LTR	12q14.1	12q14.1__hap1__n260	8q11.21	8q11.21__hap1__n328	0.252347071169628	True
LTR	12q14.1	12q14.1__hap1__n260	8q11.21	8q11.21__hap2__n142	0.253083584280936	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1b	8p23.1b__hap2__n40	0.25335543625122	True
LTR	12q14.1	12q14.1__hap1__n260	11p15.4	11p15.4__hap2__n98	0.254259156887588	True
LTR	12q14.1	12q14.1__hap1__n260	8p23.1c	8p23.1c__hap2__n18	0.255621670835163	True
LTR	10q24.2	10q24.2__hap1__n189	19p12d	19p12d__hap1__n264	0.0268304038054874	False
LTR	10q24.2	10q24.2__hap1__n189	19p12d	19p12d__hap2__n193	0.0276793364556061	False
LTR	10q24.2	10q24.2__hap1__n189	12q14.1	12q14.1__hap2__n127	0.0278172594556316	True
LTR	10q24.2	10q24.2__hap1__n189	12q14.1	12q14.1__hap1__n260	0.0278369919122024	True
LTR	10q24.2	10q24.2__hap1__n189	3q13.2	3q13.2__hap1__n261	0.0279525830843478	True
LTR	10q24.2	10q24.2__hap1__n189	3q13.2	3q13.2__hap2__n32	0.0279713153041238	True
LTR	10q24.2	10q24.2__hap1__n189	8q11.23_new	8q11.23_new__hap1__n465	0.0286633466234373	True
LTR	10q24.2	10q24.2__hap1__n189	8q11.23_new	8q11.23_new__hap2__n9	0.0297190562600135	True
LTR	10q24.2	10q24.2__hap1__n189	16p11.2	16p11.2__hap2__n30	0.0301909493910509	False
LTR	10q24.2	10q24.2__hap1__n189	16p11.2	16p11.2__hap1__n315	0.0302752611774682	False
LTR	10q24.2	10q24.2__hap1__n189	2q21.1	2q21.1__hap2__n143	0.0304230022467541	False
LTR	10q24.2	10q24.2__hap1__n189	11q22.1	11q22.1__hap2__n88	0.0309202032799117	True
LTR	10q24.2	10q24.2__hap1__n189	10p12.1	10p12.1__hap2__n81	0.031025064748839	True
LTR	10q24.2	10q24.2__hap1__n189	4q32.1	4q32.1__hap2__n78	0.0310309911627174	False
LTR	10q24.2	10q24.2__hap1__n189	2q21.1	2q21.1__hap1__n236	0.0314981727587864	False
LTR	10q24.2	10q24.2__hap1__n189	7p22.1	7p22.1__hap1__n93	0.031687674453969	True
LTR	10q24.2	10q24.2__hap1__n189	11q23.3	11q23.3__hap1__n159	0.0317026054193146	True
LTR	10q24.2	10q24.2__hap1__n189	1p31.1b	1p31.1b__hap1__n97	0.0319705134473589	False
LTR	10q24.2	10q24.2__hap1__n189	1p31.1b	1p31.1b__hap2__n72	0.0319709696712242	False
LTR	10q24.2	10q24.2__hap1__n189	10p12.1	10p12.1__hap1__n269	0.0320755460696318	True
LTR	10q24.2	10q24.2__hap1__n189	3q27.2	3q27.2__hap2__n56	0.0320927106938186	True
LTR	10q24.2	10q24.2__hap1__n189	22q11.21	22q11.21__hap1__n99	0.0321848718815573	True
LTR	10q24.2	10q24.2__hap1__n189	22q11.21	22q11.21__hap2__n35	0.0322275009052111	True
LTR	10q24.2	10q24.2__hap1__n189	Xq21.33	Xq21.33__hap1__n3	0.0323915044463292	True
LTR	10q24.2	10q24.2__hap1__n189	7p22.1	7p22.1__hap2__n81	0.0327217436219521	True
LTR	10q24.2	10q24.2__hap1__n189	19q12	19q12__hap1__n314	0.0327999087511163	True
LTR	10q24.2	10q24.2__hap1__n189	3q27.2	3q27.2__hap1__n242	0.0329838402621257	True
LTR	10q24.2	10q24.2__hap1__n189	4q32.1	4q32.1__hap1__n132	0.0331214443315507	False
LTR	10q24.2	10q24.2__hap1__n189	6q14.1	6q14.1__hap2__n106	0.0332395617360745	True
LTR	10q24.2	10q24.2__hap1__n189	11q23.3	11q23.3__hap2__n147	0.0340231957871334	True
LTR	10q24.2	10q24.2__hap1__n189	11q22.1	11q22.1__hap1__n160	0.0340991672946641	True
LTR	10q24.2	10q24.2__hap1__n189	6q14.1	6q14.1__hap1__n152	0.0342865818989555	True
LTR	10q24.2	10q24.2__hap1__n189	12q13.2	12q13.2__hap1__n216	0.0343660241348501	True
LTR	10q24.2	10q24.2__hap1__n189	19p13.3	19p13.3__hap1__n107	0.0344051766099437	False
LTR	10q24.2	10q24.2__hap1__n189	12q13.2	12q13.2__hap2__n61	0.0344075948104366	True
LTR	10q24.2	10q24.2__hap1__n189	8q24.3a	8q24.3a__hap2__n159	0.0348892692530982	False
LTR	10q24.2	10q24.2__hap1__n189	5q33.3	5q33.3__hap1__n307	0.035540743806262	True
LTR	10q24.2	10q24.2__hap1__n189	8q24.3a	8q24.3a__hap1__n174	0.0356728017139151	False
LTR	10q24.2	10q24.2__hap1__n189	19q12	19q12__hap2__n40	0.0357278318613301	True
LTR	10q24.2	10q24.2__hap1__n189	5q11.2	5q11.2__hap1__n331	0.0359169627743931	False
LTR	10q24.2	10q24.2__hap1__n189	19p12b	19p12b__hap1__n57	0.0361676476530825	True
LTR	10q24.2	10q24.2__hap1__n189	8p23.1a_hg38	8p23.1a_hg38__hap1__n25	0.036341004031954	True
LTR	10q24.2	10q24.2__hap1__n189	5q33.3	5q33.3__hap2__n53	0.0365375558541354	True
LTR	10q24.2	10q24.2__hap1__n189	1q22	1q22__hap1__n256	0.0367053689834917	True
LTR	10q24.2	10q24.2__hap1__n189	1q22	1q22__hap2__n40	0.0367128707649556	True
LTR	10q24.2	10q24.2__hap1__n189	19p12c	19p12c__hap1__n69	0.0367326611639874	True
LTR	10q24.2	10q24.2__hap1__n189	19p12c	19p12c__hap2__n62	0.0367856184431263	True
LTR	10q24.2	10q24.2__hap1__n189	5q11.2	5q11.2__hap2__n108	0.0370059971871476	False
LTR	10q24.2	10q24.2__hap1__n189	8p23.1a_hg38	8p23.1a_hg38__hap2__n4	0.0370716232923945	True
LTR	10q24.2	10q24.2__hap1__n189	19p12b	19p12b__hap2__n3	0.0371058711042664	True
LTR	10q24.2	10q24.2__hap1__n189	19p13.3	19p13.3__hap2__n70	0.03722779265206	False
LTR	10q24.2	10q24.2__hap1__n189	5p13.3	5p13.3__hap1__n245	0.0376631209210741	True
LTR	10q24.2	10q24.2__hap1__n189	3q12.3	3q12.3__hap2__n105	0.0394734007570541	True
LTR	10q24.2	10q24.2__hap1__n189	5p13.3	5p13.3__hap2__n147	0.0395484998418259	True
LTR	10q24.2	10q24.2__hap1__n189	3q12.3	3q12.3__hap1__n184	0.0398124927784571	True
LTR	10q24.2	10q24.2__hap1__n189	21q21.1	21q21.1__hap1__n82	0.040889223938663	True
LTR	10q24.2	10q24.2__hap1__n189	21q21.1	21q21.1__hap2__n31	0.0419446916356737	True
LTR	10q24.2	10q24.2__hap1__n189	1q23.3	1q23.3__hap1__n195	0.0424155268802289	True
LTR	10q24.2	10q24.2__hap1__n189	15p13b	15p13b__hap2__n5	0.0431623533107171	True
LTR	10q24.2	10q24.2__hap1__n189	1q23.3	1q23.3__hap2__n71	0.0435410756119677	True
LTR	10q24.2	10q24.2__hap1__n189	15p13b	15p13b__hap1__n9	0.0437380605298022	True
