locus	array	sample	haplotype	copy_count	region	complete_called_bases	segregating_substitution_sites	pair_comparisons	mean_pairwise_differences	mean_p_distance	min_pairwise_differences	max_pairwise_differences	any_indel
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	whole_unit	9458	19	3	12.666666666666666	0.001339228165364608	7	19	1
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	internal	7535	8	3	5.333333333333333	0.0007078080070780801	0	8	1
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	5p_LTR	961	4	3	2.6666666666666665	0.0027748872702046483	0	4	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	3p_LTR	962	7	3	4.666666666666667	0.0048510048510048516	0	7	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	gag	2001	3	3	2.0	0.0009995002498750624	0	3	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	pro	1004	4	3	2.6666666666666665	0.0026560424966799467	0	4	1
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	pol	2871	2	3	1.3333333333333333	0.0004644142575177058	0	2	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	env	2100	0	3	0.0	0.0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	whole_unit	9455	19	3	12.666666666666666	0.00133955991463208	8	19	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	internal	7535	11	3	7.333333333333333	0.0009732301395093713	1	11	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	5p_LTR	958	1	3	0.6666666666666666	0.0006958942240779401	0	1	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	3p_LTR	962	7	3	4.666666666666667	0.0048510048510048516	0	7	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	gag	2001	4	3	2.6666666666666665	0.0013326669998334165	0	4	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	pro	1004	4	3	2.6666666666666665	0.0026560424966799467	0	4	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	pol	2871	2	3	1.3333333333333333	0.0004644142575177058	0	2	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	env	2100	1	3	0.6666666666666666	0.00031746031746031746	0	1	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	whole_unit	9458	19	3	12.666666666666666	0.0013392169875869957	9	19	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	internal	7535	11	3	7.333333333333333	0.0009732183990633941	3	11	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	5p_LTR	961	1	3	0.6666666666666666	0.0006937218175511621	0	1	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	3p_LTR	962	7	3	4.666666666666667	0.0048510048510048516	0	7	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	gag	2001	5	3	3.3333333333333335	0.0016658337497917706	1	5	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	pro	1004	4	3	2.6666666666666665	0.002655712143135584	1	4	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	pol	2871	1	3	0.6666666666666666	0.0002322071287588529	0	1	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	env	2100	1	3	0.6666666666666666	0.00031746031746031746	0	1	0
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	whole_unit	9455	19	3	12.666666666666666	0.00133955991463208	8	19	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	internal	7535	11	3	7.333333333333333	0.0009732301395093713	1	11	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	5p_LTR	958	1	3	0.6666666666666666	0.0006958942240779401	0	1	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	3p_LTR	962	7	3	4.666666666666667	0.0048510048510048516	0	7	0
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	gag	2001	4	3	2.6666666666666665	0.0013326669998334165	0	4	0
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	pro	1004	4	3	2.6666666666666665	0.0026560424966799467	0	4	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	pol	2871	2	3	1.3333333333333333	0.0004644142575177058	0	2	0
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	env	2100	1	3	0.6666666666666666	0.00031746031746031746	0	1	0
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	internal	7535	8	1	8.0	0.00106171201061712	8	8	1
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	whole_unit	9455	19	3	12.666666666666666	0.00133955991463208	8	19	1
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	internal	7535	11	3	7.333333333333333	0.0009732301395093713	1	11	1
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	5p_LTR	958	1	3	0.6666666666666666	0.0006958942240779401	0	1	1
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	3p_LTR	962	7	3	4.666666666666667	0.0048510048510048516	0	7	0
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	gag	2001	4	3	2.6666666666666665	0.0013326669998334165	0	4	0
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	pro	1004	4	3	2.6666666666666665	0.0026560424966799467	0	4	1
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	pol	2871	2	3	1.3333333333333333	0.0004644142575177058	0	2	0
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	3	env	2100	1	3	0.6666666666666666	0.00031746031746031746	0	1	0
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	whole_unit	9458	18	1	18.0	0.0019031507718333686	18	18	1
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	internal	7535	10	1	10.0	0.0013271400132714001	10	10	1
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	whole_unit	9459	7	1	7.0	0.0007400359446030236	7	7	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	internal	7536	1	1	1.0	0.0001326963906581741	1	1	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	whole_unit	9458	18	1	18.0	0.0019031507718333686	18	18	1
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	internal	7535	10	1	10.0	0.0013271400132714001	10	10	1
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	pro	1004	3	1	3.0	0.00298804780876494	3	3	1
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
