locus	array	sample	haplotype	copy_count	copy_a	copy_b	region	jointly_called_bases	substitution_differences	p_distance	indel_runs	indel_bases	terminal_gap_bases	transitions
7p22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01960	pat	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01960	pat	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	5
7p22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01960	pat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01960	pat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01960	pat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01960	pat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	whole_unit	9458	19	0.0020088813702685555	1	1	0	14
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	whole_unit	9458	20	0.002114611968703743	1	1	0	15
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	internal	7535	12	0.0015925680159256802	1	1	0	10
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	pol	2871	3	0.0010449320794148381	0	0	0	3
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	whole_unit	9459	6	0.0006343165239454488	0	0	0	4
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	internal	7536	0	0.0	0	0	0	0
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	whole_unit	9459	6	0.0006343165239454488	0	0	0	4
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	internal	7536	0	0.0	0	0	0	0
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	whole_unit	9459	6	0.0006343165239454488	0	0	0	4
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	internal	7536	0	0.0	0	0	0	0
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	whole_unit	9459	6	0.0006343165239454488	0	0	0	4
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	internal	7536	0	0.0	0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	whole_unit	9459	6	0.0006343165239454488	0	0	0	4
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	internal	7536	0	0.0	0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	whole_unit	9459	6	0.0006343165239454488	0	0	0	4
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	internal	7536	0	0.0	0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	whole_unit	9458	19	0.0020088813702685555	1	1	0	14
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	whole_unit	9458	12	0.0012687671812222456	1	1	0	9
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	whole_unit	9458	19	0.0020088813702685555	1	1	0	13
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	whole_unit	9459	7	0.0007400359446030236	0	0	0	4
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	internal	7535	8	0.00106171201061712	1	1	0	7
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	internal	7535	8	0.00106171201061712	1	1	0	7
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	internal	7536	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	5p_LTR	961	4	0.004162330905306972	0	0	0	2
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	5p_LTR	961	4	0.004162330905306972	0	0	0	2
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	3p_LTR	962	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	gag	2001	3	0.0014992503748125937	0	0	0	3
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	gag	2001	3	0.0014992503748125937	0	0	0	3
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	gag	2001	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	pro	1005	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	pol	2871	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	1	3	env	2100	0	0.0	0	0	0	0
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	3	2	3	env	2100	0	0.0	0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	whole_unit	9455	11	0.0011634056054997356	2	4	0	9
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	whole_unit	9455	19	0.002009518773135907	2	4	0	14
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	whole_unit	9459	8	0.0008457553652605984	0	0	0	5
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	internal	7535	10	0.0013271400132714001	1	1	0	8
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	internal	7536	1	0.0001326963906581741	0	0	0	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	5p_LTR	958	1	0.0010438413361169101	1	3	0	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	5p_LTR	958	1	0.0010438413361169101	1	3	0	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	3p_LTR	962	0	0.0	0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	gag	2001	0	0.0	0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	pro	1005	0	0.0	0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	pol	2871	0	0.0	0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	1	3	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	3	2	3	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	whole_unit	9458	9	0.0009515753859166843	1	1	0	7
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	whole_unit	9458	19	0.0020088813702685555	1	1	0	14
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	whole_unit	9459	10	0.001057194206575748	0	0	0	7
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	internal	7535	8	0.00106171201061712	1	1	0	6
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	internal	7536	3	0.0003980891719745223	0	0	0	3
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	3p_LTR	962	0	0.0	0	0	0	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	gag	2001	5	0.0024987506246876563	0	0	0	5
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	gag	2001	1	0.0004997501249375312	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	pro	1004	3	0.00298804780876494	1	1	0	2
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	pro	1005	1	0.0009950248756218905	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	pol	2871	1	0.00034831069313827936	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	pol	2871	1	0.00034831069313827936	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	pol	2871	0	0.0	0	0	0	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	1	3	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	3	2	3	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	2	whole_unit	9455	11	0.0011634056054997356	2	4	0	9
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	3	whole_unit	9455	19	0.002009518773135907	2	4	0	14
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	2	3	whole_unit	9459	8	0.0008457553652605984	0	0	0	5
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	2	internal	7535	10	0.0013271400132714001	1	1	0	8
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	3	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	2	3	internal	7536	1	0.0001326963906581741	0	0	0	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	2	5p_LTR	958	1	0.0010438413361169101	1	3	0	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	3	5p_LTR	958	1	0.0010438413361169101	1	3	0	1
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	2	3	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	2	3p_LTR	962	0	0.0	0	0	0	0
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	1	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	3	2	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
