locus	sample	haplotype	array	copy_index	copy_count	id	source_path	source_sha256	source_header	source_identifier	catalog_to_local_offset	slice_start0	slice_end0	length	sequence_sha256	type
5q33.3	HG02738	pat	HG02738_pat_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	3	3	HG02738_pat_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI_part3	historical_source/Documents/HML2_project_data/processed_loci/HML-2_5q33.3/HG02738_pat_hprc_r2_v1.0.1_HML-2_5q33.3.fa	31856976b91982db53f3317c49bb763b01a18df0badb296a820f19b2dc67441c	>HG02738_pat_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI assembly_coords:HG02738#1#CM099920.1:158524721-158550524 genomic_strand:-	HG02738#1#CM099920.1:158524827-158533973	0	16551	25698	9147	86d176b5d4e2ebeabd1a8a80940a4b17ddcd04b807b4bd8439042db32a2b3ac3	type1
5q33.3	NA19705	h1	NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_5q33.3/NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13.fa	e657d2c85e3560c22c72b4943b166db2e5291b0492ab633cf0b0538dac1d811c	>NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|NA19705#1#haplotype1-0000025#0:24837988-24885512 genomic_strand:-	NA19705#1#haplotype1-0000025#0:24875734-24884885	500	127	9279	9152	be2fd1a7ef381c2274de36adb3b7469cd7887a65391296475fb9109b180cea1f	type1
5q33.3	NA19705	h1	NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	2	2	NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part2	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_5q33.3/NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13.fa	e657d2c85e3560c22c72b4943b166db2e5291b0492ab633cf0b0538dac1d811c	>NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|NA19705#1#haplotype1-0000025#0:24837988-24885512 genomic_strand:-	NA19705#1#haplotype1-0000025#0:24867517-24876668	500	8344	17496	9152	d5b4985323c02cd0a48945170c5be31d41e0fd62c590871bb0e021155f98a075	type1
6q14.1	HG00738	pat	HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	1	2	HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1.fa	cf1284f4c874fca65cadd1e04d5815df6be37528c936098364cff0f57d023107	>HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:HG00738#1#CM086647.1:78134268-78152357 genomic_strand:-	HG00738#1#CM086647.1:78142839-78152250	0	107	9519	9412	199f33bfed460e701a87ebfc471f9760afc95a2a9620578f4470a87a4bc9fe42	type2
6q14.1	HG00738	pat	HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	2	2	HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1.fa	cf1284f4c874fca65cadd1e04d5815df6be37528c936098364cff0f57d023107	>HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:HG00738#1#CM086647.1:78134268-78152357 genomic_strand:-	HG00738#1#CM086647.1:78134374-78143785	0	8572	17984	9412	9283cb99cc576aff8c470f7f411bf3c31887abe1134f2d3227c48e294f73a134	type2
6q14.1	HG01960	pat	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	1	3	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1.fa	b03efb0b0b282c5bb5fbe15c153487d2cfc7b298f4b557c349fba028589dbdda	>HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:HG01960#1#JBHIHM010000036.1:18238945-18265499 genomic_strand:-	HG01960#1#JBHIHM010000036.1:18255981-18265392	0	107	9519	9412	199f33bfed460e701a87ebfc471f9760afc95a2a9620578f4470a87a4bc9fe42	type2
6q14.1	HG01960	pat	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	2	3	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1.fa	b03efb0b0b282c5bb5fbe15c153487d2cfc7b298f4b557c349fba028589dbdda	>HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:HG01960#1#JBHIHM010000036.1:18238945-18265499 genomic_strand:-	HG01960#1#JBHIHM010000036.1:18247516-18256927	0	8572	17984	9412	199f33bfed460e701a87ebfc471f9760afc95a2a9620578f4470a87a4bc9fe42	type2
6q14.1	HG01960	pat	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	3	3	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part3	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1.fa	b03efb0b0b282c5bb5fbe15c153487d2cfc7b298f4b557c349fba028589dbdda	>HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:HG01960#1#JBHIHM010000036.1:18238945-18265499 genomic_strand:-	HG01960#1#JBHIHM010000036.1:18239051-18248462	0	17037	26449	9412	9283cb99cc576aff8c470f7f411bf3c31887abe1134f2d3227c48e294f73a134	type2
6q14.1	HG02055	pat	HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	1	2	HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1.fa	b86be9903f52475eac23b7c032d3ba1c89787823371392bbd4855aa9c25149df	>HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:HG02055#1#JAHEPK020000014.1:18419685-18437774 genomic_strand:-	HG02055#1#JAHEPK020000014.1:18428256-18437667	0	107	9519	9412	199f33bfed460e701a87ebfc471f9760afc95a2a9620578f4470a87a4bc9fe42	type2
6q14.1	HG02055	pat	HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	2	2	HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1.fa	b86be9903f52475eac23b7c032d3ba1c89787823371392bbd4855aa9c25149df	>HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:HG02055#1#JAHEPK020000014.1:18419685-18437774 genomic_strand:-	HG02055#1#JAHEPK020000014.1:18419791-18429202	0	8572	17984	9412	9283cb99cc576aff8c470f7f411bf3c31887abe1134f2d3227c48e294f73a134	type2
6q14.1	NA20752	h2	NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	1	2	NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1.fa	8c8385c21c76eac97804ac302c0ed06f07afaaef58fa52aba7035265620b6085	>NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:NA20752#2#CM099783.1:78319499-78337588 genomic_strand:-	NA20752#2#CM099783.1:78328070-78337481	0	107	9519	9412	199f33bfed460e701a87ebfc471f9760afc95a2a9620578f4470a87a4bc9fe42	type2
6q14.1	NA20752	h2	NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	2	2	NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_6q14.1/NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1.fa	8c8385c21c76eac97804ac302c0ed06f07afaaef58fa52aba7035265620b6085	>NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI assembly_coords:NA20752#2#CM099783.1:78319499-78337588 genomic_strand:-	NA20752#2#CM099783.1:78319605-78329016	0	8572	17984	9412	9283cb99cc576aff8c470f7f411bf3c31887abe1134f2d3227c48e294f73a134	type2
7p22.1	HG00099	h1	HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	90774e1d8acba599051196baa2cf2bdf44d11e5b139b2f87974fd926e77fbd3b	>HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00099#1#CM087319.1:4716846-4759396 genomic_strand:-	HG00099#1#CM087319.1:4725456-4734914	0	24482	33941	9459	7059031f69f9c140422cc89d63a68f4fc187b9cc750e0c15c126cad3f1fa97d4	type2
7p22.1	HG00099	h1	HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	90774e1d8acba599051196baa2cf2bdf44d11e5b139b2f87974fd926e77fbd3b	>HG00099_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00099#1#CM087319.1:4716846-4759396 genomic_strand:-	HG00099#1#CM087319.1:4716952-4726410	0	32986	42445	9459	274ebf0106bf05749cb46271241eeb97cf86e00ca6003bf46f122e163ab9ad09	type2
7p22.1	HG00126	h1	HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	0788f1305c516d6a17fc772571512cf3e9eac8851f59271c9325a010223f843d	>HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00126#1#CM090113.1:4723460-4766015 genomic_strand:-	HG00126#1#CM090113.1:4732070-4741528	0	24487	33946	9459	cedc5b9530e9a2950f7aad779ada6bff8f07d56065532446ae9d5c3fc6a1486e	type2
7p22.1	HG00126	h1	HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	0788f1305c516d6a17fc772571512cf3e9eac8851f59271c9325a010223f843d	>HG00126_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00126#1#CM090113.1:4723460-4766015 genomic_strand:-	HG00126#1#CM090113.1:4723566-4733024	0	32991	42450	9459	5b0d88905a0d798b6b5044ab467446a7cd959574313f48a4ab284561d8a9b95c	type2
7p22.1	HG00133	h2	HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	cafee0fadbfea4b45e66ce503c29eba6e1709ddc77e2d43d53c833a5d4a187cf	>HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00133#2#CM090066.1:4708101-4750647 genomic_strand:-	HG00133#2#CM090066.1:4716711-4726169	0	24478	33937	9459	7059031f69f9c140422cc89d63a68f4fc187b9cc750e0c15c126cad3f1fa97d4	type2
7p22.1	HG00133	h2	HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	cafee0fadbfea4b45e66ce503c29eba6e1709ddc77e2d43d53c833a5d4a187cf	>HG00133_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00133#2#CM090066.1:4708101-4750647 genomic_strand:-	HG00133#2#CM090066.1:4708207-4717665	0	32982	42441	9459	274ebf0106bf05749cb46271241eeb97cf86e00ca6003bf46f122e163ab9ad09	type2
7p22.1	HG00140	h1	HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	81125d2c786b64b6b0616bfd503128854bcc9673e74bdb0c8c3af22363c7b314	>HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00140#1#CM087112.1:4712525-4755071 genomic_strand:-	HG00140#1#CM087112.1:4721135-4730593	0	24478	33937	9459	86bb2d96b729ee855ec40bcd2d21bed9b30f525c64fc64a9eb58fef202252b1f	type2
7p22.1	HG00140	h1	HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	81125d2c786b64b6b0616bfd503128854bcc9673e74bdb0c8c3af22363c7b314	>HG00140_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00140#1#CM087112.1:4712525-4755071 genomic_strand:-	HG00140#1#CM087112.1:4712631-4722089	0	32982	42441	9459	274ebf0106bf05749cb46271241eeb97cf86e00ca6003bf46f122e163ab9ad09	type2
7p22.1	HG00232	h1	HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	925a403f2568c1e106739dcc964cd4db225d32347162886bd3ec4f8897c58fea	>HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00232#1#CM089994.1:4706605-4749152 genomic_strand:-	HG00232#1#CM089994.1:4715215-4724672	0	24480	33938	9458	8b01933a350f0aa1c59483e8de0972b0fcb343daabc70a8318fcf56c6dc0d1f8	type2
7p22.1	HG00232	h1	HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	925a403f2568c1e106739dcc964cd4db225d32347162886bd3ec4f8897c58fea	>HG00232_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00232#1#CM089994.1:4706605-4749152 genomic_strand:-	HG00232#1#CM089994.1:4706711-4716169	0	32983	42442	9459	e4da7b39b22bbafe83d41b72798c79d120473841b431880fda5c5c93e987d2e2	type2
7p22.1	HG00232	h2	HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	e698f8853815fb3ecbb8f9605b46b5791345c6966d6ed727d05562ac28726405	>HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00232#2#CM090025.1:4765249-4807869 genomic_strand:-	HG00232#2#CM090025.1:4773859-4783317	0	24552	34011	9459	7059031f69f9c140422cc89d63a68f4fc187b9cc750e0c15c126cad3f1fa97d4	type2
7p22.1	HG00232	h2	HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	e698f8853815fb3ecbb8f9605b46b5791345c6966d6ed727d05562ac28726405	>HG00232_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00232#2#CM090025.1:4765249-4807869 genomic_strand:-	HG00232#2#CM090025.1:4765355-4774813	0	33056	42515	9459	274ebf0106bf05749cb46271241eeb97cf86e00ca6003bf46f122e163ab9ad09	type2
7p22.1	HG00235	h2	HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	0a18df5b8d901070a4e65c6719e9b15a21ddd189e190a44a957decd3116bd476	>HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00235#2#CM094397.1:4706140-4748685 genomic_strand:-	HG00235#2#CM094397.1:4714750-4724207	0	24478	33936	9458	8b01933a350f0aa1c59483e8de0972b0fcb343daabc70a8318fcf56c6dc0d1f8	type2
7p22.1	HG00235	h2	HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	0a18df5b8d901070a4e65c6719e9b15a21ddd189e190a44a957decd3116bd476	>HG00235_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00235#2#CM094397.1:4706140-4748685 genomic_strand:-	HG00235#2#CM094397.1:4706246-4715704	0	32981	42440	9459	e4da7b39b22bbafe83d41b72798c79d120473841b431880fda5c5c93e987d2e2	type2
7p22.1	HG00268	h2	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	971b0b6a7e51ac732cc118b756a1b658edd51b767293bae2d3b91d9fb2bcdaa8	>HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG00268#2#haplotype2-0000071#0:4653500-4771749 genomic_strand:-	HG00268#2#haplotype2-0000071#0:4761684-4771142	500	107	9566	9459	38c6b2e29fbfd5c422d169e70ef30a6f1d894ecbbef6d55e3d80ba3e2758abbb	type2
7p22.1	HG00268	h2	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	2	2	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part2	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	971b0b6a7e51ac732cc118b756a1b658edd51b767293bae2d3b91d9fb2bcdaa8	>HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG00268#2#haplotype2-0000071#0:4653500-4771749 genomic_strand:-	HG00268#2#haplotype2-0000071#0:4753180-4762638	500	8611	18070	9459	b3b41b433e6fef93f5bfabedbf724ea7979af9f3df7c61c7928eb6159c72b5b3	type2
7p22.1	HG00290	h1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	a3eac2830b4d9a9892f862e663392c36aeb1211a689faee9b10babd613dd7c57	>HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00290#1#CM089983.1:4721127-4763732 genomic_strand:-	HG00290#1#CM089983.1:4729737-4739194	0	24538	33996	9458	8b01933a350f0aa1c59483e8de0972b0fcb343daabc70a8318fcf56c6dc0d1f8	type2
7p22.1	HG00290	h1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	a3eac2830b4d9a9892f862e663392c36aeb1211a689faee9b10babd613dd7c57	>HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00290#1#CM089983.1:4721127-4763732 genomic_strand:-	HG00290#1#CM089983.1:4721233-4730691	0	33041	42500	9459	b1a8ad28cb28da7a21708f35c01b7b3593df2a885be6d45dcc769b636d3c64f3	type2
7p22.1	HG00321	h1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	30f60598e2033b77285be6615ef8032dec13995e1bddec71028f78a1a7d03e43	>HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00321#1#CM089542.1:4694149-4736689 genomic_strand:-	HG00321#1#CM089542.1:4702759-4712217	0	24472	33931	9459	463958a95db45952811e9189c0fd19e6950d3095faf8380cf7e37179dfa003eb	type2
7p22.1	HG00321	h1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	30f60598e2033b77285be6615ef8032dec13995e1bddec71028f78a1a7d03e43	>HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00321#1#CM089542.1:4694149-4736689 genomic_strand:-	HG00321#1#CM089542.1:4694255-4703713	0	32976	42435	9459	72b18153fb48d06944067a92b157b520da2c78918dd82fbf3504d3abb4270dbc	type2
7p22.1	HG00323	h2	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	c562c052e5f991c072d45afa2c98911033c2e5c85abd3e192296d5351917f84e	>HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00323#2#CM087332.1:4706784-4749331 genomic_strand:-	HG00323#2#CM087332.1:4715394-4724852	0	24479	33938	9459	cedc5b9530e9a2950f7aad779ada6bff8f07d56065532446ae9d5c3fc6a1486e	type2
7p22.1	HG00323	h2	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1.fa	c562c052e5f991c072d45afa2c98911033c2e5c85abd3e192296d5351917f84e	>HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00323#2#CM087332.1:4706784-4749331 genomic_strand:-	HG00323#2#CM087332.1:4706890-4716348	0	32983	42442	9459	5b0d88905a0d798b6b5044ab467446a7cd959574313f48a4ab284561d8a9b95c	type2
7p22.1	HG00344	h1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	21b8c222796aef851c9193065f06c9f7abaa3f5ceeae52e5c6b4236da5c6d8e8	>HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00344#1#CM094505.1:4704700-4747247 genomic_strand:-	HG00344#1#CM094505.1:4713310-4722767	0	24480	33938	9458	8b01933a350f0aa1c59483e8de0972b0fcb343daabc70a8318fcf56c6dc0d1f8	type2
7p22.1	HG00344	h1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	21b8c222796aef851c9193065f06c9f7abaa3f5ceeae52e5c6b4236da5c6d8e8	>HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00344#1#CM094505.1:4704700-4747247 genomic_strand:-	HG00344#1#CM094505.1:4704806-4714264	0	32983	42442	9459	e4da7b39b22bbafe83d41b72798c79d120473841b431880fda5c5c93e987d2e2	type2
7p22.1	HG00423	mat	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	c838b5be51a5aa128b331b3fcabe684b9904d92b2be361a2aa34990bbedda7c0	>HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG00423#2#JBHIIP010000007.1:3692598-3735134 genomic_strand:-	HG00423#2#JBHIIP010000007.1:3701208-3710662	0	24472	33927	9455	9c7a94b098a5934da4baaf9c3f009c1830f2b8887bda3d5aaaf4cf0c984c7a9d	type2
