locus	array	sample	haplotype	copy_a	copy_b	substitutions	callable_bases	clock_assumption	rate_slow_per_site_per_My	rate_fast_per_site_per_My	sensitivity_point_age_low_My	sensitivity_point_age_high_My	exact_poisson95_age_lower_at_fast_rate_My	exact_poisson95_age_upper_at_fast_rate_My	exact_poisson95_age_lower_at_slow_rate_My	exact_poisson95_age_upper_at_slow_rate_My	zero_one_sided95_upper_at_fast_rate_My	zero_one_sided95_upper_at_slow_rate_My
7p22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01960	pat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01969	mat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG01975_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	mat	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	HG01975_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01975	pat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG01978_pat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG01978	pat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG01981_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01981	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01993	pat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02004_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02004_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02004	pat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	1	3	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02011_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02011	h1	2	3	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	1	3	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02018_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02018	h2	2	3	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	1	3	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02027	pat	2	3	3	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.08846426043878274	0.16587048832271764	0.018243457268683667	0.2585301093932038	0.03420648237878188	0.48474395511225715		
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	1	3	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02040	h2	2	3	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG02055_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02055	mat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02056	mat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	1	3	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02059_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02059	h1	2	3	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02074	mat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	mat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02080	pat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02083	mat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02106_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02106	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02145_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02145	pat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02148_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02148_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02148	pat	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG02155_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02155	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02165_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02165	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02178_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02178	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02178_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02178	h2	1	3	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02178_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02178	h2	1	4	13	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.38339600383396005	0.7188675071886751	0.2041422249061064	0.65561884297453	0.38276667169894946	1.2292853305772438		
7p22.1	HG02178_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02178	h2	2	3	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02178_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02178	h2	2	4	2	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05897617362585516	0.11058032554847842	0.007142288232600985	0.21304221714213142	0.013391790436126847	0.39945415714149646		
7p22.1	HG02178_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02178	h2	3	4	2	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05897617362585516	0.11058032554847842	0.007142288232600985	0.21304221714213142	0.013391790436126847	0.39945415714149646		
7p22.1	HG02257_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG02257	mat	1	2	11	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32436895494220336	0.6081917905166314	0.16192381361278707	0.5803856603356321	0.3036071505239758	1.0882231131293103		
7p22.1	HG02258_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02258	mat	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG02258_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02258	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02273_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02273	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02273_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02273	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02280_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02280	mat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02280_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02280	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02282_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02282	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02293_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02293	mat	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	HG02293_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02293	pat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02293_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02293	pat	1	3	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02293_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02293	pat	1	4	13	7532	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.3835487106862572	0.7191538325367323	0.2042235348735411	0.6558799763426824	0.3829191278878896	1.2297749556425295		
7p22.1	HG02293_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02293	pat	2	3	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG02293_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02293	pat	2	4	4	7533	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.11799932150390136	0.22124872781981503	0.032150843654625526	0.30212512870491903	0.060282831852422857	0.5664846163217232		
7p22.1	HG02293_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02293	pat	3	4	3	7533	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.08849949112792602	0.16593654586486128	0.018250722683764785	0.25863306841725525	0.03422010503205897	0.48493700328235356		
7p22.1	HG02300_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02300	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02300_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02300	pat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02391_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02391	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02451_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02451	pat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02486_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02486	mat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02486	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02492	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02514	mat	1	2	3	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.08846426043878274	0.16587048832271764	0.018243457268683667	0.2585301093932038	0.03420648237878188	0.48474395511225715		
7p22.1	HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02554	h2	1	2	16	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.4718093890068413	0.8846426043878274	0.2696798317304058	0.7661888888169661	0.5056496844945109	1.4366041665318114		
7p22.1	HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02559	pat	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02572	pat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02583	h1	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02587	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02615	mat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02615	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02630	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02647	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02666	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02668	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02698	pat	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02717	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02717	pat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02723_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02723	mat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02735_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02735	mat	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	HG02738_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02738	pat	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG02769_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02769	h2	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
