key	alignment	record	original_locus	locus	sample	haplotype	newly_admitted	candidate_source_count	ID_Full	Source_Identifier	source_binding_basis	copy_suffixed_record	physical_locus_changed_from_extraction	aligned_canonical_bases	aligned_sequence_sha256
p0075	21p13_carrier_kcon.aln.fa	HG01123_pat#c4	21p13	21p13	HG01123	pat	1	4	HG01123_pat_hprc_r2_v1.0.1_HML-2_21p13_alt4	HG01123#1#CM089093.1:18616-26281	unique_full_query_zero_mismatch_source_alignment	1	0	6205	e1dc188e7fa8efacdb2df2308712ba25a918166787bb11c3fac91aede266ea49
p0076	21p13_carrier_kcon.aln.fa	HG01175_pat#c3	21p13	21p13	HG01175	pat	1	3	HG01175_pat_hprc_r2_v1.0.1_HML-2_21p13_alt3	HG01175#1#CM087935.1:20880-28545	unique_full_query_zero_mismatch_source_alignment	1	0	6205	b8ce8abe51bc64fabba73be624e163d56c3445e5bf8cb70910c429ce775b09b1
p0077	21p13_carrier_kcon.aln.fa	HG01346_mat#c1	21p13	21p13	HG01346	mat	1	3	HG01346_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG01346#2#CM086608.1:13759-21431	unique_full_query_zero_mismatch_source_alignment	1	0	6208	063b2c019e5cc202017d90be149b03771fb6d9447b0d539da8f913e99bd18149
p0078	21p13_carrier_kcon.aln.fa	HG01361_mat#c2	21p13	21p13	HG01361	mat	1	2	HG01361_mat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG01361#2#CM089049.1:20841-28509	unique_full_query_zero_mismatch_source_alignment	1	0	6208	806e1fd0650219fa6d31cc758107652caa5229728677c113306107a47c2c0727
p0079	21p13_carrier_kcon.aln.fa	HG01433_pat#c1	21p13	21p13	HG01433	pat	1	2	HG01433_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG01433#1#CM086491.1:10722-18394	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0080	21p13_carrier_kcon.aln.fa	HG01784_hap1#c3	21p13	21p13	HG01784	h1	1	3	HG01784_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt3	HG01784#1#CM087580.1:24220-31885	unique_full_query_zero_mismatch_source_alignment	1	0	6205	b8ce8abe51bc64fabba73be624e163d56c3445e5bf8cb70910c429ce775b09b1
p0081	21p13_carrier_kcon.aln.fa	HG01784_hap2#c1	21p13	21p13	HG01784	h2	1	2	HG01784_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG01784#2#CM087608.1:14363-22027	unique_full_query_zero_mismatch_source_alignment	1	0	6208	66279673f1701439168fb37499a3571ba8ab7c0c1d35094ffd9577f4200cbfa1
p0082	21p13_carrier_kcon.aln.fa	HG01884_mat#c1	21p13	21p13	HG01884	mat	1	2	HG01884_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG01884#2#CM086432.1:9633-17305	unique_full_query_zero_mismatch_source_alignment	1	0	6208	414e6d35484aa216adbb748363f3ea8a4cd92c9dc20e4640abc444e6f1c75191
p0083	21p13_carrier_kcon.aln.fa	HG01884_pat	21p13	21p13	HG01884	pat	1	1	HG01884_pat_hprc_r2_v1.0.1_HML-2_21p13	HG01884#1#CM086416.1:16464-24132	unique_full_query_zero_mismatch_source_alignment	0	0	6208	a30ad34cd0458a760c96226472a2ddbacd20c9adec94734d16be3b48be1a4ec7
p0084	21p13_carrier_kcon.aln.fa	HG01928_mat#c1	21p13	21p13	HG01928	mat	1	2	HG01928_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG01928#2#CM089011.1:28608-36280	unique_full_query_zero_mismatch_source_alignment	1	0	6208	8ef38d0673d00dfde520b695877a8785a432b6678ffc126ae209d5b3e81dc067
p0085	21p13_carrier_kcon.aln.fa	HG01969_mat	21p13	21p13	HG01969	mat	1	1	HG01969_mat_hprc_r2_v1.0.1_HML-2_21p13	HG01969#2#CM088709.1:17279-24950	unique_full_query_zero_mismatch_source_alignment	0	0	6207	d09ced3314b9861661dd702240699d326d7fd12a9086bed164c8360b2c373dcd
p0086	21p13_carrier_kcon.aln.fa	HG02015_mat#c1	21p13	21p13	HG02015	mat	1	2	HG02015_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02015#2#CM085905.1:24499-32167	unique_full_query_zero_mismatch_source_alignment	1	0	6208	1728b8e8b4d71aa80c8c3f8160e2887620f9231990931cea46f237bafaa987e6
p0087	21p13_carrier_kcon.aln.fa	HG02040_hap2#c1	21p13	21p13	HG02040	h2	1	4	HG02040_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02040#2#CM087411.1:13202-20870	unique_full_query_zero_mismatch_source_alignment	1	0	6208	aeb4f7bfe24f3a37cbcc515eca3e9d91313fc290a136db893437cef2525da2ed
p0088	21p13_carrier_kcon.aln.fa	HG02055_mat#c3	21p13	21p13	HG02055	mat	1	3	HG02055_mat_hprc_r2_v1.0.1_HML-2_21p13_alt3	HG02055#2#CM092201.1:10198-17865	unique_full_query_zero_mismatch_source_alignment	1	0	6207	e4f4ed6717b376c3a3c9f354a1c7ce3aebabc1a8cd68fd30015d985cb57682df
p0089	21p13_carrier_kcon.aln.fa	HG02056_pat#c1	21p13	21p13	HG02056	pat	1	4	HG02056_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02056#1#CM085880.1:11873-19541	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0090	21p13_carrier_kcon.aln.fa	HG02074_pat#c1	21p13	21p13	HG02074	pat	1	2	HG02074_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02074#1#CM088276.1:10158-17826	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d56e26d49db6cff760f3374c7a8afee1aa86f7e3285212c7ecfcf0fe4de162d4
p0091	21p13_carrier_kcon.aln.fa	HG02083_mat#c1	21p13	21p13	HG02083	mat	1	3	HG02083_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02083#2#CM086970.1:17813-25485	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0092	21p13_carrier_kcon.aln.fa	HG02083_pat	21p13	21p13	HG02083	pat	1	1	HG02083_pat_hprc_r2_v1.0.1_HML-2_21p13	HG02083#1#CM086959.1:150784-158452	unique_full_query_zero_mismatch_source_alignment	0	0	6208	1728b8e8b4d71aa80c8c3f8160e2887620f9231990931cea46f237bafaa987e6
p0093	21p13_carrier_kcon.aln.fa	HG02109_mat#c1	21p13	21p13	HG02109	mat	1	2	HG02109_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02109#2#CM092156.1:11616-19277	unique_full_query_zero_mismatch_source_alignment	1	0	6208	788bac554d31ecb10fce01bd1c7fe554321b07f8960d6b4b856e539241e6669e
p0094	21p13_carrier_kcon.aln.fa	HG02132_mat#c1	21p13	21p13	HG02132	mat	1	2	HG02132_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02132#2#CM086914.1:25256-32928	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0095	21p13_carrier_kcon.aln.fa	HG02132_mat#c2	21p13	21p13	HG02132	mat	1	2	HG02132_mat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG02132#2#CM086915.1:18384-26052	unique_full_query_zero_mismatch_source_alignment	1	0	6208	4740ace1dcb239249c03efee314438fb357b7a6022805576fa4daf98f8b13b24
p0096	21p13_carrier_kcon.aln.fa	HG02132_pat#c1	21p13	21p13	HG02132	pat	1	3	HG02132_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02132#1#CM086902.1:25256-32928	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0097	21p13_carrier_kcon.aln.fa	HG02155_hap2#c1	21p13	21p13	HG02155	h2	1	3	HG02155_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02155#2#CM091929.1:17175-24835	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e7d8ba6b8fd3d8eec4837a5d34bf05e45c598558a183c10043db865220fb8cab
p0098	21p13_carrier_kcon.aln.fa	HG02165_hap1#c2	21p13	21p13	HG02165	h1	1	3	HG02165_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG02165#1#CM087455.1:27092-34772	unique_full_query_zero_mismatch_source_alignment	1	0	6208	1728b8e8b4d71aa80c8c3f8160e2887620f9231990931cea46f237bafaa987e6
p0099	21p13_carrier_kcon.aln.fa	HG02514_pat#c1	21p13	21p13	HG02514	pat	1	2	HG02514_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02514#1#CM098742.1:13199-20875	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0100	21p13_carrier_kcon.aln.fa	HG02523_mat#c1	21p13	21p13	HG02523	mat	1	3	HG02523_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02523#2#CM086949.1:11079-18747	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0101	21p13_carrier_kcon.aln.fa	HG02559_pat#c1	21p13	21p13	HG02559	pat	1	2	HG02559_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02559#1#CM088240.1:21806-29474	unique_full_query_zero_mismatch_source_alignment	1	0	6208	14974ef464333fe1eed7aa34e0b9d077123fa5c968e02921cf9f71456a433ab3
p0102	21p13_carrier_kcon.aln.fa	HG02572_pat#c2	21p13	21p13	HG02572	pat	1	3	HG02572_pat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG02572#1#CM088162.1:22969-30625	unique_full_query_zero_mismatch_source_alignment	1	0	6201	0c8b41cd07f17a78de63eb73c2467fa654b877223f7f03434913b5b8f734ba46
p0103	21p13_carrier_kcon.aln.fa	HG02583_hap1#c1	21p13	21p13	HG02583	h1	1	3	HG02583_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02583#1#CM089500.1:8982-16650	unique_full_query_zero_mismatch_source_alignment	1	0	6208	7f38a421fa905df657e7740ec2c4ce3d7c5f75d2b54c5c7829512b2ec1db7e35
p0104	21p13_carrier_kcon.aln.fa	HG02602_pat#c1	21p13	21p13	HG02602	pat	1	4	HG02602_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02602#1#CM099693.1:18369-26037	unique_full_query_zero_mismatch_source_alignment	1	0	6208	9b5f26fd48fadca3f5490ed5ce4aa4a5627494421f9855babd16b6ba49c24f34
p0105	21p13_carrier_kcon.aln.fa	HG02602_pat#c2	21p13	21p13	HG02602	pat	1	4	HG02602_pat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG02602#1#CM099697.1:12082-19750	unique_full_query_zero_mismatch_source_alignment	1	0	6208	5f564a1728117665ec21591501158e701188356eb9c00d285358444795a1a816
p0106	21p13_carrier_kcon.aln.fa	HG02615_mat#c1	21p13	21p13	HG02615	mat	1	3	HG02615_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02615#2#CM086701.1:16558-24218	unique_full_query_zero_mismatch_source_alignment	1	0	6208	06c5fdd1748f131c271fe37c3fd4175d5dc05edb9c5a6214a9da1e45446c82c2
p0107	21p13_carrier_kcon.aln.fa	HG02723_mat#c1	21p13	21p13	HG02723	mat	1	4	HG02723_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02723#2#CM092024.1:20953-28621	unique_full_query_zero_mismatch_source_alignment	1	0	6208	95e489803a48a3d56a8c9839e05f37e0a4c214c9064f9b4715156fe5f0f29f38
p0108	21p13_carrier_kcon.aln.fa	HG02723_mat#c2	21p13	21p13	HG02723	mat	1	4	HG02723_mat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG02723#2#CM092025.1:22119-29783	unique_full_query_zero_mismatch_source_alignment	1	0	6208	608ec913606cbe9132bf14a67d55fd06cf676d47970989157eb223437a3f460d
p0109	21p13_carrier_kcon.aln.fa	HG02723_pat#c1	21p13	21p13	HG02723	pat	1	2	HG02723_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02723#1#CM092043.1:20128-27792	unique_full_query_zero_mismatch_source_alignment	1	0	6208	608ec913606cbe9132bf14a67d55fd06cf676d47970989157eb223437a3f460d
p0110	21p13_carrier_kcon.aln.fa	HG02984_mat	21p13	21p13	HG02984	mat	1	1	HG02984_mat_hprc_r2_v1.0.1_HML-2_21p13	HG02984#2#CM098816.1:15064-22724	unique_full_query_zero_mismatch_source_alignment	0	0	6208	140deca72e47f9e50996e04f28e6ab63bdadbffb8cc70c9504796f50aadcf655
p0111	21p13_carrier_kcon.aln.fa	HG02984_pat#c1	21p13	21p13	HG02984	pat	1	4	HG02984_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG02984#1#CM098797.1:24456-32128	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d532408442285a6359908670a3c8391bcdad81c5304dea2b863bb82c131c8a26
p0112	21p13_carrier_kcon.aln.fa	HG02984_pat#c2	21p13	21p13	HG02984	pat	1	4	HG02984_pat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG02984#1#CM098801.1:17944-25624	unique_full_query_zero_mismatch_source_alignment	1	0	6208	26e93ce810ab232df46529eb54ef8e60bf318aaf80f2db98a3ec85abd29fd67e
p0113	21p13_carrier_kcon.aln.fa	HG03130_hap1#c1	21p13	21p13	HG03130	h1	1	4	HG03130_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03130#1#CM087265.1:14298-21962	unique_full_query_zero_mismatch_source_alignment	1	0	6208	6ed4faea45805e5cc7b1937288c82ccac34b37b19bc52e3fd62aead4644650bc
p0114	21p13_carrier_kcon.aln.fa	HG03139_hap2	21p13	21p13	HG03139	h2	1	1	HG03139_hap2_hprc_r2_v1.0.1_HML-2_21p13	HG03139#2#CM091844.1:18394-26062	unique_full_query_zero_mismatch_source_alignment	0	0	6208	608ec913606cbe9132bf14a67d55fd06cf676d47970989157eb223437a3f460d
p0115	21p13_carrier_kcon.aln.fa	HG03195_hap2#c1	21p13	21p13	HG03195	h2	1	4	HG03195_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03195#2#CM087098.1:20198-27862	unique_full_query_zero_mismatch_source_alignment	1	0	6208	11fea0528c2072b79fad0898186ff2d014d6a0dcd8e868a73ead813ac1b3466f
p0116	21p13_carrier_kcon.aln.fa	HG03239_mat#c1	21p13	21p13	HG03239	mat	1	2	HG03239_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03239#2#CM088772.1:9260-16936	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0117	21p13_carrier_kcon.aln.fa	HG03270_hap2#c1	21p13	21p13	HG03270	h2	1	3	HG03270_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03270#2#CM089919.1:16113-23781	unique_full_query_zero_mismatch_source_alignment	1	0	6208	3c066ba0ba9bba08e58149203f71686f2b53fc435410f33f1c993f3574db6c5d
p0118	21p13_carrier_kcon.aln.fa	HG03470_hap2#c1	21p13	21p13	HG03470	h2	1	3	HG03470_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03470#2#CM091882.1:20339-28007	unique_full_query_zero_mismatch_source_alignment	1	0	6208	0b3f29227404e83107d4047881338222c121a99a5648f9127fedd35a1c58dd18
p0119	21p13_carrier_kcon.aln.fa	HG03516_mat#c1	21p13	21p13	HG03516	mat	1	2	HG03516_mat_hprc_r2_v1.1.0_HML-2_21p13_alt1	HG03516#2#CM089238.1:21207-28875	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0120	21p13_carrier_kcon.aln.fa	HG03688_pat#c1	21p13	21p13	HG03688	pat	1	2	HG03688_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03688#1#CM086809.1:16552-24212	unique_full_query_zero_mismatch_source_alignment	1	0	6208	9eecac41d1ee7c61e7c2c251f49cca6d32357b1a853093b5b12e448c237bf4c5
p0121	21p13_carrier_kcon.aln.fa	HG03704_mat#c1	21p13	21p13	HG03704	mat	1	2	HG03704_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03704#2#CM086199.1:13998-21658	unique_full_query_zero_mismatch_source_alignment	1	0	6208	3ed00b78b2eea98a31d989ea08fb3c0402f8bbe7a79e2c9f4fd49f465b51a802
p0122	21p13_carrier_kcon.aln.fa	HG03710_mat#c2	21p13	21p13	HG03710	mat	1	2	HG03710_mat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG03710#2#CM086888.1:17197-24862	unique_full_query_zero_mismatch_source_alignment	1	0	6205	68259b6152f36565456846180ceed8cf1ff8e72ae887e12b4560fb67e88ebf66
p0123	21p13_carrier_kcon.aln.fa	HG03742_hap1#c1	21p13	21p13	HG03742	h1	1	2	HG03742_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03742#1#CM087640.1:21859-29527	unique_full_query_zero_mismatch_source_alignment	1	0	6208	3669016deaf4106d18ed8aba941de7442e886a934491f7f5d36099444d696a10
p0124	21p13_carrier_kcon.aln.fa	HG03742_hap2#c1	21p13	21p13	HG03742	h2	1	5	HG03742_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03742#2#CM087650.1:14082-21750	unique_full_query_zero_mismatch_source_alignment	1	0	6208	75d2aa75092dc1efd6ed25b4491110b2768290ec30da2b7e4ea29df8a3a03e65
p0125	21p13_carrier_kcon.aln.fa	HG03816_mat#c1	21p13	21p13	HG03816	mat	1	4	HG03816_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03816#2#CM100053.1:19665-27333	unique_full_query_zero_mismatch_source_alignment	1	0	6208	4816eef81f84d19ffa9e40534e4fd6163edca4865dfdd74c2e9098069a7cc500
p0126	21p13_carrier_kcon.aln.fa	HG03834_pat#c1	21p13	21p13	HG03834	pat	1	2	HG03834_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03834#1#CM085807.1:22406-30066	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d91ccf69c7f3ef47860e22dacf4514066640e67878c61510930edcdb2cc0fa01
p0127	21p13_carrier_kcon.aln.fa	HG03927_mat#c1	21p13	21p13	HG03927	mat	1	4	HG03927_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG03927#2#CM086666.1:9110-16778	unique_full_query_zero_mismatch_source_alignment	1	0	6208	0f6f4ffd04de60b5fd736620733f0e7d0364b32b811b9b75b7446b71c5557de9
p0128	21p13_carrier_kcon.aln.fa	HG04115_mat#c1	21p13	21p13	HG04115	mat	1	3	HG04115_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG04115#2#CM086771.1:7183-14855	unique_full_query_zero_mismatch_source_alignment	1	0	6208	0e9149a46d0d292efc6e9c08237d324de2f31ae43835d0aa346dbbb91249899b
p0129	21p13_carrier_kcon.aln.fa	HG04160_mat#c1	21p13	21p13	HG04160	mat	1	2	HG04160_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG04160#2#CM088454.1:16688-24356	unique_full_query_zero_mismatch_source_alignment	1	0	6208	608ec913606cbe9132bf14a67d55fd06cf676d47970989157eb223437a3f460d
p0130	21p13_carrier_kcon.aln.fa	HG04199_pat#c2	21p13	21p13	HG04199	pat	1	3	HG04199_pat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG04199#1#CM086788.1:12806-20474	unique_full_query_zero_mismatch_source_alignment	1	0	6208	806e1fd0650219fa6d31cc758107652caa5229728677c113306107a47c2c0727
p0131	21p13_carrier_kcon.aln.fa	NA18505_hap1#c1	21p13	21p13	NA18505	h1	1	2	NA18505_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18505#1#CM089865.1:15013-22681	unique_full_query_zero_mismatch_source_alignment	1	0	6208	8386c2211e2e1c65764438203ecdf876879fde4c45f739cf6b7fba17894d9856
p0132	21p13_carrier_kcon.aln.fa	NA18522_hap2#c1	21p13	21p13	NA18522	h2	1	2	NA18522_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18522#2#CM087197.1:17205-24869	unique_full_query_zero_mismatch_source_alignment	1	0	6208	102fd2d4dfa5c755849131d99083aef27671b41fbe02a1bdb8ec2a7e49ae2fdc
p0133	21p13_carrier_kcon.aln.fa	NA18879_hap1#c3	21p13	21p13	NA18879	h1	1	3	NA18879_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt3	NA18879#1#CM099721.1:14929-22569	unique_full_query_zero_mismatch_source_alignment	1	0	6208	479d6dcd9e9d04a22885fd02f6fed6fd83267972c0c98fc17544b2631344cd28
p0134	21p13_carrier_kcon.aln.fa	NA18940_hap2#c1	21p13	21p13	NA18940	h2	1	2	NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18940#2#CM101729.1:10311-17979	unique_full_query_zero_mismatch_source_alignment	1	0	6208	1728b8e8b4d71aa80c8c3f8160e2887620f9231990931cea46f237bafaa987e6
p0135	21p13_carrier_kcon.aln.fa	NA18940_hap2#c2	21p13	21p13	NA18940	h2	1	2	NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18940#2#CM101728.1:11645-19306	unique_full_query_zero_mismatch_source_alignment	1	0	6205	e1dc188e7fa8efacdb2df2308712ba25a918166787bb11c3fac91aede266ea49
p0136	21p13_carrier_kcon.aln.fa	NA18943_hap1#c1	21p13	21p13	NA18943	h1	1	2	NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18943#1#CM101669.1:13435-21095	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e3f39ab8f395f1410a8f16775d35f3398ebb4338e25904c7f7f36ce856fe1271
p0137	21p13_carrier_kcon.aln.fa	NA18943_hap1#c2	21p13	21p13	NA18943	h1	1	2	NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18943#1#CM101670.1:11280-18940	unique_full_query_zero_mismatch_source_alignment	1	0	6201	3dae2658c9e943a424ff0501b3ac7080e10b814647c939d3b54bf7610d365e78
p0138	21p13_carrier_kcon.aln.fa	NA18943_hap2	21p13	21p13	NA18943	h2	1	1	NA18943_hap2_hprc_r2_v1.0.1_HML-2_21p13	NA18943#2#CM101699.1:13062-20722	unique_full_query_zero_mismatch_source_alignment	0	0	6201	3dae2658c9e943a424ff0501b3ac7080e10b814647c939d3b54bf7610d365e78
p0139	21p13_carrier_kcon.aln.fa	NA18959_hap2#c1	21p13	21p13	NA18959	h2	1	2	NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18959#2#CM101584.1:5011060-5018720	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e7d8ba6b8fd3d8eec4837a5d34bf05e45c598558a183c10043db865220fb8cab
p0140	21p13_carrier_kcon.aln.fa	NA18959_hap2#c2	21p13	21p13	NA18959	h2	1	2	NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18959#2#CM101583.1:12934-20569	unique_full_query_zero_mismatch_source_alignment	1	0	6179	996af25c8b0a17aee160bb8d25fa290e16d0d0577e6cb996608f529238db1753
p0141	21p13_carrier_kcon.aln.fa	NA18967_hap1#c1	21p13	21p13	NA18967	h1	1	2	NA18967_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18967#1#CM101508.1:15913-23589	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c7360fe739b04d81c2a5553cef93f91c2a6fefd017946f278655eefd15749726
p0142	21p13_carrier_kcon.aln.fa	NA18970_hap1	21p13	21p13	NA18970	h1	1	1	NA18970_hap1_hprc_r2_v1.0.1_HML-2_21p13	NA18970#1#CM101478.1:13065-20733	unique_full_query_zero_mismatch_source_alignment	0	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0143	21p13_carrier_kcon.aln.fa	NA18970_hap2#c1	21p13	21p13	NA18970	h2	1	3	NA18970_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18970#2#CM101487.1:16583-24243	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e0493a159a33579cbde8212291453f94abf3d00de912d352f1c35fb9d4bcc199
p0144	21p13_carrier_kcon.aln.fa	NA18970_hap2#c2	21p13	21p13	NA18970	h2	1	3	NA18970_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18970#2#CM101492.1:12454-20114	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e7d8ba6b8fd3d8eec4837a5d34bf05e45c598558a183c10043db865220fb8cab
p0145	21p13_carrier_kcon.aln.fa	NA18982_hap1#c2	21p13	21p13	NA18982	h1	1	3	NA18982_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18982#1#CM101425.1:15299-22963	unique_full_query_zero_mismatch_source_alignment	1	0	6204	aafc218963dc516f759c4dc00353a12746adfd4dd16e85e389e842e003808443
p0146	21p13_carrier_kcon.aln.fa	NA18982_hap2	21p13	21p13	NA18982	h2	1	1	NA18982_hap2_hprc_r2_v1.0.1_HML-2_21p13	NA18982#2#CM101464.1:15213-22885	unique_full_query_zero_mismatch_source_alignment	0	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0147	21p13_carrier_kcon.aln.fa	NA19087_hap2#c1	21p13	21p13	NA19087	h2	1	4	NA19087_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA19087#2#CM087714.1:16466-24134	unique_full_query_zero_mismatch_source_alignment	1	0	6208	25d3469f87039858f69064210ac77ffd85695c13be69d5872a0fdeb31fb2dcec
p0148	21p13_carrier_kcon.aln.fa	NA19087_hap2#c2	21p13	21p13	NA19087	h2	1	4	NA19087_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA19087#2#CM087715.1:15778-23450	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0149	21p13_carrier_kcon.aln.fa	NA19185_hap1#c1	21p13	21p13	NA19185	h1	1	2	NA19185_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA19185#1#CM087730.1:11903-19563	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e3f39ab8f395f1410a8f16775d35f3398ebb4338e25904c7f7f36ce856fe1271
p0150	21p13_carrier_kcon.aln.fa	NA19338_hap1	21p13	21p13	NA19338	h1	1	1	NA19338_hap1_hprc_r2_v1.0.1_HML-2_21p13	NA19338#1#CM087765.1:24492-32160	unique_full_query_zero_mismatch_source_alignment	0	0	6208	a840ac8ba7f2b0ceffa5eb093eefa5597f96056aa0adf61001044a66b199c9bc
p0151	21p13_carrier_kcon.aln.fa	NA19338_hap2#c1	21p13	21p13	NA19338	h2	1	2	NA19338_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA19338#2#CM087787.1:13688-21356	unique_full_query_zero_mismatch_source_alignment	1	0	6208	8ea71ee51a31043ae2ac8164f2570a3c1ac5a69b1e896fa400283d1e2353e667
p0152	21p13_carrier_kcon.aln.fa	NA19391_hap1#c1	21p13	21p13	NA19391	h1	1	4	NA19391_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA19391#1#CM087794.1:13826-21498	unique_full_query_zero_mismatch_source_alignment	1	0	6208	7f1fb3890688b0ab957a25a6157284cf424d8d9d5f3d8c0bed526f05079b776d
