region	key	locus	sample	best_distance	nearest_loci
5p_LTR	p0374	4q35.2_hg38	HG02602	0.004016064257028112	15p13a
5p_LTR	p0375	4q35.2_hg38	HG02630	0.002677376171352075	15p13a
5p_LTR	p0376	4q35.2_hg38	HG02735	0.002677376171352075	15p13a
5p_LTR	p0377	4q35.2_hg38	HG02738	0.004016064257028112	15p13a
5p_LTR	p0378	4q35.2_hg38	HG02886	0.0013386880856760374	15p13a
5p_LTR	p0379	4q35.2_hg38	HG03017	0.006693440428380187	15p13a|21p13|4p16.3a
5p_LTR	p0380	4q35.2_hg38	HG03017	0.0	21p13|22p13|4p16.3a
5p_LTR	p0381	4q35.2_hg38	HG03239	0.002677376171352075	15p13a
5p_LTR	p0382	4q35.2_hg38	HG03516	0.002677376171352075	15p13a
5p_LTR	p0383	4q35.2_hg38	HG03540	0.002677376171352075	15p13a
5p_LTR	p0384	4q35.2_hg38	HG03579	0.0	21p13|22p13|4p16.3a
5p_LTR	p0385	4q35.2_hg38	HG03654	0.002677376171352075	15p13a
5p_LTR	p0386	4q35.2_hg38	HG03742	0.0	21p13|22p13|4p16.3a
5p_LTR	p0387	4q35.2_hg38	HG03831	0.0	21p13|22p13|4p16.3a
5p_LTR	p0388	4q35.2_hg38	HG03831	0.0	21p13|22p13|4p16.3a
5p_LTR	p0389	4q35.2_hg38	HG03874	0.002677376171352075	15p13a
5p_LTR	p0390	4q35.2_hg38	HG03874	0.002677376171352075	15p13a
5p_LTR	p0391	4q35.2_hg38	HG03927	0.0013386880856760374	21p13|22p13|4p16.3a
5p_LTR	p0392	4q35.2_hg38	HG03927	0.002677376171352075	15p13a
5p_LTR	p0393	4q35.2_hg38	NA18505	0.002677376171352075	15p13a
5p_LTR	p0394	4q35.2_hg38	NA18508	0.002677376171352075	15p13a
5p_LTR	p0395	4q35.2_hg38	NA18565	0.002677376171352075	15p13a
5p_LTR	p0396	4q35.2_hg38	NA18565	0.002677376171352075	15p13a
5p_LTR	p0397	4q35.2_hg38	NA18570	0.002677376171352075	15p13a
5p_LTR	p0398	4q35.2_hg38	NA18608	0.002677376171352075	15p13a
5p_LTR	p0399	4q35.2_hg38	NA18940	0.0	21p13|22p13|4p16.3a
5p_LTR	p0400	4q35.2_hg38	NA18940	0.0	21p13|22p13|4p16.3a
5p_LTR	p0401	4q35.2_hg38	NA18943	0.002677376171352075	15p13a
5p_LTR	p0402	4q35.2_hg38	NA18960	0.002677376171352075	15p13a
5p_LTR	p0403	4q35.2_hg38	NA18967	0.002677376171352075	15p13a
5p_LTR	p0404	4q35.2_hg38	NA18971	0.002677376171352075	15p13a
5p_LTR	p0405	4q35.2_hg38	NA18971	0.002677376171352075	15p13a
5p_LTR	p0406	4q35.2_hg38	NA18974	0.002677376171352075	15p13a
5p_LTR	p0407	4q35.2_hg38	NA18974	0.0013386880856760374	15p13a
5p_LTR	p0408	4q35.2_hg38	NA18982	0.002677376171352075	15p13a
5p_LTR	p0409	4q35.2_hg38	NA18983	0.002677376171352075	15p13a
5p_LTR	p0410	4q35.2_hg38	NA18983	0.002677376171352075	15p13a
5p_LTR	p0411	4q35.2_hg38	NA19087	0.002677376171352075	15p13a
5p_LTR	p0412	4q35.2_hg38	NA19087	0.002677376171352075	15p13a
5p_LTR	p0413	4q35.2_hg38	NA19159	0.004016064257028112	4p16.3a
5p_LTR	p0414	4q35.2_hg38	NA19776	0.002677376171352075	15p13a
5p_LTR	p0415	4q35.2_hg38	NA19776	0.002677376171352075	15p13a
5p_LTR	p0416	4q35.2_hg38	NA20503	0.005369127516778523	15p13a
5p_LTR	p0417	4q35.2_hg38	NA20752	0.002677376171352075	15p13a
5p_LTR	p0418	4q35.2_hg38	NA20752	0.002677376171352075	15p13a
5p_LTR	p0419	4q35.2_hg38	NA20805	0.0	21p13|22p13|4p16.3a
5p_LTR	p0420	4q35.2_hg38	NA20806	0.002677376171352075	15p13a
5p_LTR	p0421	4q35.2_hg38	NA20827	0.002677376171352075	15p13a
5p_LTR	p0422	4q35.2_hg38	NA20850	0.0013386880856760374	21p13|22p13|4p16.3a
5p_LTR	p0423	4q35.2_hg38	NA20850	0.004016064257028112	15p13a|4p16.3a
5p_LTR	p0424	4q35.2_hg38	NA21102	0.0	21p13|22p13|4p16.3a
5p_LTR	p0425	4q35.2_hg38	NA21110	0.002677376171352075	15p13a
5p_LTR	p0426	4q35.2_hg38	NA21110	0.002677376171352075	15p13a
5p_LTR	p0427	4q35.2_hg38	NA21144	0.002677376171352075	15p13a
5p_LTR	p0428	15p13a	NA20355	0.0013386880856760374	21p13|22p13|4p16.3a|4q35.2_hg38
5p_LTR	p0429	22p13	HG00514	0.0013386880856760374	15p13a|21p13|4p16.3a
5p_LTR	p0430	4q35.2_hg38	HG00171	0.0	21p13|22p13|4p16.3a
5p_LTR	p0431	4q35.2_hg38	HG00268	0.002677376171352075	15p13a
5p_LTR	p0432	4q35.2_hg38	HG00268	0.002677376171352075	15p13a
5p_LTR	p0433	4q35.2_hg38	HG00512	0.004016064257028112	15p13a|21p13|22p13|4p16.3a
5p_LTR	p0434	4q35.2_hg38	HG00731	0.0013386880856760374	21p13|22p13|4p16.3a
5p_LTR	p0435	4q35.2_hg38	HG01114	0.002677376171352075	15p13a
5p_LTR	p0436	4q35.2_hg38	HG01457	0.0013386880856760374	15p13a
5p_LTR	p0437	4q35.2_hg38	HG01505	0.0	21p13|22p13|4p16.3a
5p_LTR	p0438	4q35.2_hg38	HG01596	0.002677376171352075	15p13a
5p_LTR	p0439	4q35.2_hg38	HG02492	0.002677376171352075	15p13a
5p_LTR	p0440	4q35.2_hg38	HG02554	0.0	21p13|22p13|4p16.3a
5p_LTR	p0441	4q35.2_hg38	HG02554	0.0	21p13|22p13|4p16.3a
5p_LTR	p0442	4q35.2_hg38	HG03009	0.002677376171352075	15p13a
5p_LTR	p0443	4q35.2_hg38	HG03065	0.002677376171352075	15p13a
5p_LTR	p0444	4q35.2_hg38	HG03456	0.002677376171352075	15p13a
5p_LTR	p0445	4q35.2_hg38	HG03732	0.002677376171352075	15p13a
5p_LTR	p0446	4q35.2_hg38	HG03807	0.002677376171352075	15p13a
5p_LTR	p0447	4q35.2_hg38	NA12329	0.002677376171352075	15p13a
5p_LTR	p0448	4q35.2_hg38	NA18939	0.002677376171352075	15p13a
5p_LTR	p0449	4q35.2_hg38	NA19239	0.002677376171352075	15p13a
5p_LTR	p0450	4q35.2_hg38	NA19650	0.006693440428380187	15p13a|21p13|4p16.3a
5p_LTR	p0451	4q35.2_hg38	NA20509	0.0013386880856760374	15p13a
5p_LTR	p0452	4q35.2_hg38	NA20509	0.0013386880856760374	15p13a
5p_LTR	p0453	4q35.2_hg38	NA24385	0.004016064257028112	15p13a|21p13|22p13|4p16.3a
internal	p0000	15p13a	HG00099	0.0	21p13|22p13|4p16.3a
internal	p0001	15p13a	HG00323	0.00018960940462646946	21p13
internal	p0002	15p13a	HG00558	0.00018960940462646946	21p13|22p13
internal	p0003	15p13a	HG00642	0.0	21p13|22p13|4p16.3a
internal	p0004	15p13a	HG00658	0.0	21p13|22p13|4p16.3a
internal	p0005	15p13a	HG00738	0.0	21p13|22p13
internal	p0006	15p13a	HG01123	0.0	21p13|22p13
internal	p0007	15p13a	HG01150	0.00018960940462646946	21p13|22p13
internal	p0008	15p13a	HG01167	0.00018960940462646946	21p13|22p13
internal	p0009	15p13a	HG01175	0.00018960940462646946	21p13|22p13|4p16.3a
internal	p0010	15p13a	HG01346	0.0	21p13|22p13|4p16.3a
internal	p0011	15p13a	HG01928	0.00018960940462646946	21p13|22p13
internal	p0012	15p13a	HG01943	0.00018960940462646946	21p13|22p13
internal	p0013	15p13a	HG01975	0.00018960940462646946	21p13|22p13|4p16.3a
internal	p0014	15p13a	HG02392	0.00018960940462646946	21p13|22p13
internal	p0015	15p13a	HG02451	0.0005691519635742744	22p13
internal	p0016	15p13a	HG02583	0.0	21p13|22p13|4p16.3a
internal	p0017	15p13a	HG02922	0.0007584376185058779	21p13
internal	p0018	15p13a	HG02965	0.0007584376185058779	21p13
internal	p0019	15p13a	HG02984	0.0	21p13|22p13
internal	p0020	15p13a	HG03139	0.0017825311942959	21p13
internal	p0021	15p13a	HG03195	0.0	21p13|22p13|4p16.3a
internal	p0022	15p13a	HG03521	0.00018971732119142478	21p13|22p13
internal	p0023	15p13a	HG03579	0.0005688282138794084	21p13|22p13
internal	p0024	15p13a	HG03710	0.0	21p13|22p13|4p16.3a
internal	p0025	15p13a	HG03834	0.0	21p13|22p13
internal	p0026	15p13a	HG03834	0.00018960940462646946	21p13|22p13
internal	p0027	15p13a	HG03874	0.0	21p13|22p13
internal	p0028	15p13a	HG03874	0.005128205128205128	21p13|22p13
internal	p0029	15p13a	HG04160	0.0	21p13|22p13
internal	p0030	15p13a	NA18508	0.0003792188092529389	21p13|22p13
internal	p0031	15p13a	NA18570	0.00018960940462646946	22p13|4p16.3a
internal	p0032	15p13a	NA18879	0.0005688282138794084	21p13|22p13
internal	p0033	15p13a	NA18879	0.0003792188092529389	21p13|22p13
internal	p0034	15p13a	NA18906	0.00018960940462646946	21p13|22p13
internal	p0035	15p13a	NA18945	0.0	21p13|22p13
internal	p0036	15p13a	NA18959	0.0	21p13|22p13
internal	p0037	15p13a	NA18960	0.0	21p13|22p13
internal	p0038	15p13a	NA18960	0.0	21p13|22p13
internal	p0039	15p13a	NA18967	0.00018960940462646946	21p13|22p13
internal	p0040	15p13a	NA18967	0.0	21p13|22p13
internal	p0041	15p13a	NA18970	0.0	21p13|22p13
internal	p0042	15p13a	NA18971	0.00018960940462646946	21p13|22p13|4p16.3a
internal	p0043	15p13a	NA18974	0.0	21p13|22p13
internal	p0044	15p13a	NA19159	0.00018960940462646946	22p13
internal	p0045	15p13a	NA19185	0.00018960940462646946	22p13
internal	p0046	15p13a	NA19468	0.0	21p13|22p13
internal	p0047	15p13a	NA19909	0.0	21p13|22p13|4p16.3a
internal	p0048	15p13a	NA20129	0.0	21p13|22p13|4p16.3a
internal	p0049	15p13a	NA20503	0.0	21p13|22p13
internal	p0050	15p13a	NA20762	0.00018960940462646946	21p13|22p13|4p16.3a
internal	p0051	15p13a	NA20806	0.0	21p13|22p13|4p16.3a
internal	p0052	15p13a	NA20827	0.0005688282138794084	21p13|22p13
internal	p0053	15p13a	NA20827	0.00018960940462646946	21p13|22p13
internal	p0054	21p13	HG00097	0.0	15p13a|22p13
internal	p0055	21p13	HG00097	0.00018960940462646946	15p13a|22p13|4p16.3a
internal	p0056	21p13	HG00133	0.0	22p13
internal	p0057	21p13	HG00140	0.00018960940462646946	22p13
internal	p0058	21p13	HG00140	0.0	15p13a|22p13|4p16.3a
internal	p0059	21p13	HG00235	0.00018971732119142478	15p13a|22p13
internal	p0060	21p13	HG00235	0.0	22p13
internal	p0061	21p13	HG00253	0.00018960940462646946	15p13a|22p13|4p16.3a
internal	p0062	21p13	HG00272	0.0	15p13a|22p13
internal	p0063	21p13	HG00280	0.0	15p13a|22p13|4p16.3a
internal	p0064	21p13	HG00321	0.00018960940462646946	15p13a|22p13
internal	p0065	21p13	HG00321	0.0	15p13a|22p13|4p16.3a
internal	p0066	21p13	HG00329	0.0	15p13a|22p13
internal	p0067	21p13	HG00544	0.0	15p13a|22p13
internal	p0068	21p13	HG00544	0.0	15p13a|22p13
internal	p0069	21p13	HG00544	0.0005688282138794084	22p13
internal	p0070	21p13	HG00558	0.0	15p13a|22p13|4p16.3a
internal	p0071	21p13	HG00639	0.0007584376185058779	15p13a
internal	p0072	21p13	HG00642	0.00018960940462646946	15p13a
internal	p0073	21p13	HG01071	0.0003792188092529389	15p13a|22p13|4p16.3a
internal	p0074	21p13	HG01123	0.0	15p13a|22p13
internal	p0075	21p13	HG01123	0.0	15p13a|22p13|4p16.3a
internal	p0076	21p13	HG01175	0.00018971732119142478	15p13a|22p13
internal	p0077	21p13	HG01346	0.00018960940462646946	15p13a|22p13
internal	p0078	21p13	HG01361	0.0009480470231323473	15p13a
internal	p0079	21p13	HG01433	0.0	15p13a|22p13
internal	p0080	21p13	HG01784	0.00018971732119142478	15p13a|22p13
internal	p0081	21p13	HG01784	0.0	15p13a|22p13|4p16.3a
internal	p0082	21p13	HG01884	0.0	15p13a|22p13
internal	p0083	21p13	HG01884	0.00018960940462646946	15p13a|22p13
internal	p0084	21p13	HG01928	0.00018960940462646946	15p13a|22p13
internal	p0085	21p13	HG01969	0.0	15p13a|22p13|4p16.3a
internal	p0086	21p13	HG02015	0.0007584376185058779	15p13a
internal	p0087	21p13	HG02040	0.00018960940462646946	15p13a
internal	p0088	21p13	HG02055	0.0022753128555176336	15p13a|22p13
internal	p0089	21p13	HG02056	0.0	15p13a|22p13
internal	p0090	21p13	HG02074	0.0	15p13a|22p13
internal	p0091	21p13	HG02083	0.0	15p13a|22p13
internal	p0092	21p13	HG02083	0.0007584376185058779	15p13a
internal	p0093	21p13	HG02109	0.0007588692847656991	15p13a
internal	p0094	21p13	HG02132	0.0	15p13a|22p13
internal	p0095	21p13	HG02132	0.00018960940462646946	15p13a|22p13|4p16.3a
internal	p0096	21p13	HG02132	0.0	15p13a|22p13
internal	p0097	21p13	HG02155	0.0	22p13
internal	p0098	21p13	HG02165	0.0007584376185058779	15p13a
internal	p0099	21p13	HG02514	0.0	15p13a|22p13
internal	p0100	21p13	HG02523	0.0	15p13a|22p13
internal	p0101	21p13	HG02559	0.00018960940462646946	15p13a|22p13
internal	p0102	21p13	HG02572	0.00018971732119142478	15p13a|22p13
internal	p0103	21p13	HG02583	0.0003792188092529389	15p13a
internal	p0104	21p13	HG02602	0.0	15p13a|22p13|4p16.3a
internal	p0105	21p13	HG02602	0.00018960940462646946	15p13a|22p13
internal	p0106	21p13	HG02615	0.0	15p13a|22p13
internal	p0107	21p13	HG02723	0.0009480470231323473	4p16.3a
internal	p0108	21p13	HG02723	0.0	15p13a|22p13|4p16.3a
internal	p0109	21p13	HG02723	0.0	15p13a|22p13|4p16.3a
internal	p0110	21p13	HG02984	0.0	15p13a|22p13
internal	p0111	21p13	HG02984	0.0011376564277588168	4p16.3a
internal	p0112	21p13	HG02984	0.0005688282138794084	15p13a
internal	p0113	21p13	HG03130	0.0003792188092529389	22p13
internal	p0114	21p13	HG03139	0.0	15p13a|22p13|4p16.3a
internal	p0115	21p13	HG03195	0.00018960940462646946	15p13a|22p13
internal	p0116	21p13	HG03239	0.0	15p13a|22p13
internal	p0117	21p13	HG03270	0.00018960940462646946	22p13
internal	p0118	21p13	HG03470	0.00018960940462646946	15p13a
internal	p0119	21p13	HG03516	0.0	15p13a|22p13
internal	p0120	21p13	HG03688	0.00018960940462646946	15p13a|22p13
internal	p0121	21p13	HG03704	0.0011376564277588168	15p13a
internal	p0122	21p13	HG03710	0.00018971732119142478	15p13a|22p13
internal	p0123	21p13	HG03742	0.00018960940462646946	15p13a|22p13
internal	p0124	21p13	HG03742	0.00018960940462646946	22p13
internal	p0125	21p13	HG03816	0.0011376564277588168	22p13
internal	p0126	21p13	HG03834	0.0	15p13a|22p13
internal	p0127	21p13	HG03927	0.00018960940462646946	22p13
internal	p0128	21p13	HG04115	0.0003792188092529389	15p13a|22p13
internal	p0129	21p13	HG04160	0.0	15p13a|22p13|4p16.3a
internal	p0130	21p13	HG04199	0.0009480470231323473	15p13a
internal	p0131	21p13	NA18505	0.0013272658323852863	22p13
internal	p0132	21p13	NA18522	0.00018960940462646946	22p13
internal	p0133	21p13	NA18879	0.0	22p13
internal	p0134	21p13	NA18940	0.0007584376185058779	15p13a
internal	p0135	21p13	NA18940	0.0	15p13a|22p13|4p16.3a
internal	p0136	21p13	NA18943	0.0	15p13a|22p13
internal	p0137	21p13	NA18943	0.0005691519635742744	22p13
internal	p0138	21p13	NA18943	0.0005691519635742744	22p13
internal	p0139	21p13	NA18959	0.0	22p13
internal	p0140	21p13	NA18959	0.00019065776930409913	15p13a|22p13|4p16.3a
internal	p0141	21p13	NA18967	0.0	15p13a|22p13
internal	p0142	21p13	NA18970	0.0	15p13a|22p13
internal	p0143	21p13	NA18970	0.00018960940462646946	22p13
internal	p0144	21p13	NA18970	0.0	22p13
internal	p0145	21p13	NA18982	0.0005688282138794084	22p13
internal	p0146	21p13	NA18982	0.0	15p13a|22p13
internal	p0147	21p13	NA19087	0.0	15p13a|22p13
internal	p0148	21p13	NA19087	0.0	15p13a|22p13
internal	p0149	21p13	NA19185	0.0	15p13a|22p13
internal	p0150	21p13	NA19338	0.0	15p13a|22p13|4p16.3a
internal	p0151	21p13	NA19338	0.0007584376185058779	22p13
internal	p0152	21p13	NA19391	0.0005688282138794084	15p13a
internal	p0153	21p13	NA19443	0.0	15p13a|22p13
internal	p0154	21p13	NA19468	0.0	22p13
internal	p0155	21p13	NA19468	0.0	22p13
internal	p0156	21p13	NA19468	0.00018960940462646946	15p13a|22p13
internal	p0157	21p13	NA19700	0.00018960940462646946	15p13a
internal	p0158	21p13	NA20346	0.0	22p13
internal	p0159	21p13	NA20503	0.00018971732119142478	15p13a|22p13
internal	p0160	21p13	NA20503	0.0009480470231323473	15p13a
internal	p0161	21p13	NA20752	0.0	15p13a|22p13|4p16.3a
internal	p0162	21p13	NA20752	0.00018971732119142478	15p13a|22p13
internal	p0163	21p13	NA20806	0.0	15p13a|22p13|4p16.3a
internal	p0164	21p13	NA20806	0.00018971732119142478	15p13a|22p13
internal	p0165	21p13	NA20806	0.00018960940462646946	15p13a|22p13|4p16.3a
internal	p0166	21p13	NA20827	0.00018960940462646946	15p13a|22p13|4p16.3a
internal	p0167	21p13	NA20827	0.0011376564277588168	15p13a
internal	p0168	21p13	NA20905	0.0	15p13a|22p13|4p16.3a
internal	p0169	21p13	NA20905	0.00018960940462646946	15p13a|22p13|4p16.3a
internal	p0170	21p13	NA21102	0.0	15p13a|22p13
internal	p0171	21p13	NA21102	0.0	15p13a|22p13|4p16.3a
internal	p0172	21p13	NA21106	0.0	15p13a|22p13
internal	p0173	21p13	NA21110	0.0007584376185058779	22p13
internal	p0174	22p13	HG00097	0.0003792188092529389	15p13a|21p13
internal	p0175	22p13	HG00128	0.0	15p13a|21p13|4p16.3a
internal	p0176	22p13	HG00140	0.0003792188092529389	15p13a|21p13
internal	p0177	22p13	HG00235	0.0	21p13
internal	p0178	22p13	HG00329	0.00018960940462646946	15p13a
internal	p0179	22p13	HG00423	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0180	22p13	HG00423	0.0009480470231323473	15p13a
internal	p0181	22p13	HG00438	0.0	15p13a|21p13|4p16.3a
internal	p0182	22p13	HG00558	0.00018960940462646946	15p13a
internal	p0183	22p13	HG00621	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0184	22p13	HG01150	0.0003792188092529389	15p13a|21p13
internal	p0185	22p13	HG01150	0.00018960940462646946	21p13
internal	p0186	22p13	HG01358	0.0	4p16.3a
internal	p0187	22p13	HG01358	0.0003792188092529389	15p13a|21p13
internal	p0188	22p13	HG01361	0.0	15p13a|21p13|4p16.3a
internal	p0189	22p13	HG01940	0.0003792188092529389	15p13a|21p13
internal	p0190	22p13	HG01969	0.0	21p13
internal	p0191	22p13	HG01981	0.0	21p13
internal	p0192	22p13	HG02056	0.0	15p13a|21p13|4p16.3a
internal	p0193	22p13	HG02074	0.0	15p13a|21p13
internal	p0194	22p13	HG02083	0.0	15p13a|21p13
internal	p0195	22p13	HG02109	0.00038087983241287375	21p13
internal	p0196	22p13	HG02155	0.0	4p16.3a
internal	p0197	22p13	HG02257	0.0	15p13a|21p13|4p16.3a
internal	p0198	22p13	HG02258	0.00038066235249333843	21p13
internal	p0199	22p13	HG02392	0.0	15p13a|21p13|4p16.3a
internal	p0200	22p13	HG02523	0.0	15p13a|21p13|4p16.3a
internal	p0201	22p13	HG02559	0.0	4p16.3a
internal	p0202	22p13	HG02583	0.0	21p13
internal	p0203	22p13	HG02602	0.0	15p13a|21p13|4p16.3a
internal	p0204	22p13	HG02809	0.0003792188092529389	15p13a|21p13|4p16.3a
internal	p0205	22p13	HG02841	0.0	15p13a|21p13
internal	p0206	22p13	HG02965	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0207	22p13	HG02984	0.0003792188092529389	21p13
internal	p0208	22p13	HG03041	0.0	15p13a|21p13|4p16.3a
internal	p0209	22p13	HG03130	0.00018960940462646946	15p13a|21p13
internal	p0210	22p13	HG03139	0.0	4p16.3a
internal	p0211	22p13	HG03195	0.00018960940462646946	21p13
internal	p0212	22p13	HG03209	0.00018960940462646946	15p13a
internal	p0213	22p13	HG03470	0.00018960940462646946	15p13a
internal	p0214	22p13	HG03742	0.0	15p13a|21p13
internal	p0215	22p13	HG03816	0.0	15p13a|21p13|4p16.3a
internal	p0216	22p13	HG04157	0.0	4p16.3a
internal	p0217	22p13	NA18570	0.00018960940462646946	15p13a|21p13
internal	p0218	22p13	NA18944	0.0	4p16.3a
internal	p0219	22p13	NA18945	0.0	15p13a|21p13|4p16.3a
internal	p0220	22p13	NA18959	0.0	15p13a|21p13|4p16.3a
internal	p0221	22p13	NA18960	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0222	22p13	NA18970	0.0	15p13a|21p13|4p16.3a
internal	p0223	22p13	NA18970	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0224	22p13	NA18970	0.0	15p13a|21p13|4p16.3a
internal	p0225	22p13	NA18971	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0226	22p13	NA18976	0.0	15p13a|21p13|4p16.3a
internal	p0227	22p13	NA18976	0.0003792188092529389	15p13a
internal	p0228	22p13	NA18982	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0229	22p13	NA19036	0.0007584376185058779	15p13a|21p13
internal	p0230	22p13	NA19043	0.0	15p13a|21p13
internal	p0231	22p13	NA19159	0.0	15p13a|21p13|4p16.3a
internal	p0232	22p13	NA19391	0.0	21p13
internal	p0233	22p13	NA19682	0.00018964536317087047	15p13a|21p13|4p16.3a
internal	p0234	22p13	NA19776	0.0	15p13a|21p13|4p16.3a
internal	p0235	22p13	NA20129	0.0	21p13
internal	p0236	22p13	NA20503	0.0	15p13a|21p13
internal	p0237	22p13	NA20762	0.0	15p13a|21p13|4p16.3a
internal	p0238	22p13	NA20762	0.0	15p13a|21p13|4p16.3a
internal	p0239	22p13	NA20799	0.00018960940462646946	21p13
internal	p0240	22p13	NA20827	0.00018960940462646946	21p13
internal	p0241	22p13	NA20827	0.0	15p13a|21p13|4p16.3a
internal	p0242	22p13	NA20850	0.00018960940462646946	15p13a|21p13|4p16.3a
internal	p0243	22p13	NA21093	0.0003792188092529389	15p13a|21p13|4p16.3a
internal	p0244	22p13	NA21102	0.0003792188092529389	15p13a|21p13
internal	p0245	4p16.3a	HG00133	0.0003792188092529389	4q35.2_hg38
internal	p0246	4p16.3a	HG00146	0.0003792188092529389	4q35.2_hg38
internal	p0247	4p16.3a	HG00423	0.0003792188092529389	4q35.2_hg38
internal	p0248	4p16.3a	HG00558	0.0005688282138794084	4q35.2_hg38
internal	p0249	4p16.3a	HG00673	0.0003792188092529389	4q35.2_hg38
internal	p0251	4p16.3a	HG00738	0.0	22p13
internal	p0253	4p16.3a	HG01071	0.0018960940462646946	4q35.2_hg38
internal	p0254	4p16.3a	HG01106	0.0	15p13a|21p13|22p13
internal	p0255	4p16.3a	HG01243	0.0009480470231323473	21p13
internal	p0260	4p16.3a	HG02015	0.0003792188092529389	4q35.2_hg38
internal	p0261	4p16.3a	HG02040	0.0005688282138794084	4q35.2_hg38
internal	p0264	4p16.3a	HG02083	0.0005688282138794084	4q35.2_hg38
internal	p0266	4p16.3a	HG02165	0.0005688282138794084	4q35.2_hg38
internal	p0267	4p16.3a	HG02257	0.0009480470231323473	21p13
internal	p0268	4p16.3a	HG02257	0.0007588692847656991	15p13a|21p13|22p13
internal	p0269	4p16.3a	HG02258	0.0009480470231323473	21p13
internal	p0271	4p16.3a	HG02451	0.0	15p13a|21p13|22p13
internal	p0272	4p16.3a	HG02486	0.0	22p13
internal	p0274	4p16.3a	HG02514	0.0	15p13a|21p13|22p13
internal	p0275	4p16.3a	HG02615	0.001707455890722823	4q35.2_hg38
internal	p0276	4p16.3a	HG02622	0.002088872009115078	21p13|4q35.2_hg38
internal	p0277	4p16.3a	HG02738	0.0018960940462646946	4q35.2_hg38
internal	p0279	4p16.3a	HG02886	0.0005688282138794084	4q35.2_hg38
internal	p0284	4p16.3a	HG03041	0.0009480470231323473	21p13
internal	p0285	4p16.3a	HG03098	0.0007588692847656991	15p13a|21p13|22p13
internal	p0287	4p16.3a	HG03470	0.0009480470231323473	21p13
internal	p0288	4p16.3a	HG03471	0.0009480470231323473	21p13
internal	p0291	4p16.3a	HG03583	0.00018960940462646946	15p13a|21p13|22p13
internal	p0293	4p16.3a	HG03669	0.0005688282138794084	4q35.2_hg38
internal	p0295	4p16.3a	HG03804	0.0003792188092529389	4q35.2_hg38
internal	p0296	4p16.3a	HG03927	0.0018960940462646946	4q35.2_hg38
internal	p0298	4p16.3a	HG04160	0.0005688282138794084	4q35.2_hg38
internal	p0300	4p16.3a	NA18522	0.0009480470231323473	21p13
internal	p0302	4p16.3a	NA18570	0.0005688282138794084	4q35.2_hg38
internal	p0303	4p16.3a	NA19159	0.0009482268158543523	22p13
internal	p0306	4p16.3a	NA19338	0.0003792188092529389	4q35.2_hg38
internal	p0307	4p16.3a	NA19391	0.00018960940462646946	15p13a|21p13|22p13
internal	p0308	4p16.3a	NA19909	0.0007588692847656991	15p13a|21p13|22p13
internal	p0310	4p16.3a	NA20799	0.0003792188092529389	4q35.2_hg38
internal	p0311	4p16.3a	NA20805	0.0	15p13a|21p13|22p13
internal	p0313	4p16.3a	NA20850	0.0011376564277588168	4q35.2_hg38
internal	p0314	4q35.2_hg38	HG00099	0.0015168752370117557	4p16.3a
internal	p0315	4q35.2_hg38	HG00128	0.0015168752370117557	4p16.3a
internal	p0316	4q35.2_hg38	HG00133	0.0015168752370117557	4p16.3a
internal	p0317	4q35.2_hg38	HG00140	0.0015168752370117557	4p16.3a
internal	p0318	4q35.2_hg38	HG00140	0.0015168752370117557	4p16.3a
internal	p0319	4q35.2_hg38	HG00146	0.0015168752370117557	4p16.3a
internal	p0320	4q35.2_hg38	HG00272	0.002085703450891164	4p16.3a
internal	p0321	4q35.2_hg38	HG00272	0.0015168752370117557	4p16.3a
internal	p0322	4q35.2_hg38	HG00320	0.0003792188092529389	4p16.3a
internal	p0323	4q35.2_hg38	HG00408	0.0015168752370117557	4p16.3a
internal	p0324	4q35.2_hg38	HG00423	0.0015168752370117557	4p16.3a
internal	p0325	4q35.2_hg38	HG00423	0.0015168752370117557	4p16.3a
internal	p0326	4q35.2_hg38	HG00609	0.0017064846416382253	4p16.3a
internal	p0327	4q35.2_hg38	HG00609	0.0015168752370117557	4p16.3a
internal	p0328	4q35.2_hg38	HG00621	0.0015168752370117557	4p16.3a
internal	p0329	4q35.2_hg38	HG00642	0.0015168752370117557	4p16.3a
internal	p0330	4q35.2_hg38	HG00673	0.0015168752370117557	4p16.3a
internal	p0331	4q35.2_hg38	HG00673	0.0015168752370117557	4p16.3a
internal	p0332	4q35.2_hg38	HG00706	0.0015168752370117557	4p16.3a
internal	p0333	4q35.2_hg38	HG00706	0.0015168752370117557	4p16.3a
internal	p0334	4q35.2_hg38	HG00735	0.0015168752370117557	4p16.3a
internal	p0335	4q35.2_hg38	HG00738	0.0015168752370117557	4p16.3a
internal	p0336	4q35.2_hg38	HG01109	0.0015168752370117557	4p16.3a
internal	p0337	4q35.2_hg38	HG01167	0.0015168752370117557	4p16.3a
internal	p0338	4q35.2_hg38	HG01167	0.0015168752370117557	4p16.3a
internal	p0339	4q35.2_hg38	HG01175	0.0015168752370117557	4p16.3a
