locus	ID_Full	sequence_id	source_file_sha256
HML-2_12q14.1	HG02630_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	8f3cfa2d2994e8a45d1ba0a6e60eeb3945418be2d8ded704288113cd449a38e1
HML-2_12q14.1	HG02630_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	25e13ee4909f97e833ebd3403574e0428c86feb0f61fee9e616f58f030f34941
HML-2_12q14.1	HG02668_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	0a1dfb7df91832e1a4796d362c37a9450413df1d5cce7f0ca378606e7fc93aa5
HML-2_12q14.1	HG02698_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	d41a0b3112dcb6b90a4766bf89121c81bea22e7d39f51ae09e93de55c1ae473e
HML-2_12q14.1	HG02717_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	9c19b3113c2a6e89446f2d1c0e451eaf23dd78b06ecd5696f1928f83d964086d
HML-2_12q14.1	HG02717_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	cdd0bee5f12dba65f56e64cef06913bb744896a60c388ecfa926b1e33aea2b4c
HML-2_12q14.1	HG02723_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	18e38e02f303653580265251b4b15c0ddb74ca970793974aae001ef4838dace9
HML-2_12q14.1	HG02735_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	2d0b98bac04502311610410b16de2a980ee1e58cf650fad22682bb8624f0b57d
HML-2_12q14.1	HG02735_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	8f0f42d073b0d0a745e0193d4bf114bf9b28da1e40caa123af13768e06d32537
HML-2_12q14.1	HG02738_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	b03b0f4f0ee0c049d164ec31adf5f4d258c216c16a671715b8c57e82116be8ea
HML-2_12q14.1	HG02738_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	2cf43ed7ec2aca20ee7f3b06600b5d017549849ac3b9913dd3e94b1ef28fe04f
HML-2_12q14.1	HG02809_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	d06bdc3d2ba0d9f7306798f1b77d31afb445794f7273f172004c148057633a06
HML-2_12q14.1	HG02818_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	fbc671eeab35f7de2e35e00fcead0294965f0e9a8742744d10160f961d16c9ea
HML-2_12q14.1	HG02841_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	eb9a685e2bc806d6956c7f8b8f5d1772e00a94af9f4591d10d92f61a93f814f2
HML-2_12q14.1	HG02886_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s943e0cc4134d55f5fb03a74d9ed99b6cf7019877a215ba04fb81e435d813e6a7	e98235241fee0b181d4ffaacd49e2cf82df4226ddd1aceb97d3c8b27fd018ace
HML-2_12q14.1	HG02922_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	cfe1d65b14db8f361f48b140bf3559010a91a3ef58f7e736ef68de414adffb12
HML-2_12q14.1	HG02922_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	9d3554990a8ddd419576efc379f594b96b120470f4e79e54d4abaaacd320fb97
HML-2_12q14.1	HG02965_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	43186d79be8437b77f0b4716d1ac8d894ec6db24b6a9a44c4f390493365f4328
HML-2_12q14.1	HG02965_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	4afdd35a98ebdad701c0c76bc3e09ba3699bb5b6c7032efc2329f7da783bf82c
HML-2_12q14.1	HG02976_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	0fb215fabd414e29abd0d3efb905178560b2bad9309661c4d936c9a3adf143d5
HML-2_12q14.1	HG02976_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	bbbec853150d67352d903b21eb9286f8018499c493ea792822c72b430e48f7d7
HML-2_12q14.1	HG02984_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	a70ed4e2eaa3210a3a382c966725556def83f752ab454ab4769dcec41e595bc8
HML-2_12q14.1	HG02984_pat_hprc_r2_v1.0.1_HML-2_12q14.1	sd8cf3e0015c7c0e7f85867f58eaee41ae4d4401a0ac3c0ecc381cd0066339393	2b6756bf220ae1cfbea851d9e056f0a6ba75e595f318939febc39877c7a91d9e
HML-2_12q14.1	HG03017_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	5dd48e0dd2ae35b0654ce319313f2d2481a841b5c3584d8921a6aed268911d8e
HML-2_12q14.1	HG03017_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	ee839a8a72fa2889bc4737e3834c90cee0c5b610a31eda3d9ccb85d1f496e4cc
HML-2_12q14.1	HG03041_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	57124a4d4f951fdef0e59e6deac55e87a4eac1ee8687087587c22cf3c531c885
HML-2_12q14.1	HG03050_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	5e09842f6c3089fbd035e2ae026ad3d94c2891d7a354ca73a3aa69e92942efb4
HML-2_12q14.1	HG03098_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	ec5fda735e954a5ae9515ad0151a68aa23491520de5f11e87b2a329a02433d1e
HML-2_12q14.1	HG03098_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	4a274c699060ac6b87b01501d92589cb15bf17cd5f317ddd15831504daf4799b
HML-2_12q14.1	HG03130_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	cc84e808ee926d1f5a584baff6598f03c50a21e7c8aecfe1e84b0e696587a1fe
HML-2_12q14.1	HG03139_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	1b242b60737178c6ba15da925090e6bc3cbd030f648133dc2619815a621a5a3c
HML-2_12q14.1	HG03139_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	ea27d35d927e831775d99bf6c44d93fa3acb3ca298305329001fcd5eec72f67a
HML-2_12q14.1	HG03195_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	3a8e62c146129b44d35101f63bea8a2bc13075dd7bda8e1c9a5948ae33882a2f
HML-2_12q14.1	HG03209_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	c9e390dd0d56e1f9ab381f63c7fedf5ba1c1e40d3714dfcecfd552273bfe750c
HML-2_12q14.1	HG03209_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	c26f7b1c79b65e728a87dcd4be399a3444fa9cf7aafaed1512587a7475788510
HML-2_12q14.1	HG03225_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	8439c4b1b66dde7de381ae3fdec11c4f18062062c22f8ea66a237e9827bf21b2
HML-2_12q14.1	HG03239_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	48a1e7a799804479b1c0ca5465cd74208ce7c185942b520714ea2e5f26abbceb
HML-2_12q14.1	HG03270_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	7b63627d3f6dc0d9076a8e08c21979a304ab057872fd7e9a8dfe8eed9dab6fc5
HML-2_12q14.1	HG03270_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	cac218de41eb901d335cfac91ad935c81b64fc8e2c0be0ff7f93b9e1dce5bc85
HML-2_12q14.1	HG03369_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	0d59c7a4f43ed04ba7e1cd9e772597056da67084ba18fe3137edc1561c537995
HML-2_12q14.1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	a60ee0bb830bb8e0ed239c999cc1691623e7b272bf66684c758ebc6a67dacf6a
HML-2_12q14.1	HG03470_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	a407860ef887e3bb832e00e7c79887ef47fb23037b8ec7b60ba55db87f444648
HML-2_12q14.1	HG03471_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	f905cfd3c08f23291823f7841af783a6b74cfc9f5ff1f5cb0129fb1bcea0575c
HML-2_12q14.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	076e3d0647f04109dd8bc327859ec748f64d6b7532723b43eb3672938746d43f
HML-2_12q14.1	HG03486_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	37d9c608666fa2cec8a7efdb10eb3e3ad857385b4b0c88cc2df5bf9f4ec47256
HML-2_12q14.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	b7a62df5d31e22a41f0c504ccaeb404b5011dbcd31fd798f2b2d07aff3bf04b3
HML-2_12q14.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	a21360fa8abc56f976b47b9495ed77f8dfeef274fa853cff185f1c947601e43a
HML-2_12q14.1	HG03579_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	9c389b6ce9af5387649533ca68131fe9224fa2f5f058576325dde8f8bbaf51c4
HML-2_12q14.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	87c3fc008ca80b76ebb572a89dc37bace6e2cf6b147fc787039ef81a101534b5
HML-2_12q14.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	e837596ba5086d257da5e02a44d61d8bca2e194fcc868b77b510e714e11a4f75
HML-2_12q14.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	e5bd3706ed16ea0cde41bbc0d1c146556ada378f460c6069e197ea2ead96065a
HML-2_12q14.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s3a1cb687a6a980907b12913abe2d84b8ddbb1ab29b92ab4e8a7fc6c931cd1590	81929ea584adf3bcc00d22ec798705c0c78a56f7011ffa06373b10f9e7b5d11b
HML-2_12q14.1	HG03704_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	6bd412f29efa1a61e84460a065130fba49121650b452aa793930c03624694cb7
HML-2_12q14.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	613bb3ec78dc3a7c8c156412a89413ab89723bef5df5019023b3d82215101a19
HML-2_12q14.1	HG03742_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	248e347fd0618f71af44bb14fa6589ce3113505faa680849f5a424de1453756a
HML-2_12q14.1	HG03804_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	7df45e5f77e923fea66a2b3163b16685319a7021b75e588ac490727135ec3ab2
HML-2_12q14.1	HG03816_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	fa1084121db22bb039d8d4c4aa2b21200879f6fa05a3e9a0ab9b14faf8cb8b6e
HML-2_12q14.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	6fcb5375bddd89d2ae037b2b2df7b66c3ddc90ba6d225b3285fe2083caf5735e
HML-2_12q14.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	15d4d7b2aa51ac63eeb5fd16b5c52b55f09cf5a8000f131b6fd8c4e7b669534e
HML-2_12q14.1	HG03874_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	29f1130350021730726a585783a6e64673fb6d94aa613fcb9c70da1a76226970
HML-2_12q14.1	HG03927_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	8fc638d01c6de7492085019322ea683e3dc85be4f23415d278f04d6b528a1f91
HML-2_12q14.1	HG03942_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	1ea0ee354732176ae927dfc56d58d573ce5886221ec035f99cf37990604d32a8
HML-2_12q14.1	HG04160_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	74521223ddf43ee3b5fc12083242bcbc036600b49389cdea54ecafc5ac431b2c
HML-2_12q14.1	HG04160_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	31c0eceb8b81764dc447f7185e871ad308d505ff7d0f441b99d97f851e6b6dc1
HML-2_12q14.1	HG04184_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	c2d20140eb1cb4a8c27de143433a3a3d62f1daee5744b745c3fa4e381850e2df
HML-2_12q14.1	HG04199_mat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	e7365c53bab2e51b17f5e74b8732e1e8602ddf4f3c39f589c7c8e1ec514baf02
HML-2_12q14.1	HG04199_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	a56a753103c2e3fb09c5fb032f8a66b4b38f578ec6d2b03e2f2cd3946c18b443
HML-2_12q14.1	HG04204_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	90ed4df65875a3a4f8c2aa9d0258503e7c6b4e39d29a7d641e5c7a44d7667983
HML-2_12q14.1	HG06807_pat_v1.0.genbank_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	be78347b0457352d14e597375ad954961a24b116450452b6186a834008b021e0
HML-2_12q14.1	NA18505_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	c83c236f14b654f835bb601daf2b8675eeeddcaef5a81aa190f32f724b739ea2
HML-2_12q14.1	NA18505_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	6b3b73f3d78ee69ea5bd2c07f671a52a88318d629733e5600a4220cd768a5910
HML-2_12q14.1	NA18508_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	b4dd5c4b104bfcc32004973e208ab3669bb1794eb2391acadf94886c1e4973ee
HML-2_12q14.1	NA18522_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	e29799c4d64585ca16638effed5f9fb2bc1b024e8758a197a33cae665dcf31f3
HML-2_12q14.1	NA18522_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	99c05565a6409b3e6afce19383e58d6d561f2247a22d160893797e4cc3059feb
HML-2_12q14.1	NA18565_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	bb0d6fe5afe5e6e6fdad86ed65a23d0492b3405dd776025bf2ee02df21e099f7
HML-2_12q14.1	NA18608_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s37120047ac3dcc21fba6d3b38491d7c8752affed26824b5f24a1f67362ae8dad	4263b0bc1585898675c6fa115314bf91a305df01339e9cf0d245c07342ac47f6
HML-2_12q14.1	NA18620_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	abb783707a5e3c29366be532dad59d3ae2162058e71aaf90421184aca96f5ac8
HML-2_12q14.1	NA18620_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	b62b7074c863867717609b493dec5f31cd5c57dff5e4a3d9b14800e96b98f366
HML-2_12q14.1	NA18747_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	6942f63a6030c6bf796f3b2f26520ae3c2cc194e7a6e27096a36945cb008caf6
HML-2_12q14.1	NA18747_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	403e862e483b503e7ce94fce4c600526fc946396b5d74db545f81989f6d2c109
HML-2_12q14.1	NA18879_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	a39484a92aa61e4411e5828903246cf5bbe18d45cf9aeb8af86d6b20e0db9a6a
HML-2_12q14.1	NA18940_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	f60fed87fa16926b617dda14029fdbf5d5736dbe0c8d8a07201d296700db32b3
HML-2_12q14.1	NA18943_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	33a8903b5d00d29c0e348f2fc37bcadcb746a26e0ab7f6cb674930d26b047273
HML-2_12q14.1	NA18943_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	5b49fb55cd866e98672b5bdf47f18396d348db9a12cd1872271ae820b37b76c9
HML-2_12q14.1	NA18944_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	c18f6565e9f8ff70fbbfeb1a0cc9043917d6a8a5cc3cf97437fc7cf168b3b234
HML-2_12q14.1	NA18945_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	475b20f1baa4905e9122aec043355ddf597e50122d24ddd64cf47af463ab4438
HML-2_12q14.1	NA18948_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	82b447b2797e31a0ed3de074a002797c369ab64ace2a62af5654cc9900fe5b16
HML-2_12q14.1	NA18952_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	f88dbe95f409740df6ab95f343e8c2a1bb5d3afb0a09beae243f0c527190c13f
HML-2_12q14.1	NA18952_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	c466fbf2e4e23311c5d0bda355a41c471740900b1a4278a12a7bf992305219fa
HML-2_12q14.1	NA18959_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	08ba01aa62a57cfe7a4fa93c894e7372e5db3c014baec2bb78a6c4df6cdb9d88
HML-2_12q14.1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	bec47fa35994602a198a3fcf8acc9b8ecd6f96b150167fb5d98fe9449b27567d
HML-2_12q14.1	NA18960_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	c07b891c5b5af3b1688bea1499ca10294a27782e56b521606c05260174a369d2
HML-2_12q14.1	NA18967_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s186bb57d19ce1eb615d2ecc1ca40b4b1b246d7279267ee7ed2b1a93ee0b4c02e	16dbdf6b9bd8464e89b47adbbcb528a9ebee85500920e24412adbb70e3607eca
HML-2_12q14.1	NA18971_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s37120047ac3dcc21fba6d3b38491d7c8752affed26824b5f24a1f67362ae8dad	943d0be15f82eed2fb4887724e6798e28fec1b87ebb3b32675451b44c5cd0b8a
HML-2_12q14.1	NA18971_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	132ffeee5282ffe069f0c1575e196025b712ca516fc895507d756c7882e442b0
HML-2_12q14.1	NA18974_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	bea526660fbf1085b0e56e415ccf957da7e23a9e2b1bc38dbacf85a88b798512
HML-2_12q14.1	NA18974_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	e9cee6d4f4b59c57d3bcebc4e1fea003a53ba43e20ea2a246d3dad4029afa363
HML-2_12q14.1	NA18982_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	13ab5c710d8c8d1f4ec7353caa2647fccd0bfd6bafadc0d88fddc39437e991d6
HML-2_12q14.1	NA18982_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	39be346c491b8601d4b56544b537c06a8eaf1d49155e06f5039e5df140ac968b
HML-2_12q14.1	NA18983_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	d19cf35683a1c5d57637f36851a1381f87f15236665d71dca25463dce1f91aa8
HML-2_12q14.1	NA19036_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	f1c564f3173a1fd9080d379cc26094f8f2872c96af510a63d966205a40b6a222
HML-2_12q14.1	NA19043_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	9ca9769bd1ee8f6bd46434a7f27ae049bcda871c24b88bdd42a93a76e01d6ae3
HML-2_12q14.1	NA19043_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	596ac5ba067348f38d1494a78adb2934cb30c3d89a4c14604cc63f6077921fd7
HML-2_12q14.1	NA19087_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	978a819b8f140bca33013405631eaba9eaca25498a0d7eadb0bf6eeed68e3d10
HML-2_12q14.1	NA19185_hap2_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	da4f46f52d3c40f7ba34bdec47e096c92873427dcb818aa8ceed71ee225d298f
HML-2_12q14.1	NA19240_pat_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	1e6f00858dfe281deff7149f4c18b7702f4e3237fda03ce16110e16e48c15512
HML-2_12q14.1	NA19338_hap1_hprc_r2_v1.0.1_HML-2_12q14.1	s36001c3c31678116af29ec9e9892dea6497e7c92c0058f1918f464829b5ecaa7	2255ae76dd5016b2c72a3507ad98af802eee9fc3ff7865615133f4ad9601b81d
